id,panels,pv_kw,battery_kwh,state,schemeA_final,schemeA_per_kw,schemeB_final,schemeB_per_kw,schemeC_ex,schemeC_inc,schemeC_per_kw,schemeD_ex,schemeD_inc,schemeD_per_kw
1590,9,3.96,10.0,TAS,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,NSW,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,VIC,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,QLD,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,SA,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,WA,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,NT,7734.0,1953.0,7211.0,1821.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1590,9,3.96,10.0,ACT,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
1591,19,8.36,10.0,TAS,10223.0,1223.0,8950.0,1071.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,NSW,10223.0,1223.0,8950.0,1071.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,VIC,10223.0,1223.0,8950.0,1071.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,QLD,9911.0,1185.0,8638.0,1033.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,SA,9911.0,1185.0,8638.0,1033.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,WA,9911.0,1185.0,8638.0,1033.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,NT,9755.0,1167.0,8482.0,1015.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1591,19,8.36,10.0,ACT,10223.0,1223.0,8950.0,1071.0,13688.0,9934.0,1188.0,12734.0,10347.0,1238.0
1592,11,4.84,10.0,TAS,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,NSW,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,VIC,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,QLD,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,SA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,WA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,NT,8123.0,1678.0,7520.0,1554.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1592,11,4.84,10.0,ACT,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1593,16,7.04,10.0,TAS,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,NSW,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,VIC,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,QLD,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,SA,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,WA,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,NT,9152.0,1300.0,8263.0,1174.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1593,16,7.04,10.0,ACT,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1594,22,9.68,10.0,TAS,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,NSW,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,VIC,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,QLD,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,SA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,WA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,NT,10357.0,1070.0,8701.0,899.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1594,22,9.68,10.0,ACT,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1595,51,22.44,10.0,TAS,17493.0,780.0,12131.0,541.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,NSW,17493.0,780.0,12131.0,541.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,VIC,17493.0,780.0,12131.0,541.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,QLD,16713.0,745.0,11351.0,506.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,SA,16713.0,745.0,11351.0,506.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,WA,16713.0,745.0,11351.0,506.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,NT,16245.0,724.0,10883.0,485.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1595,51,22.44,10.0,ACT,17493.0,780.0,12131.0,541.0,24952.0,19086.0,851.0,21886.0,17669.0,787.0
1596,33,14.52,10.0,TAS,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,NSW,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,VIC,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,QLD,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,SA,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,WA,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,NT,12592.0,867.0,9530.0,656.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1596,33,14.52,10.0,ACT,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
1597,2,0.88,10.0,TAS,6355.0,7221.0,6110.0,6943.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,NSW,6355.0,7221.0,6110.0,6943.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,VIC,6355.0,7221.0,6110.0,6943.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,QLD,6316.0,7177.0,6071.0,6899.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,SA,6316.0,7177.0,6071.0,6899.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,WA,6316.0,7177.0,6071.0,6899.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,NT,6316.0,7177.0,6071.0,6899.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1597,2,0.88,10.0,ACT,6355.0,7221.0,6110.0,6943.0,7704.0,5072.0,5764.0,7872.0,6458.0,7338.0
1598,58,25.52,10.0,TAS,19106.0,749.0,12850.0,504.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,NSW,19106.0,749.0,12850.0,504.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,VIC,19106.0,749.0,12850.0,504.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,QLD,18170.0,712.0,11914.0,467.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,SA,18170.0,712.0,11914.0,467.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,WA,18170.0,712.0,11914.0,467.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,NT,17663.0,692.0,11407.0,447.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1598,58,25.52,10.0,ACT,19106.0,749.0,12850.0,504.0,27416.0,21088.0,826.0,23888.0,19270.0,755.0
1599,6,2.64,10.0,TAS,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,NSW,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,VIC,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,QLD,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,SA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,WA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,NT,7132.0,2701.0,6728.0,2548.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1599,6,2.64,10.0,ACT,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1601,11,4.84,10.0,TAS,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,NSW,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,VIC,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,QLD,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,SA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,WA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,NT,8123.0,1678.0,7520.0,1554.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1601,11,4.84,10.0,ACT,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1602,1,0.44,10.0,TAS,6141.0,13956.0,5936.0,13491.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,NSW,6141.0,13956.0,5936.0,13491.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,VIC,6141.0,13956.0,5936.0,13491.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,QLD,6102.0,13868.0,5897.0,13402.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,SA,6102.0,13868.0,5897.0,13402.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,WA,6102.0,13868.0,5897.0,13402.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,NT,6102.0,13868.0,5897.0,13402.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1602,1,0.44,10.0,ACT,6141.0,13956.0,5936.0,13491.0,7352.0,4786.0,10877.0,7586.0,6229.0,14156.0
1603,4,1.76,10.0,TAS,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,NSW,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,VIC,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,QLD,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,SA,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,WA,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,NT,6704.0,3809.0,6380.0,3625.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1603,4,1.76,10.0,ACT,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
1604,22,9.68,10.0,TAS,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,NSW,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,VIC,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,QLD,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,SA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,WA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,NT,10357.0,1070.0,8701.0,899.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1604,22,9.68,10.0,ACT,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
1605,34,14.96,10.0,TAS,13624.0,911.0,10435.0,698.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,NSW,13624.0,911.0,10435.0,698.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,VIC,13624.0,911.0,10435.0,698.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,QLD,13117.0,877.0,9928.0,664.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,SA,13117.0,877.0,9928.0,664.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,WA,13117.0,877.0,9928.0,664.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,NT,12805.0,856.0,9616.0,643.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1605,34,14.96,10.0,ACT,13624.0,911.0,10435.0,698.0,18968.0,14224.0,951.0,17024.0,13779.0,921.0
1606,6,2.64,10.0,TAS,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,NSW,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,VIC,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,QLD,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,SA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,WA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,NT,7132.0,2701.0,6728.0,2548.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1606,6,2.64,10.0,ACT,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1607,7,3.08,10.0,TAS,7501.0,2436.0,7058.0,2292.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,NSW,7501.0,2436.0,7058.0,2292.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,VIC,7501.0,2436.0,7058.0,2292.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,QLD,7384.0,2398.0,6941.0,2254.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,SA,7384.0,2398.0,6941.0,2254.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,WA,7384.0,2398.0,6941.0,2254.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,NT,7345.0,2385.0,6902.0,2241.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1607,7,3.08,10.0,ACT,7501.0,2436.0,7058.0,2292.0,9464.0,6502.0,2111.0,9302.0,7602.0,2468.0
1608,50,22.0,10.0,TAS,17279.0,785.0,12045.0,548.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,NSW,17279.0,785.0,12045.0,548.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,VIC,17279.0,785.0,12045.0,548.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,QLD,16499.0,750.0,11265.0,512.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,SA,16499.0,750.0,11265.0,512.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,WA,16499.0,750.0,11265.0,512.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,NT,16031.0,729.0,10797.0,491.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1608,50,22.0,10.0,ACT,17279.0,785.0,12045.0,548.0,24600.0,18800.0,855.0,21600.0,17440.0,793.0
1609,11,4.84,10.0,TAS,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,NSW,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,VIC,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,QLD,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,SA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,WA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,NT,8123.0,1678.0,7520.0,1554.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1609,11,4.84,10.0,ACT,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
1610,16,7.04,10.0,TAS,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,NSW,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,VIC,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,QLD,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,SA,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,WA,9308.0,1322.0,8419.0,1196.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,NT,9152.0,1300.0,8263.0,1174.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1610,16,7.04,10.0,ACT,9542.0,1355.0,8653.0,1229.0,12632.0,9076.0,1289.0,11876.0,9661.0,1372.0
1611,14,6.16,10.0,TAS,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,NSW,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,VIC,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,QLD,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,SA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,WA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,NT,8764.0,1423.0,8042.0,1306.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1611,14,6.16,10.0,ACT,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
1613,41,18.04,10.0,TAS,15238.0,845.0,11154.0,618.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,NSW,15238.0,845.0,11154.0,618.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,VIC,15238.0,845.0,11154.0,618.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,QLD,14575.0,808.0,10491.0,582.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,SA,14575.0,808.0,10491.0,582.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,WA,14575.0,808.0,10491.0,582.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,NT,14224.0,788.0,10140.0,562.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1613,41,18.04,10.0,ACT,15238.0,845.0,11154.0,618.0,21432.0,16226.0,899.0,19026.0,15381.0,853.0
1614,35,15.4,10.0,TAS,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,NSW,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,VIC,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,QLD,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,SA,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,WA,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,NT,13019.0,845.0,9702.0,630.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1614,35,15.4,10.0,ACT,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
1615,15,6.6,10.0,TAS,9329.0,1413.0,8567.0,1298.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,NSW,9329.0,1413.0,8567.0,1298.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,VIC,9329.0,1413.0,8567.0,1298.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,QLD,9095.0,1378.0,8333.0,1263.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,SA,9095.0,1378.0,8333.0,1263.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,WA,9095.0,1378.0,8333.0,1263.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,NT,8939.0,1354.0,8177.0,1239.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1615,15,6.6,10.0,ACT,9329.0,1413.0,8567.0,1298.0,12280.0,8790.0,1332.0,11590.0,9432.0,1429.0
1616,39,17.16,10.0,TAS,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,NSW,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,VIC,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,QLD,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,SA,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,WA,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,NT,13796.0,804.0,9968.0,581.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1616,39,17.16,10.0,ACT,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
1617,6,2.64,10.0,TAS,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,NSW,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,VIC,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,QLD,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,SA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,WA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,NT,7132.0,2701.0,6728.0,2548.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1617,6,2.64,10.0,ACT,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
1618,20,8.8,10.0,TAS,10476.0,1190.0,9075.0,1031.0,14040.0,10220.0,1161.0,13020.0,10576.0,1202.0
1618,20,8.8,10.0,NSW,10476.0,1190.0,9075.0,1031.0,14040.0,10220.0,1161.0,13020.0,10576.0,1202.0
1618,20,8.8,10.0,VIC,10476.0,1190.0,9075.0,1031.0,14040.0,10220.0,1161.0,13020.0,10576.0,1202.0
1618,20,8.8,10.0,QLD,10125.0,1151.0,8724.0,991.0,14040.0,10220.0,1161.0,13020.0,10576.0,1202.0
