project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,total_with_tax,pv_stc,battery_stc,state_subsidy,total_subsidy,final_price
新建系统,QLD,44,17.16,9.3,28.04,15467.98,5549.3380799999995,9126,0,14675.33808,792.64192
新建系统,QLD,45,17.6,9.3,28.04,15555.1,5691.6288,9126,0,14817.6288,737.4712
新建系统,QLD,46,18.04,9.3,28.04,15642.220000000001,5833.9195199999995,9126,0,14959.91952,682.3004800000017
新建系统,QLD,47,18.48,9.3,28.04,15729.340000000002,5976.210239999999,9126,0,15102.21024,627.1297600000016
新建系统,QLD,48,18.92,9.3,28.04,15816.460000000001,6118.500959999999,9126,0,15244.50096,571.9590400000016
新建系统,QLD,49,19.36,9.3,28.04,15903.58,6260.79168,9126,0,15386.79168,516.7883199999997
新建系统,QLD,50,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,QLD,51,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,QLD,52,20.24,19.5,50.32,26286.920000000002,6545.373119999999,16419,0,22964.37312,3322.5468800000017
新建系统,QLD,53,20.68,19.5,50.32,26374.04,6687.663839999999,16419,0,23106.66384,3267.37616
新建系统,QLD,54,21.12,19.5,50.32,26461.16,6829.95456,16419,0,23248.95456,3212.2054400000015
新建系统,QLD,55,21.56,19.5,50.32,26548.28,6972.245279999999,16419,0,23391.24528,3157.0347199999997
新建系统,QLD,56,22.0,19.5,50.32,26635.4,7114.535999999999,16419,0,23533.536,3101.8640000000014
新建系统,QLD,57,22.44,19.5,50.32,26722.52,7256.826720000001,16419,0,23675.82672,3046.6932799999995
新建系统,QLD,58,22.88,19.5,50.32,26809.640000000003,7399.117439999998,16419,0,23818.117439999998,2991.522560000005
新建系统,QLD,59,23.32,19.5,50.32,26896.76,7541.40816,16419,0,23960.40816,2936.3518399999994
新建系统,QLD,60,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,QLD,61,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,QLD,62,24.2,19.5,50.32,27071.0,7825.989599999998,16419,0,24244.989599999997,2826.010400000003
新建系统,QLD,63,24.64,19.5,50.32,27158.120000000003,7968.280319999998,16419,0,24387.280319999998,2770.8396800000046
新建系统,QLD,64,25.080000000000002,19.5,50.32,27245.24,8110.571039999999,16419,0,24529.57104,2715.6689600000027
新建系统,QLD,65,25.52,19.5,50.32,27332.36,8252.86176,16419,0,24671.86176,2660.498240000001
新建系统,QLD,66,25.96,19.5,50.32,27419.48,8395.152479999999,16419,0,24814.152479999997,2605.3275200000026
新建系统,QLD,67,26.4,19.5,50.32,27506.6,8537.443199999998,16419,0,24956.443199999998,2550.1568000000007
新建系统,QLD,68,26.84,19.5,50.32,27593.72,8679.733919999999,16419,0,25098.73392,2494.9860800000024
新建系统,QLD,69,27.28,19.5,50.32,27680.840000000004,8822.02464,16419,0,25241.02464,2439.815360000004
新建系统,QLD,70,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,QLD,71,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,QLD,72,28.16,19.5,50.32,27855.079999999998,9106.60608,16419,0,25525.606079999998,2329.4739200000004
新建系统,QLD,73,28.6,19.5,50.32,27942.2,9248.8968,16419,0,25667.896800000002,2274.3031999999985
新建系统,QLD,74,29.04,19.5,50.32,28029.32,9391.18752,16419,0,25810.18752,2219.13248
新建系统,QLD,75,29.48,19.5,50.32,28116.440000000002,9533.47824,16419,0,25952.47824,2163.961760000002
新建系统,QLD,76,29.92,19.5,50.32,28203.559999999998,9675.76896,16419,0,26094.76896,2108.7910399999964
新建系统,QLD,77,30.36,19.5,50.32,28290.68,9818.05968,16419,0,26237.05968,2053.620320000002
新建系统,QLD,78,30.8,19.5,50.32,28377.8,9960.3504,16419,0,26379.3504,1998.4496
新建系统,QLD,79,31.24,19.5,50.32,28464.920000000002,10102.64112,16419,0,26521.64112,1943.2788800000017
新建系统,QLD,80,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,QLD,81,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,QLD,82,32.12,19.5,50.32,28639.16,10387.222559999998,16419,0,26806.22256,1832.9374400000015
新建系统,QLD,83,32.56,19.5,50.32,28726.28,10529.513280000001,16419,0,26948.51328,1777.7667199999996
新建系统,QLD,84,33.0,19.5,50.32,28813.4,10671.803999999998,16419,0,27090.803999999996,1722.596000000005
新建系统,QLD,85,33.44,19.5,50.32,28900.52,10814.09472,16419,0,27233.09472,1667.4252799999995
新建系统,QLD,86,33.88,19.5,50.32,28987.640000000003,10956.38544,16419,0,27375.38544,1612.2545600000049
新建系统,QLD,87,34.32,19.5,50.32,29074.76,11098.676159999999,16419,0,27517.67616,1557.0838399999993
新建系统,QLD,88,34.76,19.5,50.32,29161.879999999997,11240.966879999998,16419,0,27659.96688,1501.9131199999974
新建系统,QLD,89,35.2,19.5,50.32,29249.0,11383.2576,16419,0,27802.2576,1446.7423999999992
新建系统,QLD,90,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,QLD,91,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,QLD,92,36.08,19.5,50.32,29423.24,11667.839039999999,16419,0,28086.83904,1336.4009600000027
新建系统,QLD,93,36.52,19.5,50.32,29510.36,11810.12976,16419,0,28229.12976,1281.2302400000008
新建系统,QLD,94,36.96,19.5,50.32,29597.48,11952.420479999999,16419,0,28371.42048,1226.0595199999989
新建系统,QLD,95,37.4,19.5,50.32,29684.6,12094.711199999996,16419,0,28513.711199999998,1170.8888000000006
新建系统,QLD,96,37.84,19.5,50.32,29771.72,12237.001919999999,16419,0,28656.00192,1115.7180800000024
新建系统,QLD,97,38.28,19.5,50.32,29858.840000000004,12379.29264,16419,0,28798.29264,1060.5473600000041
新建系统,QLD,98,38.72,19.5,50.32,29945.96,12521.58336,16419,0,28940.58336,1005.3766399999986
新建系统,QLD,99,39.160000000000004,19.5,50.32,30033.08,12663.87408,16419,0,29082.87408,950.2059200000003
新建系统,QLD,100,39.6,19.5,50.32,30120.2,12806.1648,16419,0,29225.1648,895.0352000000021
新建系统,SA,1,0.0,19.5,50.32,22279.4,0.0,16419,0,16419.0,5860.4000000000015
新建系统,SA,2,0.44,8,22.44,9869.42,142.29072,7293,0,7435.29072,2434.12928
新建系统,SA,3,0.88,8,22.44,9956.539999999999,284.58144,7293,0,7577.58144,2378.958559999999
新建系统,SA,4,1.32,8,22.44,10043.66,426.87216,7293,0,7719.87216,2323.78784
新建系统,SA,5,1.76,8,22.44,10130.779999999999,569.16288,7293,0,7862.16288,2268.617119999999
新建系统,SA,6,2.2,8,22.44,10217.9,711.4536,7293,0,8004.4536,2213.4464
新建系统,SA,7,2.64,8,22.44,10305.02,853.74432,7293,0,8146.74432,2158.2756800000006
新建系统,SA,8,3.08,8,22.44,10392.14,996.0350399999998,7293,0,8289.035039999999,2103.1049600000006
新建系统,SA,9,3.52,8,22.44,10479.26,1138.32576,7293,0,8431.32576,2047.9342400000005
新建系统,SA,10,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,SA,11,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,SA,12,4.4,8,22.44,10653.5,1422.9072,7293,0,8715.9072,1937.5928000000004
新建系统,SA,13,4.84,8,22.44,10740.62,1565.19792,7293,0,8858.19792,1882.4220800000003
新建系统,SA,14,5.28,9.6,22.22,11101.09,1707.48864,7254,0,8961.48864,2139.6013600000006
新建系统,SA,15,5.72,9.6,22.22,11188.210000000001,1849.7793599999995,7254,0,9103.77936,2084.4306400000005
新建系统,SA,16,6.16,9.6,22.22,11275.33,1992.0700799999995,7254,0,9246.07008,2029.2599200000004
新建系统,SA,17,6.6,9.6,22.22,11362.45,2134.3607999999995,7254,0,9388.360799999999,1974.0892000000022
新建系统,SA,18,7.04,9.6,22.22,11449.570000000002,2276.65152,7254,0,9530.65152,1918.918480000002
新建系统,SA,19,7.48,9.6,22.22,11536.689999999999,2418.94224,7254,0,9672.94224,1863.7477599999984
新建系统,SA,20,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,SA,21,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,SA,22,8.36,9.99,29.33,14338.555,2703.52368,9555,0,12258.52368,2080.03132
新建系统,SA,23,8.8,9.99,29.33,14425.675,2845.8144,9555,0,12400.8144,2024.8606
新建系统,SA,24,9.24,9.99,29.33,14512.795000000002,2988.1051199999997,9555,0,12543.10512,1969.6898800000017
新建系统,SA,25,9.68,9.99,29.33,14599.914999999999,3130.39584,9555,0,12685.395840000001,1914.519159999998
新建系统,SA,26,10.12,9.99,29.33,14687.035,3272.6865599999996,9555,0,12827.68656,1859.3484399999998
新建系统,SA,27,10.56,9.99,29.33,14774.154999999999,3414.97728,9555,0,12969.97728,1804.1777199999997
新建系统,SA,28,11.0,9.99,29.33,14861.275,3557.2679999999996,9555,0,13112.268,1749.0069999999996
新建系统,SA,29,11.44,9.99,29.33,14948.395,3699.558719999999,9555,0,13254.558719999999,1693.8362800000014
新建系统,SA,30,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,SA,31,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,SA,32,12.32,9.3,28.04,14509.66,3984.140159999999,9126,0,13110.140159999999,1399.5198400000008
新建系统,SA,33,12.76,9.3,28.04,14596.779999999999,4126.43088,9126,0,13252.43088,1344.349119999999
新建系统,SA,34,13.2,9.3,28.04,14683.9,4268.721599999999,9126,0,13394.721599999999,1289.1784000000007
新建系统,SA,35,13.64,9.3,28.04,14771.02,4411.01232,9126,0,13537.01232,1234.0076800000006
新建系统,SA,36,14.08,9.3,28.04,14858.140000000001,4553.30304,9126,0,13679.303039999999,1178.8369600000024
新建系统,SA,37,14.52,9.3,28.04,14945.26,4695.59376,9126,0,13821.59376,1123.6662400000005
新建系统,SA,38,14.96,9.3,28.04,15032.38,4837.88448,9126,0,13963.88448,1068.4955199999986
新建系统,SA,39,15.4,9.3,28.04,15119.5,4980.1752,9126,0,14106.1752,1013.3248000000003
新建系统,SA,40,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,SA,41,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,SA,42,16.28,9.3,28.04,15293.740000000002,5264.7566400000005,9126,0,14390.75664,902.983360000002
新建系统,SA,43,16.72,9.3,28.04,15380.86,5407.04736,9126,0,14533.04736,847.8126400000001
新建系统,SA,44,17.16,9.3,28.04,15467.98,5549.3380799999995,9126,0,14675.33808,792.64192
新建系统,SA,45,17.6,9.3,28.04,15555.1,5691.6288,9126,0,14817.6288,737.4712
新建系统,SA,46,18.04,9.3,28.04,15642.220000000001,5833.9195199999995,9126,0,14959.91952,682.3004800000017
新建系统,SA,47,18.48,9.3,28.04,15729.340000000002,5976.210239999999,9126,0,15102.21024,627.1297600000016
新建系统,SA,48,18.92,9.3,28.04,15816.460000000001,6118.500959999999,9126,0,15244.50096,571.9590400000016
新建系统,SA,49,19.36,9.3,28.04,15903.58,6260.79168,9126,0,15386.79168,516.7883199999997
新建系统,SA,50,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,SA,51,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,SA,52,20.24,19.5,50.32,26286.920000000002,6545.373119999999,16419,0,22964.37312,3322.5468800000017
新建系统,SA,53,20.68,19.5,50.32,26374.04,6687.663839999999,16419,0,23106.66384,3267.37616
新建系统,SA,54,21.12,19.5,50.32,26461.16,6829.95456,16419,0,23248.95456,3212.2054400000015
新建系统,SA,55,21.56,19.5,50.32,26548.28,6972.245279999999,16419,0,23391.24528,3157.0347199999997
新建系统,SA,56,22.0,19.5,50.32,26635.4,7114.535999999999,16419,0,23533.536,3101.8640000000014
新建系统,SA,57,22.44,19.5,50.32,26722.52,7256.826720000001,16419,0,23675.82672,3046.6932799999995
新建系统,SA,58,22.88,19.5,50.32,26809.640000000003,7399.117439999998,16419,0,23818.117439999998,2991.522560000005
新建系统,SA,59,23.32,19.5,50.32,26896.76,7541.40816,16419,0,23960.40816,2936.3518399999994
新建系统,SA,60,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,SA,61,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,SA,62,24.2,19.5,50.32,27071.0,7825.989599999998,16419,0,24244.989599999997,2826.010400000003
新建系统,SA,63,24.64,19.5,50.32,27158.120000000003,7968.280319999998,16419,0,24387.280319999998,2770.8396800000046
新建系统,SA,64,25.080000000000002,19.5,50.32,27245.24,8110.571039999999,16419,0,24529.57104,2715.6689600000027
新建系统,SA,65,25.52,19.5,50.32,27332.36,8252.86176,16419,0,24671.86176,2660.498240000001
新建系统,SA,66,25.96,19.5,50.32,27419.48,8395.152479999999,16419,0,24814.152479999997,2605.3275200000026
新建系统,SA,67,26.4,19.5,50.32,27506.6,8537.443199999998,16419,0,24956.443199999998,2550.1568000000007
新建系统,SA,68,26.84,19.5,50.32,27593.72,8679.733919999999,16419,0,25098.73392,2494.9860800000024
新建系统,SA,69,27.28,19.5,50.32,27680.840000000004,8822.02464,16419,0,25241.02464,2439.815360000004
新建系统,SA,70,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,SA,71,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,SA,72,28.16,19.5,50.32,27855.079999999998,9106.60608,16419,0,25525.606079999998,2329.4739200000004
新建系统,SA,73,28.6,19.5,50.32,27942.2,9248.8968,16419,0,25667.896800000002,2274.3031999999985
新建系统,SA,74,29.04,19.5,50.32,28029.32,9391.18752,16419,0,25810.18752,2219.13248
新建系统,SA,75,29.48,19.5,50.32,28116.440000000002,9533.47824,16419,0,25952.47824,2163.961760000002
新建系统,SA,76,29.92,19.5,50.32,28203.559999999998,9675.76896,16419,0,26094.76896,2108.7910399999964
新建系统,SA,77,30.36,19.5,50.32,28290.68,9818.05968,16419,0,26237.05968,2053.620320000002
新建系统,SA,78,30.8,19.5,50.32,28377.8,9960.3504,16419,0,26379.3504,1998.4496
新建系统,SA,79,31.24,19.5,50.32,28464.920000000002,10102.64112,16419,0,26521.64112,1943.2788800000017
新建系统,SA,80,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,SA,81,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,SA,82,32.12,19.5,50.32,28639.16,10387.222559999998,16419,0,26806.22256,1832.9374400000015
新建系统,SA,83,32.56,19.5,50.32,28726.28,10529.513280000001,16419,0,26948.51328,1777.7667199999996
新建系统,SA,84,33.0,19.5,50.32,28813.4,10671.803999999998,16419,0,27090.803999999996,1722.596000000005
新建系统,SA,85,33.44,19.5,50.32,28900.52,10814.09472,16419,0,27233.09472,1667.4252799999995
新建系统,SA,86,33.88,19.5,50.32,28987.640000000003,10956.38544,16419,0,27375.38544,1612.2545600000049
新建系统,SA,87,34.32,19.5,50.32,29074.76,11098.676159999999,16419,0,27517.67616,1557.0838399999993
新建系统,SA,88,34.76,19.5,50.32,29161.879999999997,11240.966879999998,16419,0,27659.96688,1501.9131199999974
新建系统,SA,89,35.2,19.5,50.32,29249.0,11383.2576,16419,0,27802.2576,1446.7423999999992
新建系统,SA,90,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,SA,91,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,SA,92,36.08,19.5,50.32,29423.24,11667.839039999999,16419,0,28086.83904,1336.4009600000027
新建系统,SA,93,36.52,19.5,50.32,29510.36,11810.12976,16419,0,28229.12976,1281.2302400000008
新建系统,SA,94,36.96,19.5,50.32,29597.48,11952.420479999999,16419,0,28371.42048,1226.0595199999989
新建系统,SA,95,37.4,19.5,50.32,29684.6,12094.711199999996,16419,0,28513.711199999998,1170.8888000000006
新建系统,SA,96,37.84,19.5,50.32,29771.72,12237.001919999999,16419,0,28656.00192,1115.7180800000024
新建系统,SA,97,38.28,19.5,50.32,29858.840000000004,12379.29264,16419,0,28798.29264,1060.5473600000041
新建系统,SA,98,38.72,19.5,50.32,29945.96,12521.58336,16419,0,28940.58336,1005.3766399999986
新建系统,SA,99,39.160000000000004,19.5,50.32,30033.08,12663.87408,16419,0,29082.87408,950.2059200000003
新建系统,SA,100,39.6,19.5,50.32,30120.2,12806.1648,16419,0,29225.1648,895.0352000000021
新建系统,WA,1,0.0,19.5,50.32,22279.4,0.0,16419,0,16419.0,5860.4000000000015
新建系统,WA,2,0.44,8,22.44,9869.42,142.29072,7293,0,7435.29072,2434.12928
新建系统,WA,3,0.88,8,22.44,9956.539999999999,284.58144,7293,0,7577.58144,2378.958559999999
新建系统,WA,4,1.32,8,22.44,10043.66,426.87216,7293,0,7719.87216,2323.78784
新建系统,WA,5,1.76,8,22.44,10130.779999999999,569.16288,7293,0,7862.16288,2268.617119999999
新建系统,WA,6,2.2,8,22.44,10217.9,711.4536,7293,0,8004.4536,2213.4464
新建系统,WA,7,2.64,8,22.44,10305.02,853.74432,7293,0,8146.74432,2158.2756800000006
新建系统,WA,8,3.08,8,22.44,10392.14,996.0350399999998,7293,0,8289.035039999999,2103.1049600000006
新建系统,WA,9,3.52,8,22.44,10479.26,1138.32576,7293,0,8431.32576,2047.9342400000005
新建系统,WA,10,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,WA,11,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,WA,12,4.4,8,22.44,10653.5,1422.9072,7293,0,8715.9072,1937.5928000000004
新建系统,WA,13,4.84,8,22.44,10740.62,1565.19792,7293,0,8858.19792,1882.4220800000003
新建系统,WA,14,5.28,9.6,22.22,11101.09,1707.48864,7254,0,8961.48864,2139.6013600000006
新建系统,WA,15,5.72,9.6,22.22,11188.210000000001,1849.7793599999995,7254,0,9103.77936,2084.4306400000005
新建系统,WA,16,6.16,9.6,22.22,11275.33,1992.0700799999995,7254,0,9246.07008,2029.2599200000004
新建系统,WA,17,6.6,9.6,22.22,11362.45,2134.3607999999995,7254,0,9388.360799999999,1974.0892000000022
新建系统,WA,18,7.04,9.6,22.22,11449.570000000002,2276.65152,7254,0,9530.65152,1918.918480000002
新建系统,WA,19,7.48,9.6,22.22,11536.689999999999,2418.94224,7254,0,9672.94224,1863.7477599999984
新建系统,WA,20,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,WA,21,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,WA,22,8.36,9.99,29.33,14338.555,2703.52368,9555,0,12258.52368,2080.03132
新建系统,WA,23,8.8,9.99,29.33,14425.675,2845.8144,9555,0,12400.8144,2024.8606
新建系统,WA,24,9.24,9.99,29.33,14512.795000000002,2988.1051199999997,9555,0,12543.10512,1969.6898800000017
新建系统,WA,25,9.68,9.99,29.33,14599.914999999999,3130.39584,9555,0,12685.395840000001,1914.519159999998
新建系统,WA,26,10.12,9.99,29.33,14687.035,3272.6865599999996,9555,0,12827.68656,1859.3484399999998
新建系统,WA,27,10.56,9.99,29.33,14774.154999999999,3414.97728,9555,0,12969.97728,1804.1777199999997
新建系统,WA,28,11.0,9.99,29.33,14861.275,3557.2679999999996,9555,0,13112.268,1749.0069999999996
新建系统,WA,29,11.44,9.99,29.33,14948.395,3699.558719999999,9555,0,13254.558719999999,1693.8362800000014
新建系统,WA,30,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,WA,31,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,WA,32,12.32,9.3,28.04,14509.66,3984.140159999999,9126,0,13110.140159999999,1399.5198400000008
新建系统,WA,33,12.76,9.3,28.04,14596.779999999999,4126.43088,9126,0,13252.43088,1344.349119999999
新建系统,WA,34,13.2,9.3,28.04,14683.9,4268.721599999999,9126,0,13394.721599999999,1289.1784000000007
新建系统,WA,35,13.64,9.3,28.04,14771.02,4411.01232,9126,0,13537.01232,1234.0076800000006
新建系统,WA,36,14.08,9.3,28.04,14858.140000000001,4553.30304,9126,0,13679.303039999999,1178.8369600000024
新建系统,WA,37,14.52,9.3,28.04,14945.26,4695.59376,9126,0,13821.59376,1123.6662400000005
新建系统,WA,38,14.96,9.3,28.04,15032.38,4837.88448,9126,0,13963.88448,1068.4955199999986
新建系统,WA,39,15.4,9.3,28.04,15119.5,4980.1752,9126,0,14106.1752,1013.3248000000003
新建系统,WA,40,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,WA,41,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,WA,42,16.28,9.3,28.04,15293.740000000002,5264.7566400000005,9126,0,14390.75664,902.983360000002
新建系统,WA,43,16.72,9.3,28.04,15380.86,5407.04736,9126,0,14533.04736,847.8126400000001
新建系统,WA,44,17.16,9.3,28.04,15467.98,5549.3380799999995,9126,0,14675.33808,792.64192
新建系统,WA,45,17.6,9.3,28.04,15555.1,5691.6288,9126,0,14817.6288,737.4712
新建系统,WA,46,18.04,9.3,28.04,15642.220000000001,5833.9195199999995,9126,0,14959.91952,682.3004800000017
新建系统,WA,47,18.48,9.3,28.04,15729.340000000002,5976.210239999999,9126,0,15102.21024,627.1297600000016
新建系统,WA,48,18.92,9.3,28.04,15816.460000000001,6118.500959999999,9126,0,15244.50096,571.9590400000016
新建系统,WA,49,19.36,9.3,28.04,15903.58,6260.79168,9126,0,15386.79168,516.7883199999997
新建系统,WA,50,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,WA,51,19.8,9.3,28.04,15990.7,6403.0824,9126,0,15529.0824,461.6176000000014
新建系统,WA,52,20.24,19.5,50.32,26286.920000000002,6545.373119999999,16419,0,22964.37312,3322.5468800000017
新建系统,WA,53,20.68,19.5,50.32,26374.04,6687.663839999999,16419,0,23106.66384,3267.37616
新建系统,WA,54,21.12,19.5,50.32,26461.16,6829.95456,16419,0,23248.95456,3212.2054400000015
新建系统,WA,55,21.56,19.5,50.32,26548.28,6972.245279999999,16419,0,23391.24528,3157.0347199999997
新建系统,WA,56,22.0,19.5,50.32,26635.4,7114.535999999999,16419,0,23533.536,3101.8640000000014
新建系统,WA,57,22.44,19.5,50.32,26722.52,7256.826720000001,16419,0,23675.82672,3046.6932799999995
新建系统,WA,58,22.88,19.5,50.32,26809.640000000003,7399.117439999998,16419,0,23818.117439999998,2991.522560000005
新建系统,WA,59,23.32,19.5,50.32,26896.76,7541.40816,16419,0,23960.40816,2936.3518399999994
新建系统,WA,60,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,WA,61,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,WA,62,24.2,19.5,50.32,27071.0,7825.989599999998,16419,0,24244.989599999997,2826.010400000003
新建系统,WA,63,24.64,19.5,50.32,27158.120000000003,7968.280319999998,16419,0,24387.280319999998,2770.8396800000046
新建系统,WA,64,25.080000000000002,19.5,50.32,27245.24,8110.571039999999,16419,0,24529.57104,2715.6689600000027
新建系统,WA,65,25.52,19.5,50.32,27332.36,8252.86176,16419,0,24671.86176,2660.498240000001
新建系统,WA,66,25.96,19.5,50.32,27419.48,8395.152479999999,16419,0,24814.152479999997,2605.3275200000026
新建系统,WA,67,26.4,19.5,50.32,27506.6,8537.443199999998,16419,0,24956.443199999998,2550.1568000000007
新建系统,WA,68,26.84,19.5,50.32,27593.72,8679.733919999999,16419,0,25098.73392,2494.9860800000024
新建系统,WA,69,27.28,19.5,50.32,27680.840000000004,8822.02464,16419,0,25241.02464,2439.815360000004
新建系统,WA,70,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,WA,71,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,WA,72,28.16,19.5,50.32,27855.079999999998,9106.60608,16419,0,25525.606079999998,2329.4739200000004
新建系统,WA,73,28.6,19.5,50.32,27942.2,9248.8968,16419,0,25667.896800000002,2274.3031999999985
新建系统,WA,74,29.04,19.5,50.32,28029.32,9391.18752,16419,0,25810.18752,2219.13248
新建系统,WA,75,29.48,19.5,50.32,28116.440000000002,9533.47824,16419,0,25952.47824,2163.961760000002
新建系统,WA,76,29.92,19.5,50.32,28203.559999999998,9675.76896,16419,0,26094.76896,2108.7910399999964
新建系统,WA,77,30.36,19.5,50.32,28290.68,9818.05968,16419,0,26237.05968,2053.620320000002
新建系统,WA,78,30.8,19.5,50.32,28377.8,9960.3504,16419,0,26379.3504,1998.4496
新建系统,WA,79,31.24,19.5,50.32,28464.920000000002,10102.64112,16419,0,26521.64112,1943.2788800000017
新建系统,WA,80,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,WA,81,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,WA,82,32.12,19.5,50.32,28639.16,10387.222559999998,16419,0,26806.22256,1832.9374400000015
新建系统,WA,83,32.56,19.5,50.32,28726.28,10529.513280000001,16419,0,26948.51328,1777.7667199999996
新建系统,WA,84,33.0,19.5,50.32,28813.4,10671.803999999998,16419,0,27090.803999999996,1722.596000000005
新建系统,WA,85,33.44,19.5,50.32,28900.52,10814.09472,16419,0,27233.09472,1667.4252799999995
新建系统,WA,86,33.88,19.5,50.32,28987.640000000003,10956.38544,16419,0,27375.38544,1612.2545600000049
新建系统,WA,87,34.32,19.5,50.32,29074.76,11098.676159999999,16419,0,27517.67616,1557.0838399999993
新建系统,WA,88,34.76,19.5,50.32,29161.879999999997,11240.966879999998,16419,0,27659.96688,1501.9131199999974
新建系统,WA,89,35.2,19.5,50.32,29249.0,11383.2576,16419,0,27802.2576,1446.7423999999992
新建系统,WA,90,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,WA,91,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,WA,92,36.08,19.5,50.32,29423.24,11667.839039999999,16419,0,28086.83904,1336.4009600000027
新建系统,WA,93,36.52,19.5,50.32,29510.36,11810.12976,16419,0,28229.12976,1281.2302400000008
新建系统,WA,94,36.96,19.5,50.32,29597.48,11952.420479999999,16419,0,28371.42048,1226.0595199999989
新建系统,WA,95,37.4,19.5,50.32,29684.6,12094.711199999996,16419,0,28513.711199999998,1170.8888000000006
新建系统,WA,96,37.84,19.5,50.32,29771.72,12237.001919999999,16419,0,28656.00192,1115.7180800000024
