scenario,param_panel,param_inverter,param_battery,project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,pre_tax_total,total_with_tax,subsidy,final_price
极低参数,50,50,100,新建系统,WA,49,19.36,9.3,28.04,4237.0,4660.7,15386.79168,-10726.091680000001
极低参数,50,50,100,新建系统,WA,50,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,WA,51,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,WA,52,20.24,19.5,50.32,7019.0,7720.9,22964.37312,-15243.47312
极低参数,50,50,100,新建系统,WA,53,20.68,19.5,50.32,7041.0,7745.1,23106.66384,-15361.56384
极低参数,50,50,100,新建系统,WA,54,21.12,19.5,50.32,7063.0,7769.3,23248.95456,-15479.654559999999
极低参数,50,50,100,新建系统,WA,55,21.56,19.5,50.32,7085.0,7793.5,23391.24528,-15597.74528
极低参数,50,50,100,新建系统,WA,56,22.0,19.5,50.32,7107.0,7817.7,23533.536,-15715.836
极低参数,50,50,100,新建系统,WA,57,22.44,19.5,50.32,7129.0,7841.9,23675.82672,-15833.926720000001
极低参数,50,50,100,新建系统,WA,58,22.88,19.5,50.32,7151.0,7866.1,23818.117439999998,-15952.017439999998
极低参数,50,50,100,新建系统,WA,59,23.32,19.5,50.32,7173.0,7890.3,23960.40816,-16070.10816
极低参数,50,50,100,新建系统,WA,60,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,WA,61,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,WA,62,24.2,19.5,50.32,7217.0,7938.7,24244.989599999997,-16306.289599999996
极低参数,50,50,100,新建系统,WA,63,24.64,19.5,50.32,7239.0,7962.9,24387.280319999998,-16424.380319999997
极低参数,50,50,100,新建系统,WA,64,25.080000000000002,19.5,50.32,7261.0,7987.1,24529.57104,-16542.471039999997
极低参数,50,50,100,新建系统,WA,65,25.52,19.5,50.32,7283.0,8011.3,24671.86176,-16660.56176
极低参数,50,50,100,新建系统,WA,66,25.96,19.5,50.32,7305.0,8035.5,24814.152479999997,-16778.652479999997
极低参数,50,50,100,新建系统,WA,67,26.4,19.5,50.32,7327.0,8059.7,24956.443199999998,-16896.743199999997
极低参数,50,50,100,新建系统,WA,68,26.84,19.5,50.32,7349.0,8083.9,25098.73392,-17014.833919999997
极低参数,50,50,100,新建系统,WA,69,27.28,19.5,50.32,7371.0,8108.1,25241.02464,-17132.924639999997
极低参数,50,50,100,新建系统,WA,70,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,WA,71,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,WA,72,28.16,19.5,50.32,7415.0,8156.5,25525.606079999998,-17369.106079999998
极低参数,50,50,100,新建系统,WA,73,28.6,19.5,50.32,7437.0,8180.7,25667.896800000002,-17487.1968
极低参数,50,50,100,新建系统,WA,74,29.04,19.5,50.32,7459.0,8204.9,25810.18752,-17605.287519999998
极低参数,50,50,100,新建系统,WA,75,29.48,19.5,50.32,7481.0,8229.1,25952.47824,-17723.37824
极低参数,50,50,100,新建系统,WA,76,29.92,19.5,50.32,7503.0,8253.3,26094.76896,-17841.468960000002
极低参数,50,50,100,新建系统,WA,77,30.36,19.5,50.32,7525.0,8277.5,26237.05968,-17959.55968
极低参数,50,50,100,新建系统,WA,78,30.8,19.5,50.32,7547.0,8301.7,26379.3504,-18077.6504
极低参数,50,50,100,新建系统,WA,79,31.24,19.5,50.32,7569.0,8325.9,26521.64112,-18195.74112
极低参数,50,50,100,新建系统,WA,80,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,WA,81,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,WA,82,32.12,19.5,50.32,7613.0,8374.3,26806.22256,-18431.92256
极低参数,50,50,100,新建系统,WA,83,32.56,19.5,50.32,7635.0,8398.5,26948.51328,-18550.01328
极低参数,50,50,100,新建系统,WA,84,33.0,19.5,50.32,7657.0,8422.7,27090.803999999996,-18668.103999999996
极低参数,50,50,100,新建系统,WA,85,33.44,19.5,50.32,7679.0,8446.9,27233.09472,-18786.19472
极低参数,50,50,100,新建系统,WA,86,33.88,19.5,50.32,7701.0,8471.1,27375.38544,-18904.28544
极低参数,50,50,100,新建系统,WA,87,34.32,19.5,50.32,7723.0,8495.3,27517.67616,-19022.37616
极低参数,50,50,100,新建系统,WA,88,34.76,19.5,50.32,7745.0,8519.5,27659.96688,-19140.46688
极低参数,50,50,100,新建系统,WA,89,35.2,19.5,50.32,7767.0,8543.7,27802.2576,-19258.5576
极低参数,50,50,100,新建系统,WA,90,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,WA,91,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,WA,92,36.08,19.5,50.32,7811.0,8592.1,28086.83904,-19494.73904
极低参数,50,50,100,新建系统,WA,93,36.52,19.5,50.32,7833.0,8616.3,28229.12976,-19612.82976
极低参数,50,50,100,新建系统,WA,94,36.96,19.5,50.32,7855.0,8640.5,28371.42048,-19730.92048
极低参数,50,50,100,新建系统,WA,95,37.4,19.5,50.32,7877.0,8664.7,28513.711199999998,-19849.011199999997
极低参数,50,50,100,新建系统,WA,96,37.84,19.5,50.32,7899.0,8688.9,28656.00192,-19967.10192
极低参数,50,50,100,新建系统,WA,97,38.28,19.5,50.32,7921.0,8713.1,28798.29264,-20085.19264
极低参数,50,50,100,新建系统,WA,98,38.72,19.5,50.32,7943.0,8737.3,28940.58336,-20203.28336
极低参数,50,50,100,新建系统,WA,99,39.160000000000004,19.5,50.32,7965.0,8761.5,29082.87408,-20321.37408
极低参数,50,50,100,新建系统,WA,100,39.6,19.5,50.32,7987.0,8785.7,29225.1648,-20439.464799999998
极低参数,50,50,100,电池扩容,NSW,1,0.0,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,2,0.44,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,3,0.88,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,4,0.88,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,5,1.32,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,6,1.76,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,7,1.76,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,8,2.2,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,9,2.64,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,10,3.08,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,11,3.08,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,12,3.52,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,13,3.96,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,14,3.96,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,15,4.4,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,16,4.84,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,17,4.84,8,22.44,2244.0,2468.4,8032.2,-5563.799999999999
极低参数,50,50,100,电池扩容,NSW,18,5.28,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,19,5.72,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,20,6.16,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,21,6.16,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,22,6.6,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,23,7.04,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,24,7.04,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,25,7.48,9.6,22.22,2222.0,2444.2,7984.95,-5540.75
极低参数,50,50,100,电池扩容,NSW,26,7.92,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,27,7.92,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,28,8.36,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,29,8.8,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,30,9.24,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,31,9.24,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,32,9.68,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,33,10.12,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,34,10.12,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,35,10.56,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,36,11.0,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,37,11.0,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,38,11.44,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,39,11.88,9.99,29.33,2933.0,3226.3,10520.25,-7293.95
极低参数,50,50,100,电池扩容,NSW,40,12.32,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,41,12.32,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,42,12.76,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,43,13.2,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,44,13.2,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,45,13.64,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,46,14.08,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,47,14.08,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,48,14.52,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,49,14.96,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,50,15.4,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,51,15.4,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,52,15.84,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,53,16.28,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,54,16.28,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,55,16.72,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,56,17.16,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,57,17.16,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,58,17.6,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,59,18.04,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,60,18.48,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,61,18.48,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,62,18.92,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,63,19.36,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,64,19.36,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,65,19.8,9.3,28.04,2804.0,3084.4,10050.0,-6965.6
极低参数,50,50,100,电池扩容,NSW,66,20.24,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,67,20.24,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,68,20.68,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,69,21.12,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,70,21.56,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,71,21.56,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,72,22.0,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,73,22.44,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,74,22.44,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,75,22.88,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,76,23.32,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,77,23.32,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,78,23.76,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,79,24.2,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,80,24.64,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,81,24.64,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,82,25.080000000000002,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,83,25.52,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,84,25.52,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,85,25.96,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,86,26.4,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,87,26.4,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,88,26.84,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,89,27.28,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,90,27.28,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,91,27.72,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,92,28.16,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,93,28.6,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,94,28.6,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,95,29.04,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,96,29.48,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,97,29.48,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,98,29.92,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,99,30.36,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,NSW,100,30.8,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,1,0.0,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,2,0.44,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,3,0.88,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,4,0.88,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,5,1.32,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,6,1.76,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,7,1.76,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,8,2.2,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,9,2.64,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,10,3.08,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,11,3.08,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,12,3.52,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,13,3.96,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,14,3.96,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,15,4.4,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,16,4.84,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,17,4.84,8,22.44,2244.0,2468.4,7293,-4824.6
极低参数,50,50,100,电池扩容,VIC,18,5.28,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,19,5.72,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,20,6.16,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,21,6.16,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,22,6.6,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,23,7.04,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,24,7.04,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,25,7.48,9.6,22.22,2222.0,2444.2,7254,-4809.8
极低参数,50,50,100,电池扩容,VIC,26,7.92,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,27,7.92,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,28,8.36,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,29,8.8,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,30,9.24,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,31,9.24,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,32,9.68,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,33,10.12,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,34,10.12,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,35,10.56,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,36,11.0,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,37,11.0,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,38,11.44,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,39,11.88,9.99,29.33,2933.0,3226.3,9555,-6328.7
极低参数,50,50,100,电池扩容,VIC,40,12.32,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,41,12.32,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,42,12.76,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,43,13.2,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,44,13.2,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,45,13.64,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,46,14.08,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,47,14.08,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,48,14.52,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,49,14.96,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,50,15.4,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,51,15.4,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,52,15.84,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,53,16.28,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,54,16.28,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,55,16.72,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,56,17.16,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,57,17.16,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,58,17.6,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,59,18.04,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,60,18.48,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,61,18.48,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,62,18.92,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,63,19.36,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,64,19.36,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,65,19.8,9.3,28.04,2804.0,3084.4,9126,-6041.6
极低参数,50,50,100,电池扩容,VIC,66,20.24,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,67,20.24,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,68,20.68,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,69,21.12,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,70,21.56,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,71,21.56,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,72,22.0,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,73,22.44,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,74,22.44,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,75,22.88,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,76,23.32,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,77,23.32,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,78,23.76,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,79,24.2,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,80,24.64,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,81,24.64,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,82,25.080000000000002,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,83,25.52,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,84,25.52,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,85,25.96,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,86,26.4,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,87,26.4,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,88,26.84,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,89,27.28,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,90,27.28,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,91,27.72,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,92,28.16,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,93,28.6,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,94,28.6,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,95,29.04,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,96,29.48,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,97,29.48,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,98,29.92,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,99,30.36,19.5,50.32,5032.0,5535.2,16419,-10883.8
极低参数,50,50,100,电池扩容,VIC,100,30.8,19.5,50.32,5032.0,5535.2,16419,-10883.8
