scenario,param_panel,param_inverter,param_battery,project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,pre_tax_total,total_with_tax,subsidy,final_price
推荐参数,540,280,865,新建系统,WA,5,1.76,8,22.44,22601.000000000004,24861.100000000006,7862.16288,16998.937120000006
推荐参数,540,280,865,新建系统,WA,6,2.2,8,22.44,22838.600000000002,25122.460000000003,8004.4536,17118.006400000002
推荐参数,540,280,865,新建系统,WA,7,2.64,8,22.44,23076.200000000004,25383.820000000003,8146.74432,17237.07568
推荐参数,540,280,865,新建系统,WA,8,3.08,8,22.44,23313.800000000003,25645.180000000004,8289.035039999999,17356.144960000005
推荐参数,540,280,865,新建系统,WA,9,3.52,8,22.44,23551.4,25906.54,8431.32576,17475.21424
推荐参数,540,280,865,新建系统,WA,10,3.96,8,22.44,23789.0,26167.9,8573.61648,17594.28352
推荐参数,540,280,865,新建系统,WA,11,3.96,8,22.44,23789.0,26167.9,8573.61648,17594.28352
推荐参数,540,280,865,新建系统,WA,12,4.4,8,22.44,24026.600000000002,26429.260000000002,8715.9072,17713.3528
推荐参数,540,280,865,新建系统,WA,13,4.84,8,22.44,24264.200000000004,26690.620000000006,8858.19792,17832.422080000004
推荐参数,540,280,865,新建系统,WA,14,5.28,9.6,22.22,24759.5,27235.45,8961.48864,18273.96136
推荐参数,540,280,865,新建系统,WA,15,5.72,9.6,22.22,24997.1,27496.809999999998,9103.77936,18393.030639999997
推荐参数,540,280,865,新建系统,WA,16,6.16,9.6,22.22,25234.699999999997,27758.17,9246.07008,18512.09992
推荐参数,540,280,865,新建系统,WA,17,6.6,9.6,22.22,25472.3,28019.53,9388.360799999999,18631.1692
推荐参数,540,280,865,新建系统,WA,18,7.04,9.6,22.22,25709.9,28280.890000000003,9530.65152,18750.238480000004
推荐参数,540,280,865,新建系统,WA,19,7.48,9.6,22.22,25947.5,28542.25,9672.94224,18869.30776
推荐参数,540,280,865,新建系统,WA,20,7.92,9.99,29.33,32444.449999999997,35688.895,12116.232960000001,23572.662039999996
推荐参数,540,280,865,新建系统,WA,21,7.92,9.99,29.33,32444.449999999997,35688.895,12116.232960000001,23572.662039999996
推荐参数,540,280,865,新建系统,WA,22,8.36,9.99,29.33,32682.049999999996,35950.255,12258.52368,23691.73132
推荐参数,540,280,865,新建系统,WA,23,8.8,9.99,29.33,32919.649999999994,36211.61499999999,12400.8144,23810.80059999999
推荐参数,540,280,865,新建系统,WA,24,9.24,9.99,29.33,33157.25,36472.975,12543.10512,23929.86988
推荐参数,540,280,865,新建系统,WA,25,9.68,9.99,29.33,33394.85,36734.335,12685.395840000001,24048.939159999998
推荐参数,540,280,865,新建系统,WA,26,10.12,9.99,29.33,33632.45,36995.695,12827.68656,24168.008439999998
推荐参数,540,280,865,新建系统,WA,27,10.56,9.99,29.33,33870.049999999996,37257.05499999999,12969.97728,24287.077719999994
推荐参数,540,280,865,新建系统,WA,28,11.0,9.99,29.33,34107.649999999994,37518.41499999999,13112.268,24406.146999999994
推荐参数,540,280,865,新建系统,WA,29,11.44,9.99,29.33,34345.25,37779.775,13254.558719999999,24525.21628
推荐参数,540,280,865,新建系统,WA,30,11.88,9.99,29.33,34582.85,38041.134999999995,13396.84944,24644.285559999997
推荐参数,540,280,865,新建系统,WA,31,11.88,9.99,29.33,34582.85,38041.134999999995,13396.84944,24644.285559999997
推荐参数,540,280,865,新建系统,WA,32,12.32,9.3,28.04,33511.399999999994,36862.53999999999,13110.140159999999,23752.399839999995
推荐参数,540,280,865,新建系统,WA,33,12.76,9.3,28.04,33749.0,37123.9,13252.43088,23871.46912
推荐参数,540,280,865,新建系统,WA,34,13.2,9.3,28.04,33986.6,37385.259999999995,13394.721599999999,23990.538399999998
推荐参数,540,280,865,新建系统,WA,35,13.64,9.3,28.04,34224.2,37646.619999999995,13537.01232,24109.607679999994
推荐参数,540,280,865,新建系统,WA,36,14.08,9.3,28.04,34461.8,37907.98,13679.303039999999,24228.676960000004
推荐参数,540,280,865,新建系统,WA,37,14.52,9.3,28.04,34699.399999999994,38169.34,13821.59376,24347.746239999997
推荐参数,540,280,865,新建系统,WA,38,14.96,9.3,28.04,34937.0,38430.7,13963.88448,24466.815519999996
推荐参数,540,280,865,新建系统,WA,39,15.4,9.3,28.04,35174.6,38692.06,14106.1752,24585.8848
推荐参数,540,280,865,新建系统,WA,40,15.84,9.3,28.04,35412.2,38953.42,14248.46592,24704.954079999996
推荐参数,540,280,865,新建系统,WA,41,15.84,9.3,28.04,35412.2,38953.42,14248.46592,24704.954079999996
推荐参数,540,280,865,新建系统,WA,42,16.28,9.3,28.04,35649.8,39214.780000000006,14390.75664,24824.023360000007
推荐参数,540,280,865,新建系统,WA,43,16.72,9.3,28.04,35887.399999999994,39476.13999999999,14533.04736,24943.09263999999
推荐参数,540,280,865,新建系统,WA,44,17.16,9.3,28.04,36125.0,39737.5,14675.33808,25062.16192
推荐参数,540,280,865,新建系统,WA,45,17.6,9.3,28.04,36362.6,39998.86,14817.6288,25181.231200000002
推荐参数,540,280,865,新建系统,WA,46,18.04,9.3,28.04,36600.2,40260.219999999994,14959.91952,25300.300479999994
推荐参数,540,280,865,新建系统,WA,47,18.48,9.3,28.04,36837.8,40521.58,15102.21024,25419.36976
推荐参数,540,280,865,新建系统,WA,48,18.92,9.3,28.04,37075.4,40782.94,15244.50096,25538.439040000005
推荐参数,540,280,865,新建系统,WA,49,19.36,9.3,28.04,37313.0,41044.3,15386.79168,25657.50832
推荐参数,540,280,865,新建系统,WA,50,19.8,9.3,28.04,37550.6,41305.659999999996,15529.0824,25776.577599999997
推荐参数,540,280,865,新建系统,WA,51,19.8,9.3,28.04,37550.6,41305.659999999996,15529.0824,25776.577599999997
推荐参数,540,280,865,新建系统,WA,52,20.24,19.5,50.32,59916.4,65908.04000000001,22964.37312,42943.666880000004
推荐参数,540,280,865,新建系统,WA,53,20.68,19.5,50.32,60154.0,66169.4,23106.66384,43062.73615999999
推荐参数,540,280,865,新建系统,WA,54,21.12,19.5,50.32,60391.600000000006,66430.76000000001,23248.95456,43181.80544000001
推荐参数,540,280,865,新建系统,WA,55,21.56,19.5,50.32,60629.200000000004,66692.12000000001,23391.24528,43300.87472000001
推荐参数,540,280,865,新建系统,WA,56,22.0,19.5,50.32,60866.8,66953.48000000001,23533.536,43419.94400000001
推荐参数,540,280,865,新建系统,WA,57,22.44,19.5,50.32,61104.4,67214.84,23675.82672,43539.01328
推荐参数,540,280,865,新建系统,WA,58,22.88,19.5,50.32,61342.0,67476.2,23818.117439999998,43658.082559999995
推荐参数,540,280,865,新建系统,WA,59,23.32,19.5,50.32,61579.600000000006,67737.56000000001,23960.40816,43777.15184000001
推荐参数,540,280,865,新建系统,WA,60,23.76,19.5,50.32,61817.200000000004,67998.92000000001,24102.69888,43896.22112000002
推荐参数,540,280,865,新建系统,WA,61,23.76,19.5,50.32,61817.200000000004,67998.92000000001,24102.69888,43896.22112000002
推荐参数,540,280,865,新建系统,WA,62,24.2,19.5,50.32,62054.8,68260.28,24244.989599999997,44015.2904
推荐参数,540,280,865,新建系统,WA,63,24.64,19.5,50.32,62292.4,68521.64,24387.280319999998,44134.35968
推荐参数,540,280,865,新建系统,WA,64,25.080000000000002,19.5,50.32,62530.0,68783.0,24529.57104,44253.428960000005
推荐参数,540,280,865,新建系统,WA,65,25.52,19.5,50.32,62767.600000000006,69044.36,24671.86176,44372.49824
推荐参数,540,280,865,新建系统,WA,66,25.96,19.5,50.32,63005.200000000004,69305.72,24814.152479999997,44491.567520000004
推荐参数,540,280,865,新建系统,WA,67,26.4,19.5,50.32,63242.8,69567.08,24956.443199999998,44610.63680000001
推荐参数,540,280,865,新建系统,WA,68,26.84,19.5,50.32,63480.4,69828.44,25098.73392,44729.70608
推荐参数,540,280,865,新建系统,WA,69,27.28,19.5,50.32,63718.0,70089.8,25241.02464,44848.77536
推荐参数,540,280,865,新建系统,WA,70,27.72,19.5,50.32,63955.600000000006,70351.16,25383.31536,44967.84464
推荐参数,540,280,865,新建系统,WA,71,27.72,19.5,50.32,63955.600000000006,70351.16,25383.31536,44967.84464
推荐参数,540,280,865,新建系统,WA,72,28.16,19.5,50.32,64193.200000000004,70612.52,25525.606079999998,45086.913920000006
推荐参数,540,280,865,新建系统,WA,73,28.6,19.5,50.32,64430.8,70873.88,25667.896800000002,45205.9832
推荐参数,540,280,865,新建系统,WA,74,29.04,19.5,50.32,64668.4,71135.24,25810.18752,45325.052480000006
推荐参数,540,280,865,新建系统,WA,75,29.48,19.5,50.32,64906.0,71396.6,25952.47824,45444.12176000001
推荐参数,540,280,865,新建系统,WA,76,29.92,19.5,50.32,65143.600000000006,71657.96,26094.76896,45563.191040000005
推荐参数,540,280,865,新建系统,WA,77,30.36,19.5,50.32,65381.200000000004,71919.32,26237.05968,45682.26032000001
推荐参数,540,280,865,新建系统,WA,78,30.8,19.5,50.32,65618.8,72180.68000000001,26379.3504,45801.32960000001
推荐参数,540,280,865,新建系统,WA,79,31.24,19.5,50.32,65856.4,72442.04,26521.64112,45920.39887999999
推荐参数,540,280,865,新建系统,WA,80,31.68,19.5,50.32,66094.0,72703.4,26663.93184,46039.46815999999
推荐参数,540,280,865,新建系统,WA,81,31.68,19.5,50.32,66094.0,72703.4,26663.93184,46039.46815999999
推荐参数,540,280,865,新建系统,WA,82,32.12,19.5,50.32,66331.6,72964.76000000001,26806.22256,46158.537440000015
推荐参数,540,280,865,新建系统,WA,83,32.56,19.5,50.32,66569.20000000001,73226.12000000001,26948.51328,46277.60672000001
推荐参数,540,280,865,新建系统,WA,84,33.0,19.5,50.32,66806.8,73487.48000000001,27090.803999999996,46396.676000000014
推荐参数,540,280,865,新建系统,WA,85,33.44,19.5,50.32,67044.4,73748.84,27233.09472,46515.745279999996
推荐参数,540,280,865,新建系统,WA,86,33.88,19.5,50.32,67282.0,74010.2,27375.38544,46634.81456
推荐参数,540,280,865,新建系统,WA,87,34.32,19.5,50.32,67519.6,74271.56000000001,27517.67616,46753.88384000001
推荐参数,540,280,865,新建系统,WA,88,34.76,19.5,50.32,67757.2,74532.92,27659.96688,46872.95312
推荐参数,540,280,865,新建系统,WA,89,35.2,19.5,50.32,67994.8,74794.28,27802.2576,46992.0224
推荐参数,540,280,865,新建系统,WA,90,35.64,19.5,50.32,68232.4,75055.64,27944.548319999998,47111.09168
推荐参数,540,280,865,新建系统,WA,91,35.64,19.5,50.32,68232.4,75055.64,27944.548319999998,47111.09168
推荐参数,540,280,865,新建系统,WA,92,36.08,19.5,50.32,68470.0,75317.0,28086.83904,47230.16096
推荐参数,540,280,865,新建系统,WA,93,36.52,19.5,50.32,68707.6,75578.36,28229.12976,47349.230240000004
推荐参数,540,280,865,新建系统,WA,94,36.96,19.5,50.32,68945.20000000001,75839.72000000002,28371.42048,47468.299520000015
推荐参数,540,280,865,新建系统,WA,95,37.4,19.5,50.32,69182.8,76101.08,28513.711199999998,47587.368800000004
推荐参数,540,280,865,新建系统,WA,96,37.84,19.5,50.32,69420.40000000001,76362.44,28656.00192,47706.43808000001
推荐参数,540,280,865,新建系统,WA,97,38.28,19.5,50.32,69658.0,76623.8,28798.29264,47825.50736
推荐参数,540,280,865,新建系统,WA,98,38.72,19.5,50.32,69895.6,76885.16,28940.58336,47944.57664
推荐参数,540,280,865,新建系统,WA,99,39.160000000000004,19.5,50.32,70133.20000000001,77146.52000000002,29082.87408,48063.64592000002
推荐参数,540,280,865,新建系统,WA,100,39.6,19.5,50.32,70370.8,77407.88,29225.1648,48182.715200000006
推荐参数,540,280,865,电池扩容,NSW,1,0.0,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,2,0.44,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,3,0.88,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,4,0.88,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,5,1.32,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,6,1.76,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,7,1.76,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,8,2.2,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,9,2.64,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,10,3.08,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,11,3.08,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,12,3.52,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,13,3.96,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,14,3.96,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,15,4.4,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,16,4.84,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,17,4.84,8,22.44,19410.600000000002,21351.660000000003,8032.2,13319.460000000003
推荐参数,540,280,865,电池扩容,NSW,18,5.28,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,19,5.72,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,20,6.16,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,21,6.16,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,22,6.6,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,23,7.04,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,24,7.04,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,25,7.48,9.6,22.22,19220.3,21142.329999999998,7984.95,13157.379999999997
推荐参数,540,280,865,电池扩容,NSW,26,7.92,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,27,7.92,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,28,8.36,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,29,8.8,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,30,9.24,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,31,9.24,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,32,9.68,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,33,10.12,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,34,10.12,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,35,10.56,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,36,11.0,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,37,11.0,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,38,11.44,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,39,11.88,9.99,29.33,25370.449999999997,27907.494999999995,10520.25,17387.244999999995
推荐参数,540,280,865,电池扩容,NSW,40,12.32,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,41,12.32,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,42,12.76,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,43,13.2,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,44,13.2,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,45,13.64,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,46,14.08,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,47,14.08,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,48,14.52,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,49,14.96,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,50,15.4,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,51,15.4,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,52,15.84,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,53,16.28,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,54,16.28,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,55,16.72,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,56,17.16,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,57,17.16,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,58,17.6,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,59,18.04,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,60,18.48,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,61,18.48,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,62,18.92,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,63,19.36,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,64,19.36,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,65,19.8,9.3,28.04,24254.6,26680.059999999998,10050.0,16630.059999999998
推荐参数,540,280,865,电池扩容,NSW,66,20.24,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,67,20.24,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,68,20.68,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,69,21.12,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,70,21.56,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,71,21.56,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,72,22.0,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,73,22.44,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,74,22.44,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,75,22.88,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,76,23.32,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,77,23.32,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,78,23.76,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,79,24.2,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,80,24.64,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,81,24.64,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,82,25.080000000000002,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,83,25.52,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,84,25.52,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,85,25.96,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,86,26.4,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,87,26.4,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,88,26.84,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,89,27.28,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,90,27.28,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,91,27.72,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,92,28.16,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,93,28.6,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,94,28.6,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,95,29.04,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,96,29.48,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,97,29.48,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,98,29.92,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,99,30.36,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,NSW,100,30.8,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,VIC,1,0.0,19.5,50.32,43526.8,47879.48,16419,31460.480000000003
推荐参数,540,280,865,电池扩容,VIC,2,0.44,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,3,0.88,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,4,0.88,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,5,1.32,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,6,1.76,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,7,1.76,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,8,2.2,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,9,2.64,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,10,3.08,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,11,3.08,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,12,3.52,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,13,3.96,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,14,3.96,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,15,4.4,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,16,4.84,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,17,4.84,8,22.44,19410.600000000002,21351.660000000003,7293,14058.660000000003
推荐参数,540,280,865,电池扩容,VIC,18,5.28,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,19,5.72,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,20,6.16,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,21,6.16,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,22,6.6,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,23,7.04,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,24,7.04,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,25,7.48,9.6,22.22,19220.3,21142.329999999998,7254,13888.329999999998
推荐参数,540,280,865,电池扩容,VIC,26,7.92,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,27,7.92,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,28,8.36,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,29,8.8,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,30,9.24,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,31,9.24,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,32,9.68,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,33,10.12,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
推荐参数,540,280,865,电池扩容,VIC,34,10.12,9.99,29.33,25370.449999999997,27907.494999999995,9555,18352.494999999995
