房屋ID,原始州,计算州,方案类型,PV容量_kW,面板数量,电池容量_kWh,投资成本,年用电量_kWh,年发电量_kWh,年自用量_kWh,自用率,回本周期_年,简单回本_年,贴现回本_年,IRR,投资年限,总节省
1848,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1848,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1848,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1848,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1848,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1848,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1848,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1848,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1849,QLD,NSW,高端型,17.16,39,25.7,23218,7778,25400.58,7779.87,30.63%,5.35,5.35,5.54,19.95%,20,114322.54
1849,QLD,VIC,高端型,17.16,39,25.7,23218,6778,25400.58,6779.02,26.69%,5.71,5.71,5.94,18.57%,20,106225.24
1849,QLD,QLD,高端型,17.16,39,25.7,23218,7270,25400.58,7269.13,28.62%,5.53,5.53,5.74,19.25%,20,110178.34
1849,QLD,SA,高端型,17.16,39,25.7,23218,7129,25400.58,7130.00,28.07%,5.58,5.58,5.79,19.06%,20,109064.83
1849,QLD,WA,高端型,17.16,39,25.7,23218,7634,25400.58,7635.37,30.06%,5.40,5.40,5.59,19.76%,20,113153.53
1849,QLD,TAS,高端型,17.16,39,25.7,23218,10148,25400.58,10149.52,39.96%,4.63,4.63,4.78,23.14%,20,133494.04
1849,QLD,NT,高端型,17.16,39,25.7,23218,10008,25400.58,10009.80,39.41%,4.66,4.66,4.82,22.95%,20,132363.64
1849,QLD,ACT,高端型,17.16,39,25.7,23218,8632,25400.58,8633.29,33.99%,5.06,5.06,5.23,21.11%,20,121227.12
1849,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,3.73,3.73,3.83,28.76%,20,100598.38
1849,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,3.98,3.98,4.08,26.98%,20,93887.96
1849,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,3.82,3.82,3.92,28.15%,20,98313.52
1849,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,3.89,3.89,3.99,27.61%,20,96263.30
1849,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,3.74,3.74,3.84,28.67%,20,100279.97
1849,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.39,3.39,3.47,31.63%,20,111531.27
1849,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.33,3.33,3.41,32.15%,20,113537.61
1849,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,3.63,3.63,3.71,29.61%,20,103843.58
1849,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1849,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1849,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1849,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1849,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1849,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1849,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1849,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1850,QLD,NSW,高端型,11.44,26,17.2,15607,7778,16933.72,7779.87,45.94%,4.31,4.31,4.44,24.94%,20,97195.81
1850,QLD,VIC,高端型,11.44,26,17.2,15607,6778,16933.72,6779.02,40.03%,4.66,4.66,4.81,22.99%,20,89098.52
1850,QLD,QLD,高端型,11.44,26,17.2,15607,7270,16933.72,7269.13,42.93%,4.48,4.48,4.62,23.94%,20,93051.61
1850,QLD,SA,高端型,11.44,26,17.2,15607,7129,16933.72,7130.00,42.11%,4.53,4.53,4.66,23.67%,20,91938.10
1850,QLD,WA,高端型,11.44,26,17.2,15607,7634,16933.72,7635.37,45.09%,4.36,4.36,4.49,24.66%,20,96026.81
1850,QLD,TAS,高端型,11.44,26,17.2,15607,10148,16933.72,9821.00,58.00%,3.71,3.71,3.81,28.85%,20,113707.62
1850,QLD,NT,高端型,11.44,26,17.2,15607,10008,16933.72,9802.49,57.89%,3.71,3.71,3.81,28.82%,20,113559.24
1850,QLD,ACT,高端型,11.44,26,17.2,15607,8632,16933.72,8484.39,50.10%,4.08,4.08,4.19,26.30%,20,102895.78
1850,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.39,3.39,3.47,31.63%,20,85214.76
1850,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,3.53,3.53,3.61,30.45%,20,81754.40
1850,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.36,3.36,3.44,31.80%,20,85720.60
1850,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,3.47,3.47,3.55,30.90%,20,83080.31
1850,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.32,3.32,3.40,32.19%,20,86854.22
1850,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.13,3.13,3.20,34.06%,20,92359.07
1850,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.07,3.07,3.13,34.77%,20,94436.27
1850,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,3.39,3.39,3.48,31.58%,20,85058.90
1850,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1850,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1850,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1850,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1850,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1850,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1850,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1850,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1851,QLD,NSW,高端型,15.4,35,23.1,20873,7778,22795.39,7779.87,34.13%,5.06,5.06,5.23,21.13%,20,109052.78
1851,QLD,VIC,高端型,15.4,35,23.1,20873,6778,22795.39,6779.02,29.74%,5.44,5.44,5.63,19.61%,20,100955.48
1851,QLD,QLD,高端型,15.4,35,23.1,20873,7270,22795.39,7269.13,31.89%,5.22,5.22,5.42,20.35%,20,104908.58
1851,QLD,SA,高端型,15.4,35,23.1,20873,7129,22795.39,7130.00,31.28%,5.30,5.30,5.49,20.15%,20,103795.07
1851,QLD,WA,高端型,15.4,35,23.1,20873,7634,22795.39,7635.37,33.50%,5.11,5.11,5.29,20.91%,20,107883.77
1851,QLD,TAS,高端型,15.4,35,23.1,20873,10148,22795.39,10149.52,44.52%,4.37,4.37,4.49,24.62%,20,128224.27
1851,QLD,NT,高端型,15.4,35,23.1,20873,10008,22795.39,10009.80,43.91%,4.41,4.41,4.53,24.42%,20,127093.88
1851,QLD,ACT,高端型,15.4,35,23.1,20873,8632,22795.39,8633.29,37.87%,4.78,4.78,4.94,22.40%,20,115957.36
1851,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,3.73,3.73,3.83,28.76%,20,100598.38
1851,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,3.98,3.98,4.08,26.98%,20,93887.96
1851,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,3.82,3.82,3.92,28.15%,20,98313.52
1851,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,3.89,3.89,3.99,27.61%,20,96263.30
1851,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,3.74,3.74,3.84,28.67%,20,100279.97
1851,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.39,3.39,3.47,31.63%,20,111531.27
1851,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.33,3.33,3.41,32.15%,20,113537.61
1851,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,3.63,3.63,3.71,29.61%,20,103843.58
1851,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1851,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1851,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1851,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1851,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1851,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1851,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1851,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1852,QLD,NSW,高端型,0.88,2,9.1,6200,7778,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,VIC,高端型,0.88,2,9.1,6200,6778,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,QLD,高端型,0.88,2,9.1,6200,7270,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,SA,高端型,0.88,2,9.1,6200,7129,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,WA,高端型,0.88,2,9.1,6200,7634,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,TAS,高端型,0.88,2,9.1,6200,10148,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,NT,高端型,0.88,2,9.1,6200,10008,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,ACT,高端型,0.88,2,9.1,6200,8632,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
1852,QLD,NSW,平衡型,0.88,2,6.6,4653,7778,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,VIC,平衡型,0.88,2,6.6,4653,6778,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,QLD,平衡型,0.88,2,6.6,4653,7270,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,SA,平衡型,0.88,2,6.6,4653,7129,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,WA,平衡型,0.88,2,6.6,4653,7634,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,TAS,平衡型,0.88,2,6.6,4653,10148,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,NT,平衡型,0.88,2,6.6,4653,10008,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,ACT,平衡型,0.88,2,6.6,4653,8632,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
1852,QLD,NSW,经济型,0.88,2,4.4,3275,7778,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,VIC,经济型,0.88,2,4.4,3275,6778,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,QLD,经济型,0.88,2,4.4,3275,7270,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,SA,经济型,0.88,2,4.4,3275,7129,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,WA,经济型,0.88,2,4.4,3275,7634,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,TAS,经济型,0.88,2,4.4,3275,10148,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,NT,经济型,0.88,2,4.4,3275,10008,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1852,QLD,ACT,经济型,0.88,2,4.4,3275,8632,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
1853,QLD,NSW,高端型,12.76,29,19.1,17452,7778,18887.61,7779.87,41.19%,4.60,4.60,4.74,23.32%,20,101148.13
1853,QLD,VIC,高端型,12.76,29,19.1,17452,6778,18887.61,6779.02,35.89%,4.97,4.97,5.13,21.54%,20,93050.84
1853,QLD,QLD,高端型,12.76,29,19.1,17452,7270,18887.61,7269.13,38.49%,4.79,4.79,4.94,22.41%,20,97003.93
1853,QLD,SA,高端型,12.76,29,19.1,17452,7129,18887.61,7130.00,37.75%,4.83,4.83,4.99,22.17%,20,95890.42
1853,QLD,WA,高端型,12.76,29,19.1,17452,7634,18887.61,7635.37,40.43%,4.64,4.64,4.79,23.06%,20,99979.13
1853,QLD,TAS,高端型,12.76,29,19.1,17452,10148,18887.61,9992.39,52.90%,3.96,3.96,4.06,27.15%,20,119048.44
1853,QLD,NT,高端型,12.76,29,19.1,17452,10008,18887.61,9936.53,52.61%,3.97,3.97,4.07,27.05%,20,118596.57
1853,QLD,ACT,高端型,12.76,29,19.1,17452,8632,18887.61,8605.53,45.56%,4.34,4.34,4.47,24.76%,20,107828.25
1853,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.39,3.39,3.47,31.63%,20,85214.76
1853,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,3.53,3.53,3.61,30.45%,20,81754.40
1853,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.36,3.36,3.44,31.80%,20,85720.60
1853,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,3.47,3.47,3.55,30.90%,20,83080.31
1853,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.32,3.32,3.40,32.19%,20,86854.22
1853,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.13,3.13,3.20,34.06%,20,92359.07
1853,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.07,3.07,3.13,34.77%,20,94436.27
1853,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,3.39,3.39,3.48,31.58%,20,85058.90
1853,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1853,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1853,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1853,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1853,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1853,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1853,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1853,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1854,QLD,NSW,高端型,6.6,15,9.9,9034,7778,9769.45,6588.96,67.44%,3.37,3.37,3.45,31.77%,20,73075.11
1854,QLD,VIC,高端型,6.6,15,9.9,9034,6778,9769.45,6249.85,63.97%,3.50,3.50,3.58,30.67%,20,70330.56
1854,QLD,QLD,高端型,6.6,15,9.9,9034,7270,9769.45,6671.90,68.29%,3.33,3.33,3.41,32.04%,20,73741.16
1854,QLD,SA,高端型,6.6,15,9.9,9034,7129,9769.45,6351.73,65.02%,3.46,3.46,3.54,31.00%,20,71155.62
1854,QLD,WA,高端型,6.6,15,9.9,9034,7634,9769.45,6773.63,69.33%,3.31,3.31,3.38,32.37%,20,74569.35
1854,QLD,TAS,高端型,6.6,15,9.9,9034,10148,9769.45,7342.82,75.16%,3.12,3.12,3.19,34.20%,20,79174.83
1854,QLD,NT,高端型,6.6,15,9.9,9034,10008,9769.45,7546.15,77.24%,3.06,3.06,3.12,34.85%,20,80819.80
1854,QLD,ACT,高端型,6.6,15,9.9,9034,8632,9769.45,6561.21,67.16%,3.38,3.38,3.46,31.68%,20,72850.44
1854,QLD,NSW,平衡型,6.6,15,6.6,6947,7778,9769.45,5396.24,55.24%,3.01,3.01,3.06,35.51%,20,63423.42
1854,QLD,VIC,平衡型,6.6,15,6.6,6947,6778,9769.45,5063.91,51.83%,3.13,3.13,3.19,34.12%,20,60734.75
1854,QLD,QLD,平衡型,6.6,15,6.6,6947,7270,9769.45,5467.40,55.96%,2.98,2.98,3.04,35.80%,20,63994.35
1854,QLD,SA,平衡型,6.6,15,6.6,6947,7129,9769.45,5147.23,52.69%,3.09,3.09,3.16,34.47%,20,61408.81
1854,QLD,WA,平衡型,6.6,15,6.6,6947,7634,9769.45,5597.90,57.30%,2.94,2.94,2.99,36.35%,20,65054.95
1854,QLD,TAS,平衡型,6.6,15,6.6,6947,10148,9769.45,6223.37,63.70%,2.73,2.73,2.78,38.95%,20,70115.30
1854,QLD,NT,平衡型,6.6,15,6.6,6947,10008,9769.45,6473.69,66.26%,2.66,2.66,2.70,39.98%,20,72140.52
1854,QLD,ACT,平衡型,6.6,15,6.6,6947,8632,9769.45,5357.12,54.84%,3.02,3.02,3.08,35.35%,20,63106.93
1854,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1854,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1854,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1854,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1854,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1854,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1854,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1854,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1856,QLD,NSW,高端型,13.2,30,19.8,17991,7778,19538.90,7779.87,39.82%,4.67,4.67,4.82,22.93%,20,102465.57
1856,QLD,VIC,高端型,13.2,30,19.8,17991,6778,19538.90,6779.02,34.69%,5.04,5.04,5.21,21.21%,20,94368.28
1856,QLD,QLD,高端型,13.2,30,19.8,17991,7270,19538.90,7269.13,37.20%,4.87,4.87,5.02,22.05%,20,98321.37
1856,QLD,SA,高端型,13.2,30,19.8,17991,7129,19538.90,7130.00,36.49%,4.91,4.91,5.07,21.82%,20,97207.86
1856,QLD,WA,高端型,13.2,30,19.8,17991,7634,19538.90,7635.37,39.08%,4.72,4.72,4.88,22.69%,20,101296.57
1856,QLD,TAS,高端型,13.2,30,19.8,17991,10148,19538.90,10036.83,51.37%,4.02,4.02,4.12,26.74%,20,120725.50
1856,QLD,NT,高端型,13.2,30,19.8,17991,10008,19538.90,9980.97,51.08%,4.03,4.03,4.14,26.64%,20,120273.63
1856,QLD,ACT,高端型,13.2,30,19.8,17991,8632,19538.90,8633.24,44.18%,4.41,4.41,4.53,24.38%,20,109369.69
1856,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.39,3.39,3.47,31.63%,20,85214.76
1856,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,3.53,3.53,3.61,30.45%,20,81754.40
1856,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.36,3.36,3.44,31.80%,20,85720.60
1856,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,3.47,3.47,3.55,30.90%,20,83080.31
1856,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.32,3.32,3.40,32.19%,20,86854.22
1856,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.13,3.13,3.20,34.06%,20,92359.07
1856,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.07,3.07,3.13,34.77%,20,94436.27
1856,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,3.39,3.39,3.48,31.58%,20,85058.90
1856,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1856,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1856,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1856,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1856,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1856,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
1856,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
1856,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
1857,QLD,NSW,高端型,15.84,36,23.8,21412,7778,23446.68,7779.87,33.18%,5.12,5.12,5.30,20.86%,20,110370.22
1857,QLD,VIC,高端型,15.84,36,23.8,21412,6778,23446.68,6779.02,28.91%,5.50,5.50,5.69,19.37%,20,102272.92
1857,QLD,QLD,高端型,15.84,36,23.8,21412,7270,23446.68,7269.13,31.00%,5.28,5.28,5.50,20.10%,20,106226.02
1857,QLD,SA,高端型,15.84,36,23.8,21412,7129,23446.68,7130.00,30.41%,5.36,5.36,5.55,19.90%,20,105112.51
1857,QLD,WA,高端型,15.84,36,23.8,21412,7634,23446.68,7635.37,32.56%,5.17,5.17,5.36,20.64%,20,109201.21
1857,QLD,TAS,高端型,15.84,36,23.8,21412,10148,23446.68,10149.52,43.29%,4.43,4.43,4.55,24.27%,20,129541.71
1857,QLD,NT,高端型,15.84,36,23.8,21412,10008,23446.68,10009.80,42.69%,4.47,4.47,4.59,24.08%,20,128411.32
1857,QLD,ACT,高端型,15.84,36,23.8,21412,8632,23446.68,8633.29,36.82%,4.85,4.85,5.01,22.10%,20,117274.80
1857,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,3.73,3.73,3.83,28.76%,20,100598.38
1857,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,3.98,3.98,4.08,26.98%,20,93887.96
1857,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,3.82,3.82,3.92,28.15%,20,98313.52
1857,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,3.89,3.89,3.99,27.61%,20,96263.30
1857,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,3.74,3.74,3.84,28.67%,20,100279.97
1857,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.39,3.39,3.47,31.63%,20,111531.27
1857,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.33,3.33,3.41,32.15%,20,113537.61
1857,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,3.63,3.63,3.71,29.61%,20,103843.58
1857,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
1857,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
1857,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
1857,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
1857,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
1857,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
