项目ID,项目代码,地址,国家代码,州/省,城市,邮编,经度,纬度,屋顶面积,行布局,类型,最高温度,最低温度,安装商代码,地图链接,设计方案数量
577,3dcb6f1c-f0cd-4f6b-b9e3-7273da4d8218,"19 Barrob St, Old Beach TAS 7017, Australia",AU,TAS,Old Beach,7017,147.2752573,-42.7520648,,,1,,,0467dfcc-e296-41cb-aeed-990400a38aa6,https://file.greensketch.ai/maps/sale_agent/image/metromap/20250119/6268/image_147.2752573_-42.7520648_drawed.jpg,3
