review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
25025,Dave,NSW - 2477,NSW,2477,True,2015-01-20,20 January 2015,1.5,,Do not use these guys. Very difficult to contact. Poor service and installation was very poorly done. Turned up just before dark on Sunday night and wanted to climb on the roof and install after dark. System lasted 2 years before failing. Can't get hold of them to sort warranty. Dodgy. Cheep is not always good.,2.0,1.0,2.0,1.0,1.5kW,Under $3000,,,,False,[],0,0
23731,Susan,NSW - 2170,NSW,2170,True,2014-09-16,16 September 2014,1.25,,"Worst company to deal with . We got a 5 KW solar system installed by them. From day 1 inverter was faulty and installation team was very unprofessional . We asked them to show the license but they started making excuses as none of them was an accredited installer . But we already paid the deposit so we couldn't think much . They asked us to pay on the same day after installation. But honestly the installation was so bad and roof got damaged which we checked after two days and got leakage problems . We are still dealing with them, trying to call and email them but no one is answering back. Worst company to deal with, my inverter is still faulty and they don't pick up the call and if you call them and by chance they pick up .. they put you on hold for hours and hours. Please don't waste your money!",2.0,1.0,1.0,1.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
22971,Darinka,NSW - 2528,NSW,2528,True,2014-06-04,04 June 2014,5.0,,From start to finish a very easy process to have my premium solar installed  by Dr Green,5.0,5.0,5.0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
22944,Anon,NSW - 2170,NSW,2170,True,2014-06-01,01 June 2014,1.0,,"Getting Solar installed has been a nightmare. I tried ten different installers, and went with the only one who bothered with follow up contact. We regret this immensely. We still don't have have a functioning system because the installer is refusing to complete the job (nothing to do with SolarQuotes.com.au). How is one meant to find a reputable installer if nobody bothers to follow up after initial contact?",1.0,,1.0,1.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
21042,William,VIC - 3690,VIC,3690,True,2013-12-08,08 December 2013,5.0,,"I was dealing with Amy Amrev (Sales).  Amy, in my opinion, went above and beyond trying to ensure that I had the system that was correct for my needs.  I did at least three months of research before I purchased this system.  Amy had a great knowledge of her products.On a number of occasions, Amy went back to her Manager to secure me a deal that involved particular items that I wanted.  She even went so far as to contact me on her day off (when she was away sick) knowing that I was waiting for her response.  That shows a lot of dedication.Also, as Dr Green is situated in the Metro area's (and I live in the Country), Amy also tried to find local installers to help with local product warranty.  In the end, none of the local installers were responding and I decided (to save some time) to go with Dr Green's installation team.The system has been booked in for installation later this week.  As long as it goes in smoothly (I don't anticipate any problems at this time), then I will have the system installed well within the timeframes specified (even though it is very close to Christmas and they are extremely busy).",5.0,5.0,0,5.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
20985,Stace,NSW - 2006,NSW,2006,True,2013-12-03,03 December 2013,5.0,,"Upon seeing the panels for the first time, I thought it was flimsy and a bit cheap. But when they got it installed on the roof, I couldn't say anything about it! Spent a good deal of money for this and I do believe it is a good investment. Wish I could have opted to relocate the inverter out to a separate storage room, but I guess that's too late now. However, the product is great, had a few problems using it from the start, but right now, it seems fine. It's a real deal and it's worth it!",5.0,5.0,5.0,5.0,1.5kW,Under $3000,,,,False,[],0,0
19791,Anon,NSW - 2576,NSW,2576,True,2013-08-25,25 August 2013,4.0,,,4.0,4.0,4.0,4.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
17473,Anthony,NSW - 2153,NSW,2153,True,2013-01-30,30 January 2013,3.75,,"Guys where great, only thing I wished that the install was more ""invisible"".Did not charge for 2nd story install, I just hoped they took the time to use less ducting on the walls and isolation switches on the front facing side of the house. Can't realy see from the front of the house but that just me being fussy. Not active yet but will see if my money was well spent .",4.0,4.0,3.0,4.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
16579,Allison,NSW - 2800,NSW,2800,True,2012-11-23,23 November 2012,2.25,,I was pressured into paying up really fast to not miss out on  the rebate (its still running now 7 months later) then having to wait two months on installation we were fitted with the wrong inverter twice so after 4months of having solar we still hand not produced any solar finally after two no shows we received a correct working inverter.Dr green refused any sort of compensation towards the electricity bill as they said they responded in fair time.I would not recommend DR GREEN to anyone if they are after good service because this they cannot and do not care about providing!,3.0,4.0,1.0,1.0,5kW,"$15,000 to $20,000",,,,False,[],0,0
15718,Neville,NSW - 2430,NSW,2430,True,2012-09-12,12 September 2012,2.25,,"It took over 2 months to install system,when inspected by Ess. Energy they found the system had been wired in wrong, the installers broke tiles, stepped on plants and made a mess of the front lawn with their vehicle,the language of thhe workers left a lot to be desired, when they finished the left a mess for us to clean up, and no paperwork, any contact I had with Dr Green was only when I rang the company, not very good at all",4.0,3.0,1.0,1.0,1.5kW,Under $3000,,,,False,[],0,0
15717,Ray,NSW - 2541,NSW,2541,True,2012-09-11,11 September 2012,4.0,,System not installed yet - 8wk wait. Should be commenced early Oct 12.,4.0,,0,4.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
14143,Julie,NSW - 2536,NSW,2536,True,2012-06-22,22 June 2012,4.5,,,4.0,5.0,4.0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
13380,Toni,NSW - 2759,NSW,2759,True,2012-05-30,30 May 2012,4.75,,"Communicated well, arrived on time, polite and all work done neatly. No mess left behind.",5.0,4.0,5.0,5.0,1.5kW,Under $3000,,,,False,[],0,0
12600,Terry,NSW - 2590,NSW,2590,True,2012-04-25,25 April 2012,5.0,,"They were the 2nd cheapest. The best to deal with, when I wanted to know about the system they replied with in the hour by email or by phone. were prompt in instaling the system and organised a c2 electrician to connect to town supply.",5.0,5.0,5.0,5.0,1.5kW,Under $3000,,,,False,[],0,0
12139,G,NSW - 2619,NSW,2619,True,2012-04-01,01 April 2012,4.5,,The system was installed within a week of paying the deposit.,5.0,4.0,4.0,5.0,2kW,Under $3000,,,,False,[],0,0
12101,Berenice,NSW - 2446,NSW,2446,True,2012-03-29,29 March 2012,4.25,,,5.0,4.0,4.0,4.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
10655,Anon,SA - 5116,SA,5116,True,2011-11-03,03 November 2011,4.75,,It's just such a shame the the suppliers you offered didn't contact like they were supposed to.But at the end of the day I have my solar and I'm happy!,5.0,4.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
7211,Arthur,NSW - 2160,NSW,2160,True,2011-05-14,14 May 2011,4.5,,,4.0,4.0,5.0,5.0,1.5kW,Under $3000,,,,False,[],0,0
