review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
65778,Stephen,NSW - 2785,NSW,2785,True,2019-07-03,03 July 2019,2.0,,Salesperson misled me as to arrangement for this system. It turns out it was a rental so at the end I don't own it. $8k for a dodgy system. The savings quoted at the beginning were fanciful especially since the system frequently shuts down and resets. Even on bright sunny days it rarely gets near its so called capacity of 3Kw. My bills have dropped but by only about $150pq so overall Im out of pocket $150pq. Complete and utter con!,2.0,1.0,4.0,1.0,3kW,"$8,000 to $10,000",,,,False,[],0,0
62905,Tony,VIC - 3025,VIC,3025,True,2019-04-17,17 April 2019,1.5,,"Two and a half years of battling to get a feed in tariff only to find it is a non compliant system and no solar installer will give a certificate of safety. Now I know why they never supplied the certificates to begin with.They promised to take care of all the details and diverted on nothing.Thieves is the nicest word I can useI would prefer to use more choice words to describe them.RUN AWAY, DONT WALK, AND CHECK THE SILVERWARE IF YOUVE HAD THEM IN YOUR HOUSE",1.0,1.0,3.0,1.0,4kW,"$6,000 to $10,000",,,,False,[],0,0
61617,Ruby,VIC - 3075,VIC,3075,True,2019-03-24,24 March 2019,1.0,,"Absolutely ripped off, nothing I was told was true now itâ€™s costing me over $8000 and sneakily locked into a contract I didnâ€™t agree on. Hasnâ€™t helped with lowering cost at all and has been the biggest waste of money! Canâ€™t even get onto the company! Will be going to Dept Fair Trading",1.0,1.0,1.0,1.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
31085,Greg,NSW - 2035,NSW,2035,True,2016-07-21,21 July 2016,1.25,,"The amount of saving I was told I would receive was complete BS. Basically have had almost no reduction in electricity costs per quarter but now I'm paying the bill plus paying off the system as well. Total misrepresentation, I feel completely ripped off. Would be great if you could actually get them to call back too.",1.0,2.0,1.0,1.0,4kW,"$6,000 to $10,000",,,,False,[],0,0
30483,Joyce,NSW - 2430,NSW,2430,True,2016-05-18,18 May 2016,3.5,,"The system worked well for about three years then the inverter broke down. It took almost three months to have it replaced, then it broke down again after only two weeks - the installing electrician said that a reconditioned unit was supplied, not a new one. The company is not able to be contacted, with phone calls simply not going through! It seems that what seemed too good to be true, really was!!!! I am NOT IMPRESSED. A pair of poor old sucked in pensioners - we are contacting the Dept of Fair Trade.",4.0,4.0,5.0,1.0,1.5kW,Under $3000,,,,False,[],0,0
29035,GABRIELLE,NSW - 2569,NSW,2569,True,2016-01-12,12 January 2016,1.0,,"Panels installed around July. Meters not hooked up until mid Nov. Now in January and our electricity supplier still has received no details that we are connected to solar. So far our $500/quarter ""savings"" has actually cost us $1000 in repayments to this company and an increase in our electricity charge (approx $200) for one quarter.due to the meter replacement/reading....BEST PART  they NEVER phone you back. Currently about to commence legal action.",1.0,,1.0,1.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
25717,Mark,NSW - 2541,NSW,2541,True,2015-03-30,30 March 2015,4.33,,Note - Instillation is YET to occur as we are waiting on Engineering approval before council will agree to install the system.,4.0,4.0,0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
24018,Austin,NSW - 2148,NSW,2148,True,2014-10-14,14 October 2014,2.5,,"Surely wont recommend the salesperson, spent 3000 dollars for 1.5 Kw system, same is available for much less.",1.0,3.0,3.0,3.0,1.5kW,"$3,000 to $6,000",,,,False,[],0,0
17060,Joanne,NSW - 2155,NSW,2155,True,2013-01-07,07 January 2013,3.75,,2nd job contracts signed early October - due to roofing issues delayed installation. Company terribly difficult to contact and speak to anyone. Finally organised for installation in late Dec. Installers good - did 3 installations at townhouse complex. All 3 done in one day. Contacted by company to do metering. This to be done Thursday 10th Jan. So far this time with company no hassels or hiccups. Process has been smoother and staff more helpful - maybe they learned from the appalling customer service first time around?? Here's hoping.,4.0,4.0,4.0,3.0,1.5kW,Under $3000,,,,False,[],0,0
17059,Jo,NSW - 2155,NSW,2155,True,2013-01-07,07 January 2013,3.25,,"After signing contracts took 5 weeks to install. Told by Mark Mifsud sparky it would be up to 1 week to do metering - if I hadn't heard by then, call him directly. 3 weeks later still chasing company and leaving dozens of messages - never got a reply. Rang Mark directly - didn't have company authority to proceed. He never got back to me. Contacted sales rep Brad several times - finally he gave me mobile number of sparky who came and did job. Back and forwards between sparky and company as to who has authority to do metering - Mark and brother and crew keep passing the buck between every one. Finally took 4 1/2 weeks to get metering done in Dec 12. All up 9-10 weeks. Only got action for instal and metering when threatened to take further action. Customer service is zero !!!!Check bank statements as they deduct payments not authorised to deduct. Have billed me 3 times. Still chasing refunds / reimbursements. Watch out for these guys!",4.0,4.0,4.0,1.0,1.5kW,Under $3000,,,,False,[],0,0
