review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
75556,Chris,VIC - 3199,VIC,3199,True,2020-04-14,14 April 2020,2.0,,"I asked for a quote to remove our solar panels, clean and then reinstall after our roof was replaced. All good at a $1000 and the removal was done really promptly. The issues happened when they came to reinstall. They said it was now a colorbond roof and that it would be an extra $700 as the rails etc would need to be replaced. Why did they not ask what the new roof was going to be?? They finally did the job over three days including trying to do it whilst the roof was wet. The roof replacement man actually said to them not to get on the roof but they did anyway and the they complained about it being slippery and not safe. They did NOT replace the rails. They also cut the securing devices (as witnessed by third parties) and then tried to blame it on other tradesmen.  When I queried all this I was told that although they did not replace the rails other items, including the locking bolts, that they had to replace were actually worth more than what they quoted. They then tried to charge me GST on top of the quote which is actually illegal if they are quoting non-business entities without specifically advising that it is plus GST.",3.0,3.0,1.0,1.0,5kW,"$0 to $2,000",,,,False,[],0,0
67641,Caroline,VIC - 3926,VIC,3926,True,2019-08-21,21 August 2019,4.0,,"The Sales and quoting process was very smooth. The installation was done over two days, by professional and friendly technicians The performance of the system is available on via the internet.",4.0,4.0,4.0,4.0,5kW,"$6,000 to $8,000",,Solaredge,,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_solaredge.png'],0,0
