review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
54011,HERVE,WA - 6015,WA,6015,True,2018-10-13,13 October 2018,4.0,,Just got installed. Contractor provide me what I asked at a competitive price.,4.0,4.0,4.0,4.0,6kW,"$6,000 to $10,000",,,,False,[],0,0
44981,Anon,QLD - 4017,QLD,4017,True,2018-03-07,07 March 2018,3.25,,"Have been having issues in the past which have been addressed fairly quickly but have always felt I'm bothering the company. Paid a lot of money for the system and expect it to be looked after if there's problems.  Had a service call out recently, wasn't informed that it was going to cost me $200!!! Would definitely not choose SolarGreen again.",3.0,4.0,4.0,2.0,3kW,"$10,000 to $15,000",,,,False,[],0,0
29685,Kevin,QLD - 4500,QLD,4500,True,2016-03-08,08 March 2016,4.0,,,4.0,4.0,4.0,4.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
27820,Doris,QLD - 4217,QLD,4217,True,2015-10-05,05 October 2015,4.5,,"Robert was extremely knowledgeable and made the whole process simple.  No pushy sales patter, just good information and time to consider all options.",4.0,4.0,5.0,5.0,5kW,"$10,000 to $15,000",,,,False,[],0,0
27303,Kay,QLD - 4133,QLD,4133,True,2015-08-27,27 August 2015,5.0,,"After purchasing our Solar Power from SolarGreen, we also purchased Solar Air Conditioning and Solar Hot Water for our home from SolarGreen, because we were so impressed with their service, knowledge and product quality.  We would absolutely recommend SolarGreen to anyone wanting a quality system with really great service and simple explanations.  Haven't looked back since all of the installations. We have an environmentally friendly house, peace of mind and money to spend on holidays now instead of bills.",5.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
26230,Peter,QLD - 4054,QLD,4054,True,2015-05-21,21 May 2015,4.25,,This was an upgrade of a 1Kw system to utilise the full capacity of the 2Kw capable inerter fitted.Of the 3 suppliers listed Halcol were unable meet the requirement and CSA Services did not respond.,4.0,4.0,4.0,5.0,2kW,Under $3000,,,,False,[],0,0
25907,Carol,QLD - 4307,QLD,4307,True,2015-04-17,17 April 2015,4.0,,,4.0,4.0,4.0,4.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
23881,Morrice,QLD - 4064,QLD,4064,True,2014-09-30,30 September 2014,4.5,,"I had a solar hot water service installed.Unfortunately I was only contacted by ONE of the suppliers. But I still decided to go with them because I had confidence in their advice and the apparent quality of the products they supplied, AND I trusted the salesperson who is also the director of SolarGreen.  As it turned out, I was delighted with the installations and service.",5.0,4.0,4.0,5.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
12942,Gordon,QLD - 4205,QLD,4205,True,2012-05-15,15 May 2012,4.0,,"The one I chose was the only one who came to the house and discussed the installation before quoting. He wasn't the cheapest, and I may have been able to do better pricewise, but he is local and is well established. He also put in writing words to the effect- ""drive away, no more to pay ! No nasty surprises !""",4.0,4.0,4.0,4.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
11884,Tania,QLD - 4165,QLD,4165,True,2012-03-18,18 March 2012,4.5,,Having your website to help decipher all the jargon was indeed extremely helpful and your comparison a very good tool.,4.0,4.0,5.0,5.0,5kW,"$10,000 to $15,000",,,,False,[],0,0
6242,Brian,QLD - 4170,QLD,4170,True,2011-04-14,14 April 2011,4.25,,"Solar Green was recommended through our power provider AGL. Prior to quoting etc. the rep came to the house, inspected everything and worked out what system would suit our requirements. Queries since installation have been answered quickly and accurately.Thank you very much for all your email advice and keep up the good work in a field that can be very confusing for the novice.",3.0,5.0,4.0,5.0,1.5kW,"$3,000 to $6,000",,,,False,[],0,0
4203,Anon,NSW - 2036,NSW,2036,True,2010-12-07,07 December 2010,4.5,,Not sure yet. The solar system was installed yesterday. Too soon to tell.,4.0,4.0,5.0,5.0,3kW,"$10,000 to $15,000",,,,False,[],0,0
1283,Eve,NSW - 2484,NSW,2484,True,2010-06-19,19 June 2010,4.75,,"Still waiting to see the impact it will have on our electricity costs - haven't yet had a bill since installation and hook up.  Already had solar hot water, so only installed a 1 kw system because we only wanted to generate enough for our needs.  Did have to wait about 5 weeks for Country Energy meter after installation of the system.",4.0,5.0,5.0,5.0,1kW,"$10,000 to $15,000",,,,False,[],0,0
