review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,has_images,image_urls,overall_rating,quality_rating
32863,John,QLD - 4561,QLD,4561,True,2016-12-19,19 December 2016,4.75,,Our Installer was great.Eoplly on the other hand is a disappointment as they are un-contactable. Not good enough for a company of this size!,5.0,4.0,5.0,5.0,3kW,"$6,000 to $10,000",Eoplly,,,4.0,True,['https://www.solarquotes.com.au/img/panelmanufacturers/P_eoplly.png'],0,0
17630,STUART,VIC - 3149,VIC,3149,True,2013-02-12,12 February 2013,3.67,,,3.0,4.0,4.0,0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
14411,Kathleen,VIC - 3070,VIC,3070,True,2012-07-01,01 July 2012,4.5,,"I needed to wait for permission from the Body Corporate to install the system and was delayed by roof repairs scheduled by the Body Corporate, the company was flexible and patient with delays.The installers were also efficient and pretty tidy. The electrician was very professional and very tidy and I would use him again for any electrical work I needed.",4.0,4.0,5.0,5.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
8346,Annette,VIC - 3146,VIC,3146,True,2011-06-10,10 June 2011,3.67,,,3.0,4.0,0,4.0,3kW,"$6,000 to $10,000",,,,,False,[],0,0
2018,Mike,QLD - 4564,QLD,4564,True,2010-08-03,03 August 2010,3.67,,The installer is local and been in business for over 25 years. He visited us and fullly discussed systems and merits etc. and we were comfortable dealing with him.,4.0,3.0,0,4.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
