review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,battery_rating,has_images,image_urls,overall_rating,quality_rating
107485,Iainn,TAS - 7050,TAS,7050,True,2023-01-20,20 January 2023,5.0,,"The quote was verbal and immediate, the installation was excellent and some of the solar quoters you referred to me had commented on the quality installation of the solar panel system already. Powercom have a good reputation for quality work, but in fairness I wanted to give other companies the opportunity to quote. Powercom carry stock of the Tesla batteries, so were able to supply at short notice, whereas most of your referrals had to source the battery on receiving the order, which would immediately place them at a supply disadvantage. Aside from that, Powercom were more than a thousand dollars cheaper.",5.0,5.0,5.0,5.0,13kW,"$15,000 to $20,000",,,Tesla Powerwall 2,5.0,True,['https://www.solarquotes.com.au/img/batterymanufacturers/I_tesla.png'],0,0
