review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
5453,Anon,SA - 5165,SA,5165,True,2011-03-05,05 March 2011,4.5,,After agreeing to get solar and having it installed I find it rather frustrating that you have to wait for at least six weeks to get the meter box installed.  I think that should be able to be done prior to having solar installed so that you can get it up and running.,0,5.0,4.0,1.5kW,"$3,000 to $6,000",,,,False,[],0,0
