review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,battery_rating,has_images,image_urls,overall_rating,quality_rating
135089,Angel,NSW - 2261,NSW,2261,True,2025-07-07,07 July 2025,5.0,,"Extremely happy and satisfied with the whole process of using Eco Sparky to select panels and battery system, the installation and services after install and commissioningVery professional throughout process of site visit to discuss possible systems and the actual quoteThe quote was very detailed and included solar generation, payback and mockup photos of my roof installationThe installation team were very polite and left the job in a clean state taking away all the components wrapping and any other left over itemsAll work done in safe manner including use of roof edge protection and safety harnesses when neededInterruption to our home power was negligibleVery professional throughout process and very easy to deal with and they managed all power authority dealings and obtaining all available pricing rebatesGood communication throughout processVery fair competitive price and with the phone app can see the immediate savings on powerHighly recommend to get a quote and visit if your considering panels and battery",5.0,5.0,5.0,5.0,20kW,"More than $20,000",Trina,,Tesla Powerwall 3,5.0,5.0,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/P_trina.png', 'https://www.solarquotes.com.au/img/batterymanufacturers/I_tesla.png']",0,0
101490,Martin,NSW - 2261,NSW,2261,True,2022-07-19,19 July 2022,4.5,,Took a little longer to decide between MJJ Solar and Eco Sparky. Mainly as I was not aware of Eco Sparky at the time.MJJ Solar only missed this job due toMy relationship with Eco Sparky otherwise they were very professional.,4.0,4.0,5.0,5.0,13kW,"$12,500 to $15,000",Trina,Fronius,,,,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/P_trina.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_fronius.png']",0,0
