review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
105201,Judi,NSW - 2576,NSW,2576,True,2022-11-08,08 November 2022,5.0,,Dealing with Paul for our solar installation was fantastic. I am happy with the installation and would recommend them to anyone locally in the Southern Highland region,5.0,5.0,5.0,5.0,6.6kW,"$8,000 to $10,000",,,,False,[],0,0
58090,Anon,NSW - 2577,NSW,2577,True,2019-01-05,05 January 2019,4.25,,"The install took longer to arrange than originally agreed, disappointing given previously excellent service. Once displeasure made clear the install was arranged quickly so end result is good (so far).",4.0,5.0,4.0,4.0,4kW,"$6,000 to $10,000",,,,False,[],0,0
51603,Sue and Murray,NSW - 2576,NSW,2576,True,2018-08-22,22 August 2018,5.0,,"Couldn't be happier with a half price energy bill , went with Paul's recommendation on solar panels and size and looking forward to more  energy credits and lower bills. Thank you Tempco and Winaico , professional, great service , knowledge and installation was so easy",5.0,5.0,5.0,5.0,More than 6kW,"$6,000 to $10,000",,,,False,[],0,0
21926,Patricia,NSW - 2577,NSW,2577,True,2014-03-13,13 March 2014,4.0,,"One company I telephoned for a quote told me that my bill wasn't high enough for it to be worth their while, but Tempco were great. Service was great and after sales service great as well. Nothing was too much trouble. The installers arrived on time and had the system installed within 2 or 3 hours. The did a very good job and cleaned up after themselves as well. Would have no problems recommending them to anyone.",4.0,4.0,4.0,4.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
21482,Corey,NSW - 2577,NSW,2577,True,2014-01-22,22 January 2014,5.0,,,5.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
21062,ROYCE,NSW - 2577,NSW,2577,True,2013-12-10,10 December 2013,4.0,,"Installation delyed by wet weather, not installers fault.",3.0,4.0,4.0,5.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
20144,Anon,NSW - 2575,NSW,2575,True,2013-09-26,26 September 2013,4.25,,,4.0,4.0,4.0,5.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
19928,Stuart,NSW - 2577,NSW,2577,True,2013-09-09,09 September 2013,4.0,,,4.0,4.0,4.0,4.0,4kW,"$6,000 to $10,000",,,,False,[],0,0
18337,Ericka,NSW - 2577,NSW,2577,True,2013-04-21,21 April 2013,4.67,,"So far, it is going well and I expect to be fully operational in the next 2 weeks - I'm happy to provide you with more info.The salesperson actually listened to what I was trying to achieve (islanding due to inconsistent power supply), lives in the local area (so understands the local brown outs and climate issues) and worked with me to identify my energy needs.I have an update regarding my review of Tempco (Apr 22, 2014), sadly I'm having issues with servicing. The system has performed magnificently over this summer - providing me with 'free' air conditioning and the lowest electricity bill I've had in 20 years. However, my inverter has a fault and I'm sad to say the service post-installation is pathetic. A real half-star effort. nearly 2 months and I'm still waiting to get it fixed! The excuse is the weather. Hmm - its an indoor inverter!",5.0,5.0,0,4.0,5kW,"$10,000 to $15,000",,,,False,[],0,0
18061,Richard,NSW - 2580,NSW,2580,True,2013-03-25,25 March 2013,4.0,,"They could also install a reverse cycle air con - which was part of the overall solution.They took the trouble to drive to a inaccessible property to give specific advice, only installed air con so far - but panels go in soon.",3.0,4.0,4.0,5.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
17974,Richard,NSW - 2577,NSW,2577,True,2013-03-17,17 March 2013,4.25,,I liked dealing with a local with whom I could go and meet face to face to discuss issues.,4.0,4.0,4.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
