review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
59287,Ken,NSW - 2646,NSW,2646,True,2019-01-30,30 January 2019,4.5,,Would recommend BSM highly to everyone.Great service and backup.,5.0,4.0,5.0,4.0,3kW,Under $3000,,,,False,[],0,0
58764,Anon,NSW - 2646,NSW,2646,True,2019-01-18,18 January 2019,1.25,,Worst experience of my life. Do not use them,1.0,2.0,1.0,1.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
44877,John,NSW - 2646,NSW,2646,True,2018-03-05,05 March 2018,5.0,,"Ted (owner/salesperson) knows the area and what works locally, as well as the systems best suited for output and longevity,  and is competitive on price. Our system was installed on a Saturday! Not many tradies work weekends. Installers Pat and Jordan are very knowledgeable and answered my questions so I could understand their replies, and worked straight through to finish the job early afteroon so we would be up and running saving money.",5.0,5.0,5.0,5.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
44640,Neil,VIC - 3730,VIC,3730,True,2018-02-26,26 February 2018,5.0,,"I couldn't give anything but the highest recommendation in all aspects of my purchase. Very good advice from the salesman, top quality INSTALLERS, who also explained every bit of the installation to me, and then gave professional advice on its operation. More than pleased to give this company top marks.",5.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
37487,Greg,VIC - 3673,VIC,3673,True,2017-08-17,17 August 2017,1.0,,"System installed early 2017. Solar paperwork still not submitted after repeated calls, emails and texts. Now the inverter is starting to occasionally fault (what hope have I got they will fix it?).  I'm now taking this company to VCAT to seek compensation for this mess. Wish I'd payed $1000 extra and gone with an established and reputable solar installer.",1.0,1.0,1.0,1.0,5kW,Under $3000,,,,False,[],0,0
36556,Tom,VIC - 3726,VIC,3726,True,2017-07-04,04 July 2017,2.5,,"After having solar installed in Dec 2016 the inverter packed up in March 2017. It took2 mths to get replacement after a number of phone calls to installer, still to this day its not connected to the grid, supplier wont return calls so now i've had to get another solar company in to chase down BSM Solar Solutions at extra cost to me to getting it approved and connected to the grid. Please be very careful choosing this company and now i have to go through consumer affairs for some reimbursement. Thanks Ted",3.0,4.0,2.0,1.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
35423,Robert,NSW - 2713,NSW,2713,True,2017-05-07,07 May 2017,3.0,,"After paying deposit there was an unexpected delay so we missed three week period of fantastic solar conditions. I thought I may have got a WiFi monitor rather than an LCD unit.I do not know what feed tariff we are getting even after asking installer. As we have a new house I will be building a shed in the future that will allow the placement of another 5KW system with batteries, In hope that we can feed into the grid from the existing 5KW system, and the shed and battery system feeds all the household electricity requirements. Your thoughts on this would be appreciated,",4.0,3.0,3.0,2.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
35077,Hubert,NSW - 2713,NSW,2713,True,2017-04-20,20 April 2017,3.75,,More information about its function and what happens with the paper work submission (time line),4.0,4.0,4.0,3.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
34364,Gary,NSW - 2640,NSW,2640,True,2017-03-17,17 March 2017,3.75,,,4.0,4.0,4.0,3.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
34250,Nola,NSW - 2714,NSW,2714,True,2017-03-11,11 March 2017,4.75,,"Very happy with complete setup and installation.  Exceptionally happy with output of panels,  they are giving us nearly 1/ 3 rd more than our original 2kw system.  Many thanks for your assistance .",4.0,5.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
33565,Anon,NSW - 2712,NSW,2712,True,2017-01-31,31 January 2017,3.5,,,4.0,4.0,3.0,3.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
32826,Pam or Brian,NSW - 2714,NSW,2714,True,2016-12-17,17 December 2016,4.5,,All good. Reliable and friendly,4.0,4.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
30245,Leslie,NSW - 2640,NSW,2640,True,2016-04-25,25 April 2016,4.0,,,4.0,4.0,4.0,4.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
30174,Terry,NSW - 2640,NSW,2640,True,2016-04-19,19 April 2016,4.5,,,4.0,4.0,5.0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
