review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
56387,Nic,WA - 6156,WA,6156,True,2018-11-28,28 November 2018,4.0,,"Many of the quotes obtained only gave you three manufacturers, despite them ""advertising"" many different PV suppliers on their web page.  So you felt limited to only those brands.  Their quotes did not specify the exact model of PV;s for example only quoting the Wattage of the panels.  This resulted me in researching the wrong panels with respect to effeciency and other reviews for that panel.  People want to compare apples with apples so give them the model of panels too.",4.0,4.0,4.0,4.0,6kW,"$3,000 to $6,000",,,,False,[],0,0
