review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
39200,Pierre,VIC - 3240,VIC,3240,True,2017-10-17,17 October 2017,4.5,,"Several of the solar suppliers that priced my proposed system ( seemed to be quite expensive ) and when I questioned them in  regards to their costings and the units ( panels and inverter ) that  they would supply me, they started to ""back track"" and revise their costings. Especially when I informed them of opposition quotes using same brands of panels and inverter (without supplying the name of the opposition supplier.) I felt that I was being taken advantage of, as they were able to reduce their costs significantly. The company I chose  to install my system were very informative and supplied all data required from the calculations for the system to meet my needs. The system is to be installed this Friday 20th October",5.0,0,4.0,More than 6kW,"$6,000 to $10,000",,,,False,[],0,0
