review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
69610,Wendy,VIC - 3128,VIC,3128,True,2019-10-23,23 October 2019,4.75,,Very happy with your service that I have recommended you to family and friends.,4.0,5.0,5.0,5.0,6.6kW,"$4,000 to $6,000",,,,False,[],0,0
68823,Trevor,VIC - 3089,VIC,3089,True,2019-09-29,29 September 2019,4.75,,Highly recommended.Thanks to Terry for making the Rebate application process hassle free and giving me a peace of mind the installation works was highly professional and first class. Thanks again,4.0,5.0,5.0,5.0,6.6kW,"$4,000 to $6,000",,,,False,[],0,0
67311,Hannah,VIC - 3021,VIC,3021,True,2019-08-13,13 August 2019,1.0,,"We had signed our contract with Solar Engineering in November 2018 with the promise that the procedure would be done in the next couple of months. After 6 months of silence, I had tried to contact them numerous times only to be sent straight to voice mail. Only after sending a text advising them to give us a refund did they tried reaching us. They would promise to do the installation week after week but never show up on the day promised. At this rate, we could no longer trust this company and was adamant about or refund. The person I spoke with said he will transfer the refund straight into our account; that was in June. Everytime I call to check up on the process, he would come up with excuses.Please do not even consider working with these people. They are unprofessional and untrustworthy. We did not do proper research and that's on us. I'm sure there are better solar panels installers out there.",1.0,1.0,1.0,1.0,1.5kW,"$0 to $2,000",,,,True,['https://www.solarquotes.com.au/img/installation/thumbnailsx83/76de815b052c2511df705915433fa03c0.jpg'],0,0
66829,Trev,QLD - 4570,QLD,4570,True,2019-07-31,31 July 2019,1.0,,"Solar engineering sent 3 backpackers, an English electrician, an Irish labourer and another foreign helper, arriving at 11am 3 hours from their base with 2 houses to install on same day. They connected all 5.5 KW panels in parallel in only one string. Two strings are essential. When system was connected to my power it burnt out a pump and local electrician said turn off before it burns out the inverter as it hah 16 amp on the one line instead of near 8 amp as the maximum. After 2 years of trying to Get Solar Engineering to rewire my system properly, Office of Fair Trade tried to make SE fix their error, but were totally ignored, same response I received until they ceased to answer my calls or emails. I had to employ another registered solar electrician to re-wire all panels, add a second string with new switches, etc, at a cost greater than the original system. SE also left my shed roof leaking. Avoid this company if they still operate the way my system was installed.",1.0,1.0,1.0,1.0,5kW,"$4,000 to $6,000",,,,False,[],0,0
54450,Steve,QLD - 4116,QLD,4116,True,2018-10-21,21 October 2018,5.0,,,5.0,5.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
54397,John,VIC - 3078,VIC,3078,True,2018-10-19,19 October 2018,5.0,,Great service from start to finish with an amazing system.,5.0,5.0,5.0,5.0,More than 6kW,"$3,000 to $6,000",,,,False,[],0,0
53706,Tim,SA - 5013,SA,5013,True,2018-10-05,05 October 2018,4.75,,"Everything went very smooth, right from the first consultation until the installation. I would definitely recommend them to my friends and family.",4.0,5.0,5.0,5.0,More than 6kW,"$3,000 to $6,000",,,,False,[],0,0
49746,Raymond,QLD - 4106,QLD,4106,True,2018-07-08,08 July 2018,5.0,,"The best price offered out of all the quotes, we are very happy with the installation,I would definitely recommend them to my friends.",5.0,5.0,5.0,5.0,6kW,"$3,000 to $6,000",,,,False,[],0,0
48915,Bill,QLD - 4343,QLD,4343,True,2018-06-15,15 June 2018,5.0,,Overall my dealings with the company were first rate.,5.0,5.0,5.0,5.0,6kW,"$3,000 to $6,000",,,,False,[],0,0
30427,Richard,QLD - 4352,QLD,4352,True,2016-05-12,12 May 2016,1.67,,"It took quite a while to even get a quote and that should have given me the heads up but I went ahead and signed the contract and paid the deposit then nothing. Customer service is very poor to the point where the office staff don't return phone calls, sms or emails. I have finally gotten the deposit back after almost four months of hassles. Beware.",2.0,,2.0,1.0,6kW,"$3,000 to $6,000",,,,False,[],0,0
28017,Anon,QLD - 4560,QLD,4560,True,2015-10-20,20 October 2015,3.75,,,4.0,4.0,4.0,3.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
20739,Anon,QLD - 4115,QLD,4115,True,2013-11-11,11 November 2013,4.0,,,4.0,4.0,4.0,4.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
20226,Anon,SA - 5068,SA,5068,True,2013-10-02,02 October 2013,4.0,,"The first quote came from SolarQuotes.com.au within two days, I was quite impressed how friendly and professional the gentleman was. I would have had my solar system installed by him if the cost was competitive. The second and third quotes came through too late, long after I had my solar panels installed.",4.0,4.0,4.0,0,5kW,"$3,000 to $6,000",,,,False,[],0,0
