review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
28844,John,QLD - 4227,QLD,4227,True,2015-12-23,23 December 2015,4.0,,,4.0,4.0,4.0,4.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
28260,Greg,QLD - 4211,QLD,4211,True,2015-11-08,08 November 2015,4.0,,"When you select these companies, they are not the ones who actually install the system. They outsource /sub contract to someone else, however, both companies that I deal with were efficient and on time and organised everything, including access to the property with the tenants, and sending me photos of finished installation (as I am not living in the house - yet)",4.0,4.0,4.0,4.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
27392,Darryl,NSW - 2485,NSW,2485,True,2015-09-03,03 September 2015,4.0,,Must add that this was for a solar hot water system.,4.0,4.0,4.0,4.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
27122,EBBYSON,NSW - 2486,NSW,2486,True,2015-08-14,14 August 2015,5.0,,"Hi John and Jodie, Thank you so much for all your work getting our solar set up. It has been a pleasure having you on board as it will always be our intent to highly recommend you to anybody looking to go solar.",5.0,5.0,5.0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
26929,Tony,NSW - 2488,NSW,2488,True,2015-07-27,27 July 2015,4.75,,We were very impressed with the whole process from initial meeting onsite to the final installation. All staff are friendly and helpful.Very happy with our choice of supplierThanks to John and his team at SP&HW,4.0,5.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
26547,Tim,NSW - 2481,NSW,2481,True,2015-06-22,22 June 2015,4.0,,I had to down grade my system from a 5kw to a 4kw due to the energy supplier not allowing the larger system into their network. The transformer for the area would NOT have coped?,4.0,4.0,4.0,4.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
26506,Tony,NSW - 2488,NSW,2488,True,2015-06-17,17 June 2015,4.0,,"We have just ordered the system, being installed 30 June.Very confusing process, we hope we have done the right thing",4.0,4.0,0,4.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
26347,Les,NSW - 2480,NSW,2480,True,2015-06-02,02 June 2015,5.0,,"It just goes to show that when you want something done right first time you need to have the right people to do that job. SP& HW was selected to do our install and they were prompt, courteous, helpful, timely and very efficient. They even cleaned up after themselves!... (Don't get that too often from tradesmen).In all our appraisal of this firm and its standard of efficiency rates a good ten from ten and we certainly can endorse them to future customers.",5.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
26328,Peter,NSW - 2486,NSW,2486,True,2015-06-01,01 June 2015,4.25,,"Ours was a very small replacement job.  These people were great and their service exceptional!Overall ours was a very pleasant experience, and we highly recommend John and his team.",4.0,4.0,4.0,5.0,1.5kW,Under $3000,,,,False,[],0,0
26193,Russell,QLD - 4226,QLD,4226,True,2015-05-17,17 May 2015,4.75,,,5.0,5.0,4.0,5.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
25793,Gregory,QLD - 4221,QLD,4221,True,2015-04-07,07 April 2015,4.25,,,4.0,5.0,4.0,4.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
