review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
66633,Jeff,NSW - 2800,NSW,2800,True,2019-07-27,27 July 2019,2.5,,"I would never recommend these guys to anyone. Had a solar and battery system installed by them, seems to constantly be problems with the battery not working properly, the solar seems to shut down regularly and to be honest I've had nothing but problems with these since they installed them. Expensive to install and they just can't seem to get it working properly.",3.0,5.0,1.0,1.0,6kW,"$15,000 to $20,000",,,,False,[],0,0
7386,Ken,NSW - 2866,NSW,2866,True,2011-05-18,18 May 2011,5.0,,,5.0,5.0,5.0,5.0,2kW,"$10,000 to $15,000",,,,False,[],0,0
