review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
23042,D,VIC - 3630,VIC,3630,True,2014-06-21,21 June 2014,2.5,,"The installation has been running since 2 April 2013 (now 21 June 2014).Quick list of problems....1.. Wrong circuit breaker installed so it cannot run to full power.2.. 1/4 of system faulty3.. Roof now leaks, causing damage to our kitchen4.. Paperwork still has not been forwarded to power company.After almost a year of trying to get neeo to fix the problems, they still continue. We have had a couple of empty promises but no action. Our insurance company will fix our ceiling damage but not the cause so we cannot proceed until the repairs are done.It is looking like I will have to get the repairs done locally and then try to get neeo to pay.So far our system has fed 9.35MW into the grid for no return to us. It has saved us a lot of money on our power bill, and it would have been better still if it was running at full power, and not with one of the 4 banks of panels turned off.The saga can be seen on my web site http://www.coodenco.com if you are interested.My recommendation is to give neeo a wide berth and look elsewhere.Problems do crop up from time to time, and I have no worries with that, but neeo have done nothing to fix this. VERY disappointing indeed!",4.0,3.0,2.0,1.0,More than 6kW,"$15,000 to $20,000",,,,False,[],0,0
20304,Satomi,SA - 5095,SA,5095,True,2013-10-08,08 October 2013,4.0,,"Only Suntrix contacted me out of three companies, and the sale person was good. He recommended 2.4Kw with 200w x 12 panels. The panels are the best in the coefficient (0.38), but inverter offered is Growatt. quoted 6000$. I talked to Todae, Euro Solar, and NEEO. NEEO was recommended by my friend. Todae and Euro Solar are only on the phone and did not bother to visit. NEEO sales person came on Sunday to talk. Todae said 4000$ for 2.5Kw. Eurosolar 3Kw 3600$ (if deposit 300$ on that day) and NEEO 3Kw 4000$. NEEO offered SMA inverter (panels were a bit ordinary with the coefficient of 0.48). The rest offered chinese / chinese combinations.So I decided NEEO. NEEO and Eurosolar said they do not use sub-contractors. I am more or less happy with my solar but ETSA will only come to install meter November 29 (solar installation was Sep. 2nd). I asked Eurosolar to give back the deposit but looks like they will not (even they said they would - I have not got back yet) plus I still get a call form Eurosolar asking me what date do I want install solar system- seemed to be a bit mess. NEEO was also not perfect in this sense. The installer came and said I can choose 3Kw on one roof (but the direction is not the best) or 2.5Kw on several roofs. I have signed 3Kw and the sales person was confidence about 3Kw installation. So I was a bit suspicious about communication between  sales and installers. Good thing of NEEO is the salesperson is always contactable and can express your concerns at anytime .",4.0,4.0,4.0,4.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
