review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
54808,Mark,QLD - 4655,QLD,4655,True,2018-10-27,27 October 2018,2.0,,"Yeh the installation was BS! The lads doing it said we damaged a tile but we fixed it! And I thought no more of it! What I found out later when my ceiling was showing signs of water around a light ! I got a roofer up there they had used silastic to fix it! The absolute wrong thing to do !!! They were electricians with no experience with solar installation!The other week in the black out storm I heard drip drip drip, where is that coming from, looked in the roof was only because the sarking had a nail hole in it that I now know they stuffed up more than one tile!  So yeh I work away and was lucky to be home to notice before a lot more damage and there is more than one leak! And have been happening for a long time ! Pending the findings from a professional I will take it further for the gradual water damage  over the years!",1.0,3.0,1.0,3.0,1.5kW,Under $3000,,,,False,[],0,0
33522,Stephen,QLD - 4655,QLD,4655,True,2017-01-30,30 January 2017,2.0,,"Go elsewhere I have been left with a half installed system and no answers. They will not return calls, have a very poorly run office and have never once met one of their targets. Never again GO ELSEWHERE.....",3.0,3.0,1.0,1.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
32650,Alan,QLD - 4655,QLD,4655,True,2016-12-07,07 December 2016,4.25,,This supplier was recommended by my neighbors.   I will be happy to recommend them to others,4.0,4.0,5.0,4.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
32537,Jay,QLD - 4671,QLD,4671,True,2016-11-29,29 November 2016,4.5,,"Solar power wide bay Burnett salesman Adam Young was great, happily answering any questions we had and ensuring we had the best system for our needs. The installers were fantastic, really helpful. Overall a great experience from a local company. Big thumbs up",5.0,4.0,5.0,4.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
32138,William,QLD - 4655,QLD,4655,True,2016-10-31,31 October 2016,4.25,,"It is fair to include the fact that I am only adding an extra 1Kw to an existing 4Kw system however they were determined to provide excellent service through out.Sincerely, Will.",4.0,4.0,4.0,5.0,1kW,Under $3000,,,,False,[],0,0
24928,Januka,QLD - 4655,QLD,4655,True,2015-01-12,12 January 2015,5.0,,"I had 3kW solar panels installed 2 years ago and I am very happy with the service provided by Solar Power Wide Bay Burnett.  I have heard lots of people saying about the problems with their  inverter and customer service by other providers, but I have had a really good experience with this service. Now I am selling this property and want to install solar panels for my new house and want to go back to this service provider again. I also have saved lots of money by installing solar panels.I do recommend this supplier to everyone because they are reliable,  supplies quality products and experienced people.",5.0,5.0,5.0,5.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
23909,Colin,QLD - 4655,QLD,4655,True,2014-10-02,02 October 2014,5.0,,Today the guys from Solar power wide bay replaced all my panels and railings with the new Blue Sun Panels and the service I received was outstanding.  All done in a few hours.  Thanks to Barry and his team of professionals that took care of everything. I highly recommend this company to everyone who is thinking of putting in a new system or upgrading their existing system you won't regret calling them first.,5.0,5.0,5.0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
23353,Mark,QLD - 4655,QLD,4655,True,2014-08-08,08 August 2014,4.67,,,4.0,5.0,0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
18889,Anon,QLD - 4655,QLD,4655,True,2013-06-03,03 June 2013,4.33,,,4.0,4.0,0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
18768,Helen,QLD - 4670,QLD,4670,True,2013-05-23,23 May 2013,4.75,,"Out of the 3 companies chosen for quotes, only 1 replied. Halcol Energy were on the ball and very fast to reply. I hadn't even turned the computer off yet. They were fast to give a quote and followed up but I found another local company whose price was slightly better and their products of slightly higher standard.",4.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
12339,Jim,QLD - 4655,QLD,4655,True,2012-04-13,13 April 2012,4.67,,,5.0,4.0,0,5.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
6301,Anon,QLD - 4655,QLD,4655,True,2011-04-18,18 April 2011,4.0,,,4.0,4.0,4.0,4.0,4kW,"$10,000 to $15,000",,,,False,[],0,0
5692,Darryl,QLD - 4610,QLD,4610,True,2011-03-19,19 March 2011,4.0,,,4.0,4.0,4.0,4.0,5kW,"$15,000 to $20,000",,,,False,[],0,0
5160,David,QLD - 4655,QLD,4655,True,2011-02-10,10 February 2011,4.5,,,4.0,4.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
5156,Chris,QLD - 4610,QLD,4610,True,2011-02-10,10 February 2011,4.0,,,4.0,4.0,4.0,4.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
4720,Helen,QLD - 4650,QLD,4650,True,2011-01-08,08 January 2011,5.0,,,5.0,5.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
2608,Bob,QLD - 4655,QLD,4655,True,2010-09-12,12 September 2010,5.0,,Solar Power wide bay was a very pleasant company to deal with. Very prompt and truthful and have no problem. Highly recommending them.Bob,5.0,5.0,5.0,5.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
2378,Michael,QLD - 4659,QLD,4659,True,2010-08-27,27 August 2010,4.0,,,4.0,4.0,4.0,4.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
