review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,battery_rating,has_images,image_urls,overall_rating,quality_rating
123691,David,WA - 6156,WA,6156,True,2024-07-05,05 July 2024,5.0,,"We wanted batteries to go with an existing old solar PV, but most other suppliers tried to convince us to replace the solar PV based on the A1 tariff at 28c/kWh.We had to point out that we can buy others' excess solar PV at 8c/kWh on the Synergy midday saver tariff, so it is not economic to spend more money on Solar.Instead we doubled the batteries to 20.5kWh so that they will run the house from 15:00 to 9:00 each night, ensuring that our maximum cost of power from the grid is 8c/kWh.This is now working perfectly with the batteries filling from Solar PV or the grid (at 8c/kWh) by 15:00 each day.",5.0,5.0,5.0,5.0,,"$12,500 to $15,000",,,BSL (Other),,5.0,False,[],0,0
102404,Brad,NSW - 2147,NSW,2147,True,2022-08-10,10 August 2022,4.0,,Communication was clear. Quotes received promptly. System was installed on the day agreed.,4.0,4.0,4.0,4.0,13kW,"$6,000 to $8,000",Jinko Solar,Goodwe,,4.0,,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/P_jinko-solar.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_goodwe.png']",0,0
