review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
7759,Heinz,VIC - 3783,VIC,3783,True,2011-05-27,27 May 2011,5.0,,The one supplier you were able to recommend did not send us a quote that evening as promised.  It did not arrive for a week.   We saw an ad for Ying Li in our local newspaper and when contacted they sent us a quote within a few hours.  The staff were very helpful.  We went to their office where we were shown the equipment they would use.  The installers came exactly when they said they would and the electrical inspector said the installation was an excellent job.However we were very happy with the contact and valuable information from yourself.  It was very helpful and answered a lot of questions.Kind regardsDeirdre and Heinz,5.0,5.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,False,[],0,0
6743,Limin,VIC - 3150,VIC,3150,True,2011-04-30,30 April 2011,4.0,,,4.0,4.0,4.0,4.0,1.5kW,Under $3000,,,,False,[],0,0
