review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
60591,Bob,WA - 6330,WA,6330,True,2019-03-03,03 March 2019,1.0,,Kept my deposit but cancelled contract.  Totally dishonest.,1.0,,0,1.0,3kW,Under $3000,,,,False,[],0,0
56094,Ian,WA - 6211,WA,6211,True,2018-11-22,22 November 2018,1.0,,Do your research before dealing with any company......,0,,0,1.0,More than 6kW,"$15,000 to $20,000",,,,False,[],0,0
54958,Tony,WA - 6535,WA,6535,True,2018-10-30,30 October 2018,1.0,,"These cowboys  should be arrested. They  made me walk hot coals to get  anything  done.. problems for months / then finally  they got in touch with an electrician in Geraldton WA who called in horizon power to check out the voltage in the line from the transformer on power pole it  was to high.Since then all ok but not sure if their electrician has been paid?Their staff  in sales are there just to get your money .The CEO told me they took over the firm after the other people went into receivership.He was never any help, has no idea on how to run a business - only person that was helpful was  NishenDONT  DEAL WITH THESE COWBOYS KEEP WELL AWAY.",1.0,1.0,1.0,1.0,4kW,"$6,000 to $10,000",,,,False,[],0,0
53312,Anon,VIC - 3070,VIC,3070,True,2018-09-26,26 September 2018,1.0,,"Call your bank and tell them to stop your direct debit payments to TREAC Solar, also ask them to refund all payments to TREAC Solar. They have screwed me over for months. Even if it is on finance, stop the payments.",1.0,1.0,1.0,1.0,1kW,"$15,000 to $20,000",,,,False,[],0,0
51536,Marc,SA - 5116,SA,5116,True,2018-08-20,20 August 2018,1.0,,This company took my money and didnâ€™t even turn up to conduct the installation. They donâ€™t return phone calls and closed down their website and Facebook.,1.0,,0,1.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
51473,Alasdair,VIC - 3465,VIC,3465,True,2018-08-19,19 August 2018,3.0,,"Basically lost money. Four months of phone calls and email now the web site is down and the phones disconnected. Solar cowboys, shouldâ€™ve tried others.",4.0,4.0,0,1.0,4kW,"$3,000 to $6,000",,,,False,[],0,0
50971,Kris,QLD - 4870,QLD,4870,True,2018-08-07,07 August 2018,3.0,,,3.0,3.0,3.0,3.0,6kW,"$10,000 to $15,000",,,,False,[],0,0
50732,Anon,QLD - 4101,QLD,4101,True,2018-08-01,01 August 2018,1.0,,Do not trust this company .I paid $1850 to install 5kW system but after paid deposit they did not answer call and not respond email and I cancel order within 10 day cooling off period but still they did not refund my money .,1.0,1.0,0,1.0,5kW,"$6,000 to $10,000",,,,False,[],0,0
50361,Tony,NSW - 2567,NSW,2567,True,2018-07-23,23 July 2018,1.0,,Treac has destroyed my 5.7kW system  that i did have running and the battery system they installed in 23 April 2018. It is now 23 July and my bill has risen $500 and they do not answer calls. My kids enjoy very cold nights as we cant afford  to run heaters .Do not recommend  this company  in Sydney  at all,1.0,1.0,1.0,1.0,6kW,"$6,000 to $10,000",,,,False,[],0,0
49603,Donna,WA - 6036,WA,6036,True,2018-07-04,04 July 2018,1.75,,"Had our solar installed in July 2017 in the last few months it has stopped working and I cannot contact the company tried email and telephone number, no success.",1.0,1.0,4.0,1.0,5kW,"$10,000 to $15,000",,,,False,[],0,0
48692,Suzi,QLD - 4165,QLD,4165,True,2018-06-08,08 June 2018,4.75,,The whole experience was overall fantastic,5.0,4.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
48523,Virginia,QLD - 4216,QLD,4216,True,2018-06-04,04 June 2018,5.0,,"I have been very impressed with customer service from Shaun, who has walked me through all aspects of the system eg size etc. and prompt call after installation to make sure that I was happy with everything. Also Ben who was the initial point of contact was very helpful.Installation went very well, installer was efficient and courteous and explained system after installation, removed old hot water meter to give me more efficiency from solar, which I didnâ€™t expect and also replaced cracked tile on the roof that he found.Only downside for me re installation is that I now have to pay to get TV aerial and Foxtel satellite dish moved to get maximum results.I would have no hesitation in recommending treac to anyone as they are very professional in customer service and installation",5.0,5.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,False,[],0,0
45787,Keith,NSW - 2641,NSW,2641,True,2018-03-26,26 March 2018,1.0,,,0,,0,1.0,5kW,Under $3000,,,,False,[],0,0
