review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,has_images,image_urls,overall_rating,quality_rating
125389,Helen,ACT - 2914,ACT,2914,True,2024-08-27,27 August 2024,4.0,,"I am afraid this Company to me seems quite arrogant which is a shame as to start with they were very good.I was recently interested in getting a battery, I was told quite bluntly that I would be better off changing my gas how water to a heat pump. The heat pump they were promoting had some poor reviews so iI decided to stay with the gas.The gas hot water is only 3 yrs old -  I was told that I needed to remove my emotional ties with it.I was not going to off set the purchase of a solar system for around $6000 then trash the gas one which cost $3000.I would appreciate the cost savings of not having a gas supply charge, however the electricity bill would increase.Actew have moved me to a time of use supply so therefore, as the KW are at peak rate  hich now have been reduced to 25c per KW hr, it really is hard to see the advantages, My thinking was if I were to spend $6000 it would be best on a battery it would seem not all agree.",4.0,4.0,5.0,3.0,5kW,"$10,000 to $12,500",Jinko Solar,,,5.0,True,['https://www.solarquotes.com.au/img/panelmanufacturers/P_jinko-solar.png'],0,0
