review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,has_images,image_urls,overall_rating,quality_rating
91354,Neerav,NSW - 2203,NSW,2203,True,2021-07-09,09 July 2021,5.0,,"If you want solar installed in Inner West Sydney choose Paul the owner of Brightside Solar and Electrical who will do your install personally by himself for a fair price. Don't bother with the big solar companies that spend lots on pushy advertising and use low quality sub contractors.Paul will personally inspect your roof before quoting. Most solar companies won't visit you and they'll quote from satellite photos of your roof.Over 2.5 days Paul carefully installed 9.36kW 24 x Jinko Tiger N 390w panels on our roof (some with Tigo optimisers due to shade from neighbours), as well as a Sungrow 8kW SG8K-D premium inverter with Solar Analytics performance and fault reporting built-in.",5.0,5.0,5.0,5.0,9kW,"$8,000 to $10,000",Jinko Solar,,,5.0,True,['https://www.solarquotes.com.au/img/panelmanufacturers/P_jinko-solar.png'],0,0
55954,John,NSW - 2130,NSW,2130,True,2018-11-20,20 November 2018,4.75,,,4.0,5.0,5.0,5.0,More than 6kW,"$6,000 to $10,000",,,,,False,[],0,0
