review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
78875,John,QLD - 4152,QLD,4152,True,2020-07-09,09 July 2020,5.0,,"David from SunSpark contacted me promptly after applying for quotes from Solar Quotes. (Very well presented and informative web site btw )  He provided options to suit my budget and requirements. David was both knowledgeable and helpful with my newbie questions. The system was installed within a week of contract signing. The installation team were efficient and very professional. The electricians carried out the job with expertise and care, resulting in a very neat and tidy installation. No hesitation in recommending SolarSpark!",5.0,5.0,5.0,5.0,6.6kW,"$4,000 to $6,000",LONGi Solar,Sungrow,,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/I_longi-solar.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_sungrow.png']",0,0
71587,Joseph,WA - 6055,WA,6055,True,2019-12-17,17 December 2019,5.0,,"High quality, personal service from quoting to commissioning of the system. Prior to quoting they listened to our requirements and took on board the research we had done to form those requirements. As such they didn't try to push any particular brands, or standard packages.",5.0,5.0,5.0,5.0,8kW,"$15,000 to $20,000",Qcells,Solaredge,LG,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/I_hanwha-q-cells.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_solaredge.png']",0,0
