review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,battery_rating,has_images,image_urls,overall_rating,quality_rating
101028,Andrew,SA - 5018,SA,5018,True,2022-07-01,01 July 2022,5.0,,"From first contact to follow up, the communication from the team at Venergy was professional and top notch.They were very detailed at outlining the system, the good elements and trade-offs for the various selections, and honest and up front about all the options.Throughout the all phases of my install (consultation, sales, install, post-install), they were more than happy to discuss and go through any questions I had, and made themselves available.Preparing for install was a breeze, with good communication on install dates, and called me the day before also to check that everything was on track.Installers were professional and did a great job. On both visits (one for panel install, one for battery install) they took the time to walk me through anything and were more than happy to answer questions.They arrived on time and were very tidy.I had a minor hiccup with the battery install, however when informing Venergy, they did not shy away from the issue, and made sure that it was fixed to my satisfaction, and they did all they could in their power to make it right. They kept me informed at every step of the way, and even keeping me in the loop when there were no updates yet, but just to let me know that they hadn't forgotten me. They seem to be committed to long-term customer satisfaction, and clearly, they are not fly-by-night operators.When comparing prices with other installers, they were about on-par with other quotes for like for like.When I intend to expand my existing system, I will have no hesitation to engage Venergy again.",5.0,5.0,5.0,5.0,6.6kW,"More than $20,000",SunPower,Delta,Tesla Powerwall 2,5.0,5.0,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/P_sunpower.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_delta.jpg', 'https://www.solarquotes.com.au/img/batterymanufacturers/I_tesla.png']",0,0
