review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,has_images,image_urls,overall_rating,quality_rating
22863,Shalene,WA - 6155,WA,6155,True,2014-05-22,22 May 2014,1.67,,"They have not delivered what they promised. My latest electricity bill is $700...more than before I had solar panels.. I was told I would save a minimum 80% of my bill. I average a saving of $10 per bill and considering the amount of the system, they have left us out of pocket and in debt. Over 10 calls and emails and Still waiting on someone to come out and check the system. Trying for over 2 months to contact them...I would stay away from Polaris. If I had known prior to this where I would be left now...I would have stayed far away from Polaris",1.0,1.0,0,3.0,3kW,"$10,000 to $15,000",,,,False,[],0,0
22650,Joe,WA - 6233,WA,6233,True,2014-05-05,05 May 2014,1.75,,Don\'t believe a word these people tell you. The system I had installed was to cut my bill to next to nothinh. It saves me $15 per month. It's rubbish,1.0,2.0,3.0,1.0,2kW,"$10,000 to $15,000",,,,False,[],0,0
22087,Paul,WA - 6052,WA,6052,True,2014-03-24,24 March 2014,2.0,,Regarding customer service my awful comment relates to the sales department. The technical personnel were good.,1.0,3.0,3.0,1.0,1.5kW,"$3,000 to $6,000",,,,False,[],0,0
19066,Barney,WA - 6112,WA,6112,True,2013-06-20,20 June 2013,1.75,,"Be careful with Polaris. They installed panels in October 2011 and broke 3 roof tiles doing it. This was not reported to us and tiles were not replaced (we had big stack close to place the Control Cabinet was installed), they decide to use silicon. A month ago we notice marks on ceiling and it was confirmed that silicon repair did not last. But it lasted a year, so it is out of warranty. After few phone calls (they do not return your call when you leave a message) we manage to 'talk' to manager (who only pass message to receptionist because we are not important to talk to once when sale is done)  and he declined our claim to come and fix it because it's out of 1 year warranty. Nothing about breaking tiles and not replacing them and not informing us that they are broken. It is out of warranty, and this is all that he wanted to say.",2.0,3.0,1.0,1.0,3kW,"$3,000 to $6,000",,,,False,[],0,0
18047,S,WA - 6108,WA,6108,True,2013-03-24,24 March 2013,1.33,,"Warning. Do not sign anything with Polaris until you do your homework.After I realised I was getting ripped off I was forced to pay thousands to be able to go to a different company.Pressure sales techniques used, and massively overpriced.",1.0,2.0,0,1.0,3kW,"$10,000 to $15,000",,,,False,[],0,0
17605,Erin,WA - 6026,WA,6026,True,2013-02-11,11 February 2013,4.0,,,3.0,5.0,4.0,4.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
17592,Anon,WA - 6059,WA,6059,True,2013-02-10,10 February 2013,3.25,,"Yes, the word con artists springs to mind.  I feel I was railroaded into buying as it was just before the government rebate was being withdrawn.  Had I had a bit more time I would probably not have chosen this company.",3.0,4.0,3.0,3.0,3kW,"$6,000 to $10,000",,,,False,[],0,0
16842,Sue,WA - 6061,WA,6061,True,2012-12-18,18 December 2012,3.0,,"Sales person over promise the performance. Does not advise to the best interest of the customer.It is all about the sale. If you are a couple who work and is not at home during the day, it is pointless to have more then 6 panels if you dont have a pool.We were promised that we will not get a bill if we had 12 panels.Our bill has been exactly the same as before the panel were installed.When you contact Polaris they are no longer interested to help out.The sales person denies that he promised we will have a bill of not more then $30 to $40 if we got 12 panels. My panels cost me $15,400.00 and I still get electricity bill of $200.00 which was what I used to get before the panels.I went to a Home show in Perth Convention center and talked to 4 solar companies in regards to buying solars and was amazed at how up front and honest they were, did not sugar coat the sale.They advice me that all power harnessed in the day will go to the grid and synergy pays 8 cents for it. When we come home in the evening we buy back at .22 cents. Hence it is best for people who are at home in the day time, for peope who work 8 to 5 pm it best to get a few panels to cover the weekend.My advice is go research and get everything in writing as Polaris will deny what is promised verbally.I will make sure I advice all my family and friends to not buy from Polaris",2.0,4.0,4.0,2.0,2kW,"$10,000 to $15,000",,,,False,[],0,0
9793,Anon,WA - 6112,WA,6112,True,2011-08-11,11 August 2011,3.5,,See information detailed above --- can't comment on efficiency yet --- waiting for connection and first account!,0,,4.0,3.0,1.5kW,"$6,000 to $10,000",,,,False,[],0,0
7722,Joe,WA - 6110,WA,6110,True,2011-05-26,26 May 2011,4.5,,Getting the quotes and info from this site was a great help. Thanks a lot.,5.0,4.0,5.0,4.0,5kW,"$10,000 to $15,000",,,,False,[],0,0
5978,Anon,WA - 6530,WA,6530,True,2011-04-01,01 April 2011,4.33,,"I am in the process of buying a house and have paid a deposit on a German system.  This system will have 11 panels and should provide sufficient power for my needs.  The company Polaris is considering opening an office in Geraldton, so anticipate being able to contact a local dealer sometime in the future should any problems arise.",4.0,5.0,0,4.0,2kW,"$10,000 to $15,000",,,,False,[],0,0
5482,Ray,WA - 6430,WA,6430,True,2011-03-07,07 March 2011,2.25,,,2.0,4.0,2.0,1.0,1kW,"$3,000 to $6,000",,,,False,[],0,0
3787,Simone,WA - 6530,WA,6530,True,2010-11-18,18 November 2010,4.67,,Has not been installed yet.,4.0,5.0,0,5.0,2kW,"$10,000 to $15,000",,,,False,[],0,0
3488,Paul,WA - 6232,WA,6232,True,2010-11-02,02 November 2010,4.0,,,4.0,4.0,0,4.0,1.5kW,"$6,000 to $10,000",,,,False,[],0,0
