房屋ID,州,电网相位,方案类型,PV容量(数值),PV容量单位,面板数量,逆变器原始功率(数值),逆变器最终功率(数值),逆变器单位,逆变器说明,容配比(数值),容配比单位,电池容量(数值),电池单位,补贴(数值),补贴单位,定价A含税价,定价A最终报价,定价A_kW单价,定价B含税价,定价B最终报价,定价B_kW单价,价格差异(A-B),使用坡面数
3749,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,5
3749,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,5
3750,QLD,single,高端型,20.00,kW,45,43.266666666666666,10,kW,"原始推导 43.3kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,10
3750,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3750,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
3751,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,3
3751,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,3
3751,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,3
3752,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,4
3752,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,4
3752,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3753,QLD,single,高端型,20.00,kW,45,12.955555555555556,10,kW,"原始推导 13.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,7
3753,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3753,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3754,QLD,single,高端型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,13.2,kWh,7449,AUD,19327,11878,1350,17974,10525,1196,1353,6
3754,QLD,single,平衡型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,8.8,kWh,6006,AUD,15140,9134,1038,14586,8580,975,554,6
3754,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3755,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,4
3755,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,4
3755,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3756,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,2
3756,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,2
3756,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,2
3757,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,3
3757,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,3
3757,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,3
3758,QLD,single,高端型,20.00,kW,45,17.355555555555554,10,kW,"原始推导 17.4kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,5
3758,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3758,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3759,QLD,single,高端型,20.00,kW,45,16.622222222222224,10,kW,"原始推导 16.6kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,7
3759,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3759,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3760,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,3
3760,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,3
3760,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3761,QLD,single,高端型,18.04,kW,41,10.022222222222222,10,kW,"原始推导 10.0kW，受单相上限 10kW 限制，最终采用 10kW",180,%,27.1,kWh,15288,AUD,39543,24255,1345,33728,18440,1022,5815,4
3761,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3761,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3762,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,3
3762,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,3
3762,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,3
3763,QLD,single,高端型,12.32,kW,28,6.844444444444444,7,kW,"原始推导 6.8kW，按规格向上取整，最终采用 7kW",176,%,18.5,kWh,10413,AUD,27058,16645,1351,23976,13563,1101,3082,4
3763,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3763,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3764,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,5
3764,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,5
3764,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3765,QLD,single,高端型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,19.8,kWh,11154,AUD,29145,17991,1363,25476,14322,1085,3668,5
3765,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3765,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3766,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,8
3766,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,8
3766,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,7
3767,QLD,single,高端型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,9.1,kWh,3588,AUD,9999,6411,3643,9966,6378,3624,33,2
3767,QLD,single,平衡型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,6.6,kWh,2730,AUD,7594,4864,2764,8020,5290,3006,-426,2
3767,QLD,single,经济型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,4.4,kWh,2028,AUD,5514,3486,1981,6337,4309,2448,-823,2
3768,QLD,single,高端型,11.88,kW,27,6.6000000000000005,7,kW,"原始推导 6.6kW，按规格向上取整，最终采用 7kW",170,%,17.8,kWh,10062,AUD,26168,16106,1356,23225,13163,1108,2943,4
3768,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
3768,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3769,QLD,single,高端型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,14.5,kWh,8190,AUD,21414,13224,1366,19474,11284,1166,1939,4
3769,QLD,single,平衡型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,9.7,kWh,6630,AUD,16808,10178,1051,15748,9118,942,1061,4
3769,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3770,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,5
3770,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,5
3770,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3771,QLD,single,高端型,20.00,kW,45,20.044444444444444,10,kW,"原始推导 20.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,7
3771,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
3771,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3772,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,4
3772,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,4
3772,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3773,QLD,single,高端型,14.96,kW,34,8.311111111111112,9,kW,"原始推导 8.3kW，按规格向上取整，最终采用 9kW",166,%,22.4,kWh,12636,AUD,33010,20374,1362,28477,15841,1059,4533,4
3773,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
3773,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3774,QLD,single,高端型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,14.5,kWh,8190,AUD,21414,13224,1366,19474,11284,1166,1939,5
3774,QLD,single,平衡型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,9.7,kWh,6630,AUD,16808,10178,1051,15748,9118,942,1061,5
3774,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
3775,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,2
3775,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,2
3775,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,2
3776,QLD,single,高端型,14.08,kW,32,7.822222222222222,8,kW,"原始推导 7.8kW，按规格向上取整，最终采用 8kW",176,%,21.1,kWh,11895,AUD,30923,19028,1351,26976,15081,1071,3947,4
3776,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
3776,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3777,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,5
3777,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,5
3777,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
3778,QLD,single,高端型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,14.5,kWh,8190,AUD,21414,13224,1366,19474,11284,1166,1939,4
3778,QLD,single,平衡型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,9.7,kWh,6630,AUD,16808,10178,1051,15748,9118,942,1061,4
3778,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3779,QLD,single,高端型,20.00,kW,45,11.244444444444444,10,kW,"原始推导 11.2kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,5
3779,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
3779,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3780,QLD,single,高端型,20.00,kW,45,12.955555555555556,10,kW,"原始推导 13.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,6
3780,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3780,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3781,QLD,single,高端型,15.40,kW,35,8.555555555555555,9,kW,"原始推导 8.6kW，按规格向上取整，最终采用 9kW",171,%,23.1,kWh,13026,AUD,33899,20873,1355,29227,16201,1052,4672,4
3781,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
3781,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
3782,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,4
3782,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,4
3782,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,4
3783,QLD,single,高端型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,13.2,kWh,7449,AUD,19327,11878,1350,17974,10525,1196,1353,2
3783,QLD,single,平衡型,8.80,kW,20,4.888888888888889,5,kW,"原始推导 4.9kW，按规格向上取整，最终采用 5kW",176,%,8.8,kWh,6006,AUD,15140,9134,1038,14586,8580,975,554,2
3783,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
3784,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
3784,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
3784,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
3785,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,3
3785,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,3
3785,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,3
