house_id	calc_mode	state	phase	plan	plan_name	roof_max_kw	pv_model	pv_watt	pv_kw	panel_count	inverter_kw	ratio_percent	battery_nominal_kwh	battery_calculated_nominal_kwh	battery_method	pv_day_kwh	load_day_kwh	evening_kwh	night_kwh	surplus_kwh	tax_total_aud	subsidy_aud	final_price_aud
41	expansion	NSW	single	A	高端型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	16	14.84	A: max(整夜, 0.7×剩余)	3.52	21.31	4.72	12.69	0.00	16055	5460	10595
41	expansion	NSW	single	B	平衡型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	B: max(晚高峰, 0.55×剩余)	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
41	expansion	NSW	single	C	经济型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	C: 晚高峰	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
42	new	NSW	single	A	高端型	18.92	JA Solar JAM72S30 550/MR	440	18.92	43	10	189	50	50.00	A: max(整夜, 0.7×剩余)	75.68	21.31	4.72	12.69	65.19	61893	22386	39507
42	new	NSW	single	B	平衡型	18.92	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
42	new	NSW	single	C	经济型	18.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
42	expansion	NSW	single	A	高端型	11.88	JA Solar JAM72S30 550/MR	440	11.88	27	7	170	40	30.47	A: max(整夜, 0.7×剩余)	47.52	21.31	4.72	12.69	37.22	47273	16848	30425
42	expansion	NSW	single	B	平衡型	11.88	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
42	expansion	NSW	single	C	经济型	11.88	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
43	new	NSW	single	A	高端型	44.88	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
43	new	NSW	single	B	平衡型	44.88	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
43	new	NSW	single	C	经济型	44.88	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
43	expansion	NSW	single	A	高端型	30.36	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
43	expansion	NSW	single	B	平衡型	30.36	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
43	expansion	NSW	single	C	经济型	30.36	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
44	new	NSW	single	A	高端型	20.24	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
44	new	NSW	single	B	平衡型	20.24	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
44	new	NSW	single	C	经济型	20.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
44	expansion	NSW	single	A	高端型	13.20	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	40	34.71	A: max(整夜, 0.7×剩余)	52.80	21.31	4.72	12.69	42.39	48365	17277	31088
44	expansion	NSW	single	B	平衡型	13.20	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
44	expansion	NSW	single	C	经济型	13.20	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
45	new	NSW	single	A	高端型	16.28	JA Solar JAM72S30 550/MR	440	16.28	37	10	163	50	44.73	A: max(整夜, 0.7×剩余)	65.12	21.31	4.72	12.69	54.63	60325	21528	38797
45	new	NSW	single	B	平衡型	16.28	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
45	new	NSW	single	C	经济型	16.28	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
45	expansion	NSW	single	A	高端型	10.56	JA Solar JAM72S30 550/MR	440	10.56	24	6	176	30	26.24	A: max(整夜, 0.7×剩余)	42.24	21.31	4.72	12.69	32.05	36666	13182	23484
45	expansion	NSW	single	B	平衡型	10.56	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
45	expansion	NSW	single	C	经济型	10.56	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
46	new	NSW	single	A	高端型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	16	14.84	A: max(整夜, 0.7×剩余)	24.64	21.31	4.72	12.69	15.03	20115	7176	12939
46	new	NSW	single	B	平衡型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	10	9.67	B: max(晚高峰, 0.55×剩余)	24.64	21.31	4.72	12.69	15.03	14406	5226	9180
46	new	NSW	single	C	经济型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	6.5	5.52	C: 晚高峰	24.64	21.31	4.72	12.69	15.03	11076	4095	6981
46	expansion	NSW	single	A	高端型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	16	14.84	A: max(整夜, 0.7×剩余)	12.32	21.31	4.72	12.69	4.06	17670	6162	11508
46	expansion	NSW	single	B	平衡型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	B: max(晚高峰, 0.55×剩余)	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
46	expansion	NSW	single	C	经济型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	C: 晚高峰	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
47	new	NSW	single	A	高端型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	16	14.84	A: max(整夜, 0.7×剩余)	24.64	21.31	4.72	12.69	15.03	20115	7176	12939
47	new	NSW	single	B	平衡型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	10	9.67	B: max(晚高峰, 0.55×剩余)	24.64	21.31	4.72	12.69	15.03	14406	5226	9180
47	new	NSW	single	C	经济型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	6.5	5.52	C: 晚高峰	24.64	21.31	4.72	12.69	15.03	11076	4095	6981
47	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
47	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
47	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
48	new	NSW	single	A	高端型	12.32	JA Solar JAM72S30 550/MR	440	12.32	28	7	176	40	31.88	A: max(整夜, 0.7×剩余)	49.28	21.31	4.72	12.69	38.94	47534	17004	30530
48	new	NSW	single	B	平衡型	12.32	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
48	new	NSW	single	C	经济型	12.32	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
48	expansion	NSW	single	A	高端型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	17.84	A: max(整夜, 0.7×剩余)	31.68	21.31	4.72	12.69	21.79	25274	9048	16226
48	expansion	NSW	single	B	平衡型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	16	14.02	B: max(晚高峰, 0.55×剩余)	31.68	21.31	4.72	12.69	21.79	21468	7722	13746
48	expansion	NSW	single	C	经济型	7.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
49	new	NSW	single	A	高端型	12.76	JA Solar JAM72S30 550/MR	440	12.76	29	8	160	40	33.30	A: max(整夜, 0.7×剩余)	51.04	21.31	4.72	12.69	40.67	48103	17121	30982
49	new	NSW	single	B	平衡型	12.76	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
49	new	NSW	single	C	经济型	12.76	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
49	expansion	NSW	single	A	高端型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	17.84	A: max(整夜, 0.7×剩余)	31.68	21.31	4.72	12.69	21.79	25274	9048	16226
49	expansion	NSW	single	B	平衡型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	16	14.02	B: max(晚高峰, 0.55×剩余)	31.68	21.31	4.72	12.69	21.79	21468	7722	13746
49	expansion	NSW	single	C	经济型	7.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
50	new	NSW	single	A	高端型	18.04	JA Solar JAM72S30 550/MR	440	18.04	41	10	180	50	50.00	A: max(整夜, 0.7×剩余)	72.16	21.31	4.72	12.69	61.67	61371	22113	39258
50	new	NSW	single	B	平衡型	18.04	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
50	new	NSW	single	C	经济型	18.04	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
50	expansion	NSW	single	A	高端型	11.88	JA Solar JAM72S30 550/MR	440	11.88	27	7	170	40	30.47	A: max(整夜, 0.7×剩余)	47.52	21.31	4.72	12.69	37.22	47273	16848	30425
50	expansion	NSW	single	B	平衡型	11.88	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
50	expansion	NSW	single	C	经济型	11.88	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
51	new	NSW	single	A	高端型	8.36	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	20	19.23	A: max(整夜, 0.7×剩余)	33.44	21.31	4.72	12.69	23.48	25536	9204	16332
51	new	NSW	single	B	平衡型	8.36	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	16	15.11	B: max(晚高峰, 0.55×剩余)	33.44	21.31	4.72	12.69	23.48	21730	7878	13852
