house_id	calc_mode	state	phase	plan	plan_name	roof_max_kw	pv_model	pv_watt	pv_kw	panel_count	inverter_kw	ratio_percent	battery_nominal_kwh	battery_calculated_nominal_kwh	battery_method	pv_day_kwh	load_day_kwh	evening_kwh	night_kwh	surplus_kwh	tax_total_aud	subsidy_aud	final_price_aud
301	expansion	NSW	single	B	平衡型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	B: max(晚高峰, 0.55×剩余)	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
301	expansion	NSW	single	C	经济型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	C: 晚高峰	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
302	new	NSW	single	A	高端型	18.48	JA Solar JAM72S30 550/MR	440	18.48	42	10	185	50	50.00	A: max(整夜, 0.7×剩余)	73.92	21.31	4.72	12.69	63.43	61632	22269	39363
302	new	NSW	single	B	平衡型	18.48	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
302	new	NSW	single	C	经济型	18.48	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
302	expansion	NSW	single	A	高端型	12.32	JA Solar JAM72S30 550/MR	440	12.32	28	7	176	40	31.88	A: max(整夜, 0.7×剩余)	49.28	21.31	4.72	12.69	38.94	47534	17004	30530
302	expansion	NSW	single	B	平衡型	12.32	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
302	expansion	NSW	single	C	经济型	12.32	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
303	new	NSW	single	A	高端型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	16	14.84	A: max(整夜, 0.7×剩余)	1.76	21.31	4.72	12.69	0.00	15793	5304	10489
303	new	NSW	single	B	平衡型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	B: max(晚高峰, 0.55×剩余)	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
303	new	NSW	single	C	经济型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	C: 晚高峰	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
304	new	NSW	single	A	高端型	20.68	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
304	new	NSW	single	B	平衡型	20.68	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
304	new	NSW	single	C	经济型	20.68	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
304	expansion	NSW	single	A	高端型	13.64	JA Solar JAM72S30 550/MR	440	13.64	31	8	171	40	36.12	A: max(整夜, 0.7×剩余)	54.56	21.31	4.72	12.69	44.12	48626	17433	31193
304	expansion	NSW	single	B	平衡型	13.64	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
304	expansion	NSW	single	C	经济型	13.64	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
305	new	NSW	single	A	高端型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	16	14.84	A: max(整夜, 0.7×剩余)	21.12	21.31	4.72	12.69	11.78	19284	6864	12420
305	new	NSW	single	B	平衡型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.58	B: max(晚高峰, 0.55×剩余)	21.12	21.31	4.72	12.69	11.78	13195	4797	8398
305	new	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
305	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
305	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
305	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
306	new	NSW	single	A	高端型	40.04	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
306	new	NSW	single	B	平衡型	40.04	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
306	new	NSW	single	C	经济型	40.04	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
306	expansion	NSW	single	A	高端型	27.28	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
306	expansion	NSW	single	B	平衡型	27.28	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
306	expansion	NSW	single	C	经济型	27.28	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
307	new	NSW	single	A	高端型	15.84	JA Solar JAM72S30 550/MR	440	15.84	36	9	176	50	43.29	A: max(整夜, 0.7×剩余)	63.36	21.31	4.72	12.69	52.87	59756	21411	38345
307	new	NSW	single	B	平衡型	15.84	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
307	new	NSW	single	C	经济型	15.84	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
307	expansion	NSW	single	A	高端型	10.56	JA Solar JAM72S30 550/MR	440	10.56	24	6	176	30	26.24	A: max(整夜, 0.7×剩余)	42.24	21.31	4.72	12.69	32.05	36666	13182	23484
307	expansion	NSW	single	B	平衡型	10.56	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
307	expansion	NSW	single	C	经济型	10.56	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
308	new	NSW	single	A	高端型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	16	14.84	A: max(整夜, 0.7×剩余)	19.36	21.31	4.72	12.69	10.23	19023	6747	12276
308	new	NSW	single	B	平衡型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	6.58	B: max(晚高峰, 0.55×剩余)	19.36	21.31	4.72	12.69	10.23	12933	4680	8253
308	new	NSW	single	C	经济型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	6.5	5.52	C: 晚高峰	19.36	21.31	4.72	12.69	10.23	9984	3666	6318
308	expansion	NSW	single	A	高端型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	16	14.84	A: max(整夜, 0.7×剩余)	12.32	21.31	4.72	12.69	4.06	17670	6162	11508
308	expansion	NSW	single	B	平衡型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	B: max(晚高峰, 0.55×剩余)	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
308	expansion	NSW	single	C	经济型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	C: 晚高峰	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
309	new	NSW	single	A	高端型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	16	14.84	A: max(整夜, 0.7×剩余)	8.80	21.31	4.72	12.69	1.45	17147	5889	11258
309	new	NSW	single	B	平衡型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	6.5	5.52	B: max(晚高峰, 0.55×剩余)	8.80	21.31	4.72	12.69	1.45	8108	2808	5300
309	new	NSW	single	C	经济型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	6.5	5.52	C: 晚高峰	8.80	21.31	4.72	12.69	1.45	8108	2808	5300
309	expansion	NSW	single	A	高端型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	16	14.84	A: max(整夜, 0.7×剩余)	3.52	21.31	4.72	12.69	0.00	16055	5460	10595
309	expansion	NSW	single	B	平衡型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	B: max(晚高峰, 0.55×剩余)	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
309	expansion	NSW	single	C	经济型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	C: 晚高峰	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
310	new	NSW	single	A	高端型	23.76	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
310	new	NSW	single	B	平衡型	23.76	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
310	new	NSW	single	C	经济型	23.76	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
310	expansion	NSW	single	A	高端型	15.40	JA Solar JAM72S30 550/MR	440	15.40	35	9	171	50	41.85	A: max(整夜, 0.7×剩余)	61.60	21.31	4.72	12.69	51.11	59495	21255	38240
310	expansion	NSW	single	B	平衡型	15.40	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
310	expansion	NSW	single	C	经济型	15.40	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
311	new	NSW	single	A	高端型	8.80	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	25	20.61	A: max(整夜, 0.7×剩余)	35.20	21.31	4.72	12.69	25.17	30555	10959	19596
311	new	NSW	single	B	平衡型	8.80	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	20	16.19	B: max(晚高峰, 0.55×剩余)	35.20	21.31	4.72	12.69	25.17	25797	9321	16476
311	new	NSW	single	C	经济型	8.80	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
311	expansion	NSW	single	A	高端型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	16	14.84	A: max(整夜, 0.7×剩余)	19.36	21.31	4.72	12.69	10.23	19023	6747	12276
311	expansion	NSW	single	B	平衡型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	6.58	B: max(晚高峰, 0.55×剩余)	19.36	21.31	4.72	12.69	10.23	12933	4680	8253
311	expansion	NSW	single	C	经济型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	6.5	5.52	C: 晚高峰	19.36	21.31	4.72	12.69	10.23	9984	3666	6318
312	new	NSW	single	A	高端型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	16	14.84	A: max(整夜, 0.7×剩余)	17.60	21.31	4.72	12.69	8.68	18762	6591	12171
312	new	NSW	single	B	平衡型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.58	B: max(晚高峰, 0.55×剩余)	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
312	new	NSW	single	C	经济型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.52	C: 晚高峰	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
312	expansion	NSW	single	A	高端型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	16	14.84	A: max(整夜, 0.7×剩余)	10.56	21.31	4.72	12.69	2.75	17408	6006	11402
312	expansion	NSW	single	B	平衡型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	B: max(晚高峰, 0.55×剩余)	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
312	expansion	NSW	single	C	经济型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	C: 晚高峰	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
313	new	NSW	single	A	高端型	20.24	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
313	new	NSW	single	B	平衡型	20.24	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
313	new	NSW	single	C	经济型	20.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
313	expansion	NSW	single	A	高端型	13.64	JA Solar JAM72S30 550/MR	440	13.64	31	8	171	40	36.12	A: max(整夜, 0.7×剩余)	54.56	21.31	4.72	12.69	44.12	48626	17433	31193
313	expansion	NSW	single	B	平衡型	13.64	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
313	expansion	NSW	single	C	经济型	13.64	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
314	new	NSW	single	A	高端型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	16	14.84	A: max(整夜, 0.7×剩余)	22.88	21.31	4.72	12.69	13.40	19854	7020	12834
314	new	NSW	single	B	平衡型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	8.62	B: max(晚高峰, 0.55×剩余)	22.88	21.31	4.72	12.69	13.40	13764	4953	8811
314	new	NSW	single	C	经济型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	6.5	5.52	C: 晚高峰	22.88	21.31	4.72	12.69	13.40	10814	3939	6875
314	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
314	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
314	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
315	new	NSW	single	A	高端型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	25	22.00	A: max(整夜, 0.7×剩余)	36.96	21.31	4.72	12.69	26.87	31124	11115	20009
315	new	NSW	single	B	平衡型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	17.29	B: max(晚高峰, 0.55×剩余)	36.96	21.31	4.72	12.69	26.87	26367	9477	16890
315	new	NSW	single	C	经济型	9.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
315	expansion	NSW	single	A	高端型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	16	14.84	A: max(整夜, 0.7×剩余)	22.88	21.31	4.72	12.69	13.40	19854	7020	12834
315	expansion	NSW	single	B	平衡型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	8.62	B: max(晚高峰, 0.55×剩余)	22.88	21.31	4.72	12.69	13.40	13764	4953	8811
315	expansion	NSW	single	C	经济型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	6.5	5.52	C: 晚高峰	22.88	21.31	4.72	12.69	13.40	10814	3939	6875
316	new	NSW	single	A	高端型	3.96	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	16	14.84	A: max(整夜, 0.7×剩余)	15.84	21.31	4.72	12.69	7.13	18500	6435	12065
316	new	NSW	single	B	平衡型	3.96	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	6.5	5.52	B: max(晚高峰, 0.55×剩余)	15.84	21.31	4.72	12.69	7.13	9461	3354	6107
316	new	NSW	single	C	经济型	3.96	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	6.5	5.52	C: 晚高峰	15.84	21.31	4.72	12.69	7.13	9461	3354	6107
316	expansion	NSW	single	A	高端型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	16	14.84	A: max(整夜, 0.7×剩余)	10.56	21.31	4.72	12.69	2.75	17408	6006	11402
316	expansion	NSW	single	B	平衡型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	B: max(晚高峰, 0.55×剩余)	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
316	expansion	NSW	single	C	经济型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	C: 晚高峰	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
317	new	NSW	single	A	高端型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	16	14.84	A: max(整夜, 0.7×剩余)	19.36	21.31	4.72	12.69	10.23	19023	6747	12276
317	new	NSW	single	B	平衡型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	6.58	B: max(晚高峰, 0.55×剩余)	19.36	21.31	4.72	12.69	10.23	12933	4680	8253
317	new	NSW	single	C	经济型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	6.5	5.52	C: 晚高峰	19.36	21.31	4.72	12.69	10.23	9984	3666	6318
317	expansion	NSW	single	A	高端型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	16	14.84	A: max(整夜, 0.7×剩余)	10.56	21.31	4.72	12.69	2.75	17408	6006	11402
317	expansion	NSW	single	B	平衡型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	B: max(晚高峰, 0.55×剩余)	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
317	expansion	NSW	single	C	经济型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	6.5	5.52	C: 晚高峰	10.56	21.31	4.72	12.69	2.75	8369	2925	5444
318	new	NSW	single	A	高端型	12.76	JA Solar JAM72S30 550/MR	440	12.76	29	8	160	40	33.30	A: max(整夜, 0.7×剩余)	51.04	21.31	4.72	12.69	40.67	48103	17121	30982
318	new	NSW	single	B	平衡型	12.76	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
318	new	NSW	single	C	经济型	12.76	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
318	expansion	NSW	single	A	高端型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	17.84	A: max(整夜, 0.7×剩余)	31.68	21.31	4.72	12.69	21.79	25274	9048	16226
318	expansion	NSW	single	B	平衡型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	16	14.02	B: max(晚高峰, 0.55×剩余)	31.68	21.31	4.72	12.69	21.79	21468	7722	13746
318	expansion	NSW	single	C	经济型	7.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
319	new	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
319	new	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
319	new	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
319	expansion	NSW	single	A	高端型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	16	14.84	A: max(整夜, 0.7×剩余)	7.04	21.31	4.72	12.69	0.44	16577	5733	10844
319	expansion	NSW	single	B	平衡型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
319	expansion	NSW	single	C	经济型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	C: 晚高峰	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
320	new	NSW	single	A	高端型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	16	14.84	A: max(整夜, 0.7×剩余)	22.88	21.31	4.72	12.69	13.40	19854	7020	12834
320	new	NSW	single	B	平衡型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	8.62	B: max(晚高峰, 0.55×剩余)	22.88	21.31	4.72	12.69	13.40	13764	4953	8811
320	new	NSW	single	C	经济型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	6.5	5.52	C: 晚高峰	22.88	21.31	4.72	12.69	13.40	10814	3939	6875
320	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
320	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
320	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
321	new	NSW	single	A	高端型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	16	14.84	A: max(整夜, 0.7×剩余)	3.52	21.31	4.72	12.69	0.00	16055	5460	10595
321	new	NSW	single	B	平衡型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	B: max(晚高峰, 0.55×剩余)	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
321	new	NSW	single	C	经济型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	C: 晚高峰	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
322	new	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
322	new	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
322	new	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
322	expansion	NSW	single	A	高端型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	16	14.84	A: max(整夜, 0.7×剩余)	7.04	21.31	4.72	12.69	0.44	16577	5733	10844
322	expansion	NSW	single	B	平衡型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
322	expansion	NSW	single	C	经济型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	C: 晚高峰	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
323	new	NSW	single	A	高端型	14.08	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	40	37.53	A: max(整夜, 0.7×剩余)	56.32	21.31	4.72	12.69	45.84	48888	17550	31338
323	new	NSW	single	B	平衡型	14.08	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
323	new	NSW	single	C	经济型	14.08	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
323	expansion	NSW	single	A	高端型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	25	22.00	A: max(整夜, 0.7×剩余)	36.96	21.31	4.72	12.69	26.87	31124	11115	20009
323	expansion	NSW	single	B	平衡型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	17.29	B: max(晚高峰, 0.55×剩余)	36.96	21.31	4.72	12.69	26.87	26367	9477	16890
323	expansion	NSW	single	C	经济型	9.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
324	new	NSW	single	A	高端型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	16	14.84	A: max(整夜, 0.7×剩余)	21.12	21.31	4.72	12.69	11.78	19284	6864	12420
324	new	NSW	single	B	平衡型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.58	B: max(晚高峰, 0.55×剩余)	21.12	21.31	4.72	12.69	11.78	13195	4797	8398
324	new	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
324	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
324	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
324	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
325	new	NSW	single	A	高端型	17.16	JA Solar JAM72S30 550/MR	440	17.16	39	10	172	50	47.61	A: max(整夜, 0.7×剩余)	68.64	21.31	4.72	12.69	58.15	60848	21840	39008
