house_id	calc_mode	state	phase	plan	plan_name	pv_model	pv_watt	pv_kw	panel_count	inverter_kw	ratio_percent	battery_nominal_kwh	battery_calculated_nominal_kwh	battery_is_standardized	battery_v4_bSurplus_used	battery_method	tax_total_aud	subsidy_aud	final_price_aud
1175	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24182	8619	15563
1175	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14287	5226	9061
1175	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1175	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
1175	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
1175	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
1176	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
1176	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
1176	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
1176	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21476	7488	13988
1176	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11580	4095	7485
1176	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	C: 晚高峰	11580	4095	7485
1177	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1177	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1177	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1177	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1177	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1177	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1179	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
1179	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
1179	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
1179	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19599	6630	12969
1179	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9704	3237	6467
1179	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	9.6	7.08	1	0.55	C: 晚高峰	9704	3237	6467
1180	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19599	6630	12969
1180	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9704	3237	6467
1180	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	9.6	7.08	1	0.55	C: 晚高峰	9704	3237	6467
1181	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	10.56	24	6	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	27151	9906	17245
1181	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
1181	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1181	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24444	8775	15669
1181	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14548	5382	9166
1181	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1182	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26628	9633	16995
1182	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	13.5	10.41	1	0.55	B: max(晚高峰, 0.55×剩余)	20443	7488	12955
1182	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1182	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
1182	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
1182	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
1183	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24444	8775	15669
1183	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14548	5382	9166
1183	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1183	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
1183	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
1183	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
1184	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1184	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1184	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1184	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	18.48	42	10	185	40	38.25	1	0.55	A: max(整夜, 0.8×剩余)	52117	18993	33124
1184	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1184	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1185	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26367	9477	16890
1185	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	10	9.65	1	0.55	B: max(晚高峰, 0.55×剩余)	16852	6201	10651
1185	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1185	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23660	8346	15314
1185	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	13764	4953	8811
1185	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	7.08	1	0.55	C: 晚高峰	13764	4953	8811
1186	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1186	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1186	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1186	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1186	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1186	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1187	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25797	9321	16476
1187	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	9.6	8.93	1	0.55	B: max(晚高峰, 0.55×剩余)	15902	5928	9974
1187	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1187	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23090	8190	14900
1187	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	13195	4797	8398
1187	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	C: 晚高峰	13195	4797	8398
1188	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20953	7215	13738
1188	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11057	3822	7235
1188	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	C: 晚高峰	11057	3822	7235
1188	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
1188	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
1188	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
1189	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
1189	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
1189	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
1189	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21214	7332	13882
1189	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11319	3939	7380
1189	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	C: 晚高峰	11319	3939	7380
1190	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
1190	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
1190	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
1191	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24182	8619	15563
1191	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14287	5226	9061
1191	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1191	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
1191	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
1191	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
1192	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.44	26	7	163	20	19.65	1	0.55	A: max(整夜, 0.8×剩余)	27981	10179	17802
1192	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
1192	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1192	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25274	9048	16226
1192	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	9.6	7.47	1	0.55	B: max(晚高峰, 0.55×剩余)	15379	5655	9724
1192	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1193	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	10.56	24	6	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	27151	9906	17245
1193	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
1193	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1193	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
1193	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
1193	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
1194	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	15.40	35	9	171	40	30.04	1	0.55	A: max(整夜, 0.8×剩余)	49980	17979	32001
1194	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1194	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1194	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26628	9633	16995
1194	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	13.5	10.41	1	0.55	B: max(晚高峰, 0.55×剩余)	20443	7488	12955
1194	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1195	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20383	7059	13324
1195	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	10488	3666	6822
1195	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	C: 晚高峰	10488	3666	6822
1195	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
1195	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
1195	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
1196	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26367	9477	16890
1196	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	10	9.65	1	0.55	B: max(晚高峰, 0.55×剩余)	16852	6201	10651
1196	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1196	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23090	8190	14900
1196	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	13195	4797	8398
1196	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	C: 晚高峰	13195	4797	8398
1197	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25274	9048	16226
1197	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	9.6	7.47	1	0.55	B: max(晚高峰, 0.55×剩余)	15379	5655	9724
1197	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1197	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
1197	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
1197	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
1198	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1198	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1198	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1198	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	17.16	39	10	172	40	34.72	1	0.55	A: max(整夜, 0.8×剩余)	51333	18564	32769
1198	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1198	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1199	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25536	9204	16332
1199	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	9.6	8.20	1	0.55	B: max(晚高峰, 0.55×剩余)	15640	5811	9829
1199	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1199	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23090	8190	14900
1199	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	13195	4797	8398
1199	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.08	1	0.55	C: 晚高峰	13195	4797	8398
1200	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1200	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1200	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1200	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1200	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1200	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1201	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
1201	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1201	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1201	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	16.72	38	10	167	40	33.54	1	0.55	A: max(整夜, 0.8×剩余)	51072	18408	32664
1201	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
1201	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
1202	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21737	7644	14093
1202	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11841	4251	7590
1202	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	9.6	7.08	1	0.55	C: 晚高峰	11841	4251	7590
1202	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20953	7215	13738
1202	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11057	3822	7235
1202	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	C: 晚高峰	11057	3822	7235
1203	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
1203	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
1203	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
1203	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21214	7332	13882
1203	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11319	3939	7380
1203	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	C: 晚高峰	11319	3939	7380
