house_id	calc_mode	state	phase	plan	plan_name	pv_model	pv_watt	pv_kw	panel_count	inverter_kw	ratio_percent	battery_nominal_kwh	battery_calculated_nominal_kwh	battery_is_standardized	battery_v4_bSurplus_used	battery_method	tax_total_aud	subsidy_aud	final_price_aud
1	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
1	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
1	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
2	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20383	7059	13324
2	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	10488	3666	6822
2	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	C: 晚高峰	10488	3666	6822
2	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
2	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
2	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
3	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25274	9048	16226
3	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	9.6	7.47	1	0.55	B: max(晚高峰, 0.55×剩余)	15379	5655	9724
3	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
3	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
3	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
3	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
4	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
4	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
4	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
4	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20953	7215	13738
4	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11057	3822	7235
4	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	C: 晚高峰	11057	3822	7235
5	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.88	27	7	170	25	20.81	1	0.55	A: max(整夜, 0.8×剩余)	33000	11973	21027
5	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
5	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
5	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25013	8931	16082
5	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	15118	5538	9580
5	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
6	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22306	7761	14545
6	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12411	4368	8043
6	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.96	9	3	132	9.6	7.08	1	0.55	C: 晚高峰	12411	4368	8043
6	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20953	7215	13738
6	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11057	3822	7235
6	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	9.6	7.08	1	0.55	C: 晚高峰	11057	3822	7235
8	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	18.48	42	10	185	40	38.25	1	0.55	A: max(整夜, 0.8×剩余)	52117	18993	33124
8	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
8	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
8	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	12.32	28	7	176	25	21.96	1	0.55	A: max(整夜, 0.8×剩余)	33262	12129	21133
8	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
8	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
9	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	30	26.58	1	0.55	A: max(整夜, 0.8×剩余)	39373	14313	25060
9	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
9	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
9	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25797	9321	16476
9	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	9.6	8.93	1	0.55	B: max(晚高峰, 0.55×剩余)	15902	5928	9974
9	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
10	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.44	26	7	163	20	19.65	1	0.55	A: max(整夜, 0.8×剩余)	27981	10179	17802
10	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
10	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
10	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25013	8931	16082
10	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	15118	5538	9580
10	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
11	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.00	25	7	157	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	27720	10062	17658
11	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
11	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
11	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24182	8619	15563
11	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14287	5226	9061
11	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
12	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23660	8346	15314
12	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	13764	4953	8811
12	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	7.08	1	0.55	C: 晚高峰	13764	4953	8811
12	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21476	7488	13988
12	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11580	4095	7485
12	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	C: 晚高峰	11580	4095	7485
13	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
13	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
13	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
13	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21214	7332	13882
13	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11319	3939	7380
13	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	C: 晚高峰	11319	3939	7380
15	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.44	26	7	163	20	19.65	1	0.55	A: max(整夜, 0.8×剩余)	27981	10179	17802
15	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
15	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
15	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	24444	8775	15669
15	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14548	5382	9166
15	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
16	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26628	9633	16995
16	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	13.5	10.41	1	0.55	B: max(晚高峰, 0.55×剩余)	20443	7488	12955
16	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
16	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
16	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
16	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
17	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21214	7332	13882
17	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11319	3939	7380
17	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	9.6	7.08	1	0.55	C: 晚高峰	11319	3939	7380
17	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20383	7059	13324
17	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	10488	3666	6822
17	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	C: 晚高峰	10488	3666	6822
18	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25274	9048	16226
18	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	9.6	7.47	1	0.55	B: max(晚高峰, 0.55×剩余)	15379	5655	9724
18	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
18	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
18	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
18	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
19	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	15.40	35	9	171	40	30.04	1	0.55	A: max(整夜, 0.8×剩余)	49980	17979	32001
19	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
19	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
19	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26628	9633	16995
19	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	13.5	10.41	1	0.55	B: max(晚高峰, 0.55×剩余)	20443	7488	12955
19	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
20	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25274	9048	16226
20	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	9.6	7.47	1	0.55	B: max(晚高峰, 0.55×剩余)	15379	5655	9724
20	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
20	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
20	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
20	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
21	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	20383	7059	13324
21	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	10488	3666	6822
21	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	9.6	7.08	1	0.55	C: 晚高峰	10488	3666	6822
21	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	19861	6786	13075
21	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	9965	3393	6572
21	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	9.6	7.08	1	0.55	C: 晚高峰	9965	3393	6572
22	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	26367	9477	16890
22	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	10	9.65	1	0.55	B: max(晚高峰, 0.55×剩余)	16852	6201	10651
22	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
22	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22568	7917	14651
22	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12672	4524	8148
22	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	9.6	7.08	1	0.55	C: 晚高峰	12672	4524	8148
23	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22829	8073	14756
23	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12933	4680	8253
23	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	7.08	1	0.55	C: 晚高峰	12933	4680	8253
23	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21476	7488	13988
23	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11580	4095	7485
23	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	C: 晚高峰	11580	4095	7485
24	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	30	26.58	1	0.55	A: max(整夜, 0.8×剩余)	39373	14313	25060
24	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
24	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
24	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25797	9321	16476
24	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	9.6	8.93	1	0.55	B: max(晚高峰, 0.55×剩余)	15902	5928	9974
24	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
25	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	14.52	33	9	161	30	27.73	1	0.55	A: max(整夜, 0.8×剩余)	39942	14469	25473
25	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
25	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
25	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25797	9321	16476
25	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	8.80	20	5	176	9.6	8.93	1	0.55	B: max(晚高峰, 0.55×剩余)	15902	5928	9974
25	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
26	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
26	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
26	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
26	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21737	7644	14093
26	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11841	4251	7590
26	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	9.6	7.08	1	0.55	C: 晚高峰	11841	4251	7590
27	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	42.32	1	0.55	A: max(整夜, 0.8×剩余)	62535	22737	39798
27	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
27	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
27	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	18.04	41	10	180	40	37.07	1	0.55	A: max(整夜, 0.8×剩余)	51856	18837	33019
27	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
27	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
28	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	17.16	39	10	172	40	34.72	1	0.55	A: max(整夜, 0.8×剩余)	51333	18564	32769
28	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	20	16.69	1	0.55	B: max(晚高峰, 0.55×剩余)	29335	10764	18571
28	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
28	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	11.00	25	7	157	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	27720	10062	17658
28	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	13.5	11.17	1	0.55	B: max(晚高峰, 0.55×剩余)	20705	7605	13100
28	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
29	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	23921	8502	15419
29	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	14025	5109	8916
29	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	9.6	7.08	1	0.55	C: 晚高峰	14025	5109	8916
29	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	21476	7488	13988
29	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	11580	4095	7485
29	expansion	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	9.6	7.08	1	0.55	C: 晚高峰	11580	4095	7485
30	new	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	25013	8931	16082
30	new	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	15118	5538	9580
30	new	NSW	single	C	经济型	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	9.6	7.08	1	0.55	C: 晚高峰	14287	5226	9061
30	expansion	NSW	single	A	高端型	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	20	19.05	1	0.55	A: max(整夜, 0.8×剩余)	22568	7917	14651
30	expansion	NSW	single	B	平衡型	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	9.6	7.08	1	0.55	B: max(晚高峰, 0.55×剩余)	12672	4524	8148
