项目类型,屋顶理论最大面板数量,方案,州领地,实际面板数量,光伏容量kW,逆变器功率kW,电池标称容量kWh,总投资成本AUD,电池更换成本AUD,年度用电量kWh,自用率百分比,回本周期月数,回本周期年数,贴现回本周期月数,贴现回本周期年数,IRR_20年
"新建系统","17","A","NT","15","6.60","9.6","22.22","18631.17","19220.30","10008","83.32","150.3","12.52","189.4","15.78","7.63%"
"新建系统","17","B","NSW","15","6.60","5","14.82","12591.27","12819.30","7778","70.02","119.4","9.95","139.3","11.61","12.04%"
"新建系统","17","B","VIC","15","6.60","5","14.82","12591.27","12819.30","6778","62.43","129.3","10.78","154.4","12.87","10.44%"
"新建系统","17","B","QLD","15","6.60","5","14.82","12591.27","12819.30","7270","68.00","121.9","10.16","143.1","11.92","11.62%"
"新建系统","17","B","SA","15","6.60","5","14.82","12591.27","12819.30","7129","65.50","125.3","10.45","148.0","12.33","11.09%"
"新建系统","17","B","WA","15","6.60","5","14.82","12591.27","12819.30","7634","68.66","121.2","10.10","141.8","11.81","11.76%"
"新建系统","17","B","TAS","15","6.60","5","14.82","12591.27","12819.30","10148","82.12","97.6","8.13","120.5","10.04","14.53%"
"新建系统","17","B","ACT","15","6.60","5","14.82","12591.27","12819.30","8632","74.23","110.8","9.23","132.1","11.01","12.91%"
"新建系统","17","B","NT","15","6.60","5","14.82","12591.27","12819.30","10008","82.62","96.9","8.07","119.8","9.98","14.63%"
"新建系统","17","C","NSW","15","6.60","4.4","6.45","7176.79","5583.23","7778","50.70","65.0","5.41","74.6","6.22","20.61%"
"新建系统","17","C","VIC","15","6.60","4.4","6.45","7176.79","5583.23","6778","47.40","69.1","5.76","80.2","6.69","19.44%"
"新建系统","17","C","QLD","15","6.60","4.4","6.45","7176.79","5583.23","7270","51.40","63.8","5.32","73.4","6.12","20.86%"
"新建系统","17","C","SA","15","6.60","4.4","6.45","7176.79","5583.23","7129","48.23","67.9","5.66","78.8","6.57","19.73%"
"新建系统","17","C","WA","15","6.60","4.4","6.45","7176.79","5583.23","7634","52.70","62.5","5.21","71.7","5.97","21.31%"
"新建系统","17","C","TAS","15","6.60","4.4","6.45","7176.79","5583.23","10148","58.91","56.2","4.69","63.6","5.30","23.49%"
"新建系统","17","C","ACT","15","6.60","4.4","6.45","7176.79","5583.23","8632","50.31","65.4","5.45","75.3","6.27","20.47%"
"新建系统","17","C","NT","15","6.60","4.4","6.45","7176.79","5583.23","10008","61.46","54.1","4.51","60.7","5.06","24.38%"
"新建系统","18","A","NSW","16","7.04","9.6","22.22","18750.24","19220.30","7778","66.50","166.0","13.83","219.0","18.25","5.85%"
"新建系统","18","A","VIC","16","7.04","9.6","22.22","18750.24","19220.30","6778","59.09","179.1","14.93","N/A","N/A","4.57%"
"新建系统","18","A","QLD","16","7.04","9.6","22.22","18750.24","19220.30","7270","63.87","170.2","14.18","227.8","18.98","5.40%"
"新建系统","18","A","SA","16","7.04","9.6","22.22","18750.24","19220.30","7129","62.26","173.4","14.45","233.6","19.47","5.12%"
"新建系统","18","A","WA","16","7.04","9.6","22.22","18750.24","19220.30","7634","65.23","168.1","14.01","223.1","18.59","5.63%"
"新建系统","18","A","TAS","16","7.04","9.6","22.22","18750.24","19220.30","10148","80.44","145.8","12.15","181.8","15.15","8.15%"
"新建系统","18","A","ACT","16","7.04","9.6","22.22","18750.24","19220.30","8632","71.66","157.9","13.16","203.7","16.97","6.72%"
"新建系统","18","A","NT","16","7.04","9.6","22.22","18750.24","19220.30","10008","79.82","146.6","12.21","183.2","15.27","8.05%"
"新建系统","18","B","NSW","16","7.04","5","14.82","12710.34","12819.30","7778","66.50","115.5","9.63","136.3","11.36","12.39%"
"新建系统","18","B","VIC","16","7.04","5","14.82","12710.34","12819.30","6778","59.09","127.2","10.60","151.2","12.60","10.74%"
"新建系统","18","B","QLD","16","7.04","5","14.82","12710.34","12819.30","7270","63.87","120.8","10.06","141.3","11.77","11.80%"
"新建系统","18","B","SA","16","7.04","5","14.82","12710.34","12819.30","7129","62.19","123.1","10.25","144.6","12.05","11.43%"
"新建系统","18","B","WA","16","7.04","5","14.82","12710.34","12819.30","7634","65.23","118.4","9.87","138.6","11.55","12.11%"
"新建系统","18","B","TAS","16","7.04","5","14.82","12710.34","12819.30","10148","78.38","94.7","7.89","116.1","9.68","14.96%"
"新建系统","18","B","ACT","16","7.04","5","14.82","12710.34","12819.30","8632","70.45","107.8","8.98","129.4","10.78","13.25%"
"新建系统","18","B","NT","16","7.04","5","14.82","12710.34","12819.30","10008","79.07","93.7","7.80","114.8","9.57","15.10%"
"新建系统","18","C","NSW","16","7.04","4.7","6.88","7680.70","5955.45","7778","49.01","67.2","5.60","77.8","6.48","19.95%"
"新建系统","18","C","VIC","16","7.04","4.7","6.88","7680.70","5955.45","6778","45.89","71.4","5.95","83.4","6.95","18.85%"
"新建系统","18","C","QLD","16","7.04","4.7","6.88","7680.70","5955.45","7270","49.63","66.4","5.53","76.5","6.37","20.17%"
"新建系统","18","C","SA","16","7.04","4.7","6.88","7680.70","5955.45","7129","46.66","70.3","5.86","81.9","6.83","19.12%"
"新建系统","18","C","WA","16","7.04","4.7","6.88","7680.70","5955.45","7634","50.91","64.9","5.41","74.6","6.21","20.62%"
"新建系统","18","C","TAS","16","7.04","4.7","6.88","7680.70","5955.45","10148","56.80","58.5","4.87","66.4","5.53","22.68%"
"新建系统","18","C","ACT","16","7.04","4.7","6.88","7680.70","5955.45","8632","48.66","67.6","5.63","78.4","6.53","19.83%"
"新建系统","18","C","NT","16","7.04","4.7","6.88","7680.70","5955.45","10008","59.18","56.1","4.68","63.5","5.29","23.52%"
"新建系统","19","A","NSW","17","7.48","9.6","22.22","18869.31","19220.30","7778","63.40","163.1","13.59","213.4","17.79","6.15%"
"新建系统","19","A","VIC","17","7.48","9.6","22.22","18869.31","19220.30","6778","56.06","176.3","14.69","N/A","N/A","4.82%"
"新建系统","19","A","QLD","17","7.48","9.6","22.22","18869.31","19220.30","7270","60.23","168.6","14.05","224.2","18.69","5.58%"
"新建系统","19","A","SA","17","7.48","9.6","22.22","18869.31","19220.30","7129","59.12","170.6","14.22","228.2","19.02","5.38%"
"新建系统","19","A","WA","17","7.48","9.6","22.22","18869.31","19220.30","7634","62.20","165.0","13.75","217.4","18.11","5.93%"
"新建系统","19","A","TAS","17","7.48","9.6","22.22","18869.31","19220.30","10148","77.32","142.8","11.90","176.5","14.71","8.55%"
"新建系统","19","A","ACT","17","7.48","9.6","22.22","18869.31","19220.30","8632","68.25","155.4","12.95","199.0","16.58","7.00%"
"新建系统","19","A","NT","17","7.48","9.6","22.22","18869.31","19220.30","10008","76.74","143.5","11.96","177.8","14.82","8.45%"
"新建系统","19","B","NSW","17","7.48","5","14.82","12829.41","12819.30","7778","63.18","112.8","9.40","133.7","11.14","12.67%"
"新建系统","19","B","VIC","17","7.48","5","14.82","12829.41","12819.30","6778","56.06","125.6","10.47","148.6","12.39","11.01%"
"新建系统","19","B","QLD","17","7.48","5","14.82","12829.41","12819.30","7270","60.23","119.5","9.96","139.5","11.62","11.99%"
"新建系统","19","B","SA","17","7.48","5","14.82","12829.41","12819.30","7129","58.97","121.3","10.11","142.1","11.84","11.70%"
"新建系统","19","B","WA","17","7.48","5","14.82","12829.41","12819.30","7634","62.17","114.8","9.57","135.7","11.31","12.44%"
"新建系统","19","B","TAS","17","7.48","5","14.82","12829.41","12819.30","10148","74.87","92.0","7.66","112.1","9.34","15.33%"
"新建系统","19","B","ACT","17","7.48","5","14.82","12829.41","12819.30","8632","66.84","105.3","8.77","127.3","10.61","13.52%"
"新建系统","19","B","NT","17","7.48","5","14.82","12829.41","12819.30","10008","75.61","91.0","7.58","110.4","9.20","15.50%"
"新建系统","19","C","NSW","17","7.48","5","7.32","8145.61","6327.66","7778","47.52","69.0","5.75","80.1","6.68","19.46%"
"新建系统","19","C","VIC","17","7.48","5","7.32","8145.61","6327.66","6778","44.59","73.1","6.09","85.8","7.15","18.42%"
"新建系统","19","C","QLD","17","7.48","5","7.32","8145.61","6327.66","7270","48.10","68.4","5.70","79.2","6.60","19.66%"
"新建系统","19","C","SA","17","7.48","5","7.32","8145.61","6327.66","7129","45.30","72.1","6.01","84.4","7.03","18.67%"
"新建系统","19","C","WA","17","7.48","5","7.32","8145.61","6327.66","7634","49.33","66.7","5.56","77.1","6.43","20.10%"
"新建系统","19","C","TAS","17","7.48","5","7.32","8145.61","6327.66","10148","54.96","60.2","5.02","68.6","5.71","22.08%"
"新建系统","19","C","ACT","17","7.48","5","7.32","8145.61","6327.66","8632","47.22","69.4","5.79","80.7","6.73","19.35%"
"新建系统","19","C","NT","17","7.48","5","7.32","8145.61","6327.66","10008","57.19","58.0","4.83","65.8","5.49","22.86%"
"新建系统","20","A","NSW","18","7.92","9.99","29.33","23572.66","25370.45","7778","60.51","197.7","16.47","N/A","N/A","3.01%"
"新建系统","20","A","VIC","18","7.92","9.99","29.33","23572.66","25370.45","6778","53.24","213.5","17.79","N/A","N/A","1.78%"
"新建系统","20","A","QLD","18","7.92","9.99","29.33","23572.66","25370.45","7270","57.00","204.9","17.08","N/A","N/A","2.42%"
"新建系统","20","A","SA","18","7.92","9.99","29.33","23572.66","25370.45","7129","56.25","206.6","17.22","N/A","N/A","2.29%"
"新建系统","20","A","WA","18","7.92","9.99","29.33","23572.66","25370.45","7634","59.22","200.1","16.67","N/A","N/A","2.79%"
"新建系统","20","A","TAS","18","7.92","9.99","29.33","23572.66","25370.45","10148","74.43","172.8","14.40","231.8","19.32","5.21%"
"新建系统","20","A","ACT","18","7.92","9.99","29.33","23572.66","25370.45","8632","65.22","188.3","15.69","N/A","N/A","3.77%"
"新建系统","20","A","NT","18","7.92","9.99","29.33","23572.66","25370.45","10008","73.73","174.0","14.50","234.1","19.51","5.10%"
"新建系统","20","B","NSW","18","7.92","7.22","17.33","15201.50","14990.45","7778","60.51","131.0","10.91","157.3","13.10","10.13%"
"新建系统","20","B","VIC","18","7.92","7.22","17.33","15201.50","14990.45","6778","53.24","142.3","11.86","176.0","14.67","8.55%"
"新建系统","20","B","QLD","18","7.92","7.22","17.33","15201.50","14990.45","7270","57.00","136.0","11.33","166.0","13.83","9.37%"
"新建系统","20","B","SA","18","7.92","7.22","17.33","15201.50","14990.45","7129","56.25","137.5","11.46","167.9","13.99","9.21%"
"新建系统","20","B","WA","18","7.92","7.22","17.33","15201.50","14990.45","7634","59.22","132.8","11.07","160.5","13.37","9.85%"
"新建系统","20","B","TAS","18","7.92","7.22","17.33","15201.50","14990.45","10148","74.06","109.5","9.12","131.2","10.94","12.98%"
"新建系统","20","B","ACT","18","7.92","7.22","17.33","15201.50","14990.45","8632","65.21","124.6","10.38","147.1","12.26","11.13%"
"新建系统","20","B","NT","18","7.92","7.22","17.33","15201.50","14990.45","10008","73.65","110.2","9.18","131.9","10.99","12.89%"
"新建系统","20","C","NSW","18","7.92","5.3","7.75","8649.51","6699.88","7778","46.16","71.1","5.93","83.0","6.92","18.93%"
"新建系统","20","C","VIC","18","7.92","5.3","7.75","8649.51","6699.88","6778","43.39","75.2","6.27","88.7","7.39","17.94%"
"新建系统","20","C","QLD","18","7.92","5.3","7.75","8649.51","6699.88","7270","46.70","70.4","5.87","82.0","6.84","19.12%"
"新建系统","20","C","SA","18","7.92","5.3","7.75","8649.51","6699.88","7129","44.06","74.1","6.18","87.2","7.26","18.18%"
"新建系统","20","C","WA","18","7.92","5.3","7.75","8649.51","6699.88","7634","47.88","68.7","5.72","79.7","6.64","19.54%"
"新建系统","20","C","TAS","18","7.92","5.3","7.75","8649.51","6699.88","10148","53.26","62.1","5.18","71.2","5.93","21.43%"
"新建系统","20","C","ACT","18","7.92","5.3","7.75","8649.51","6699.88","8632","45.91","71.5","5.96","83.5","6.96","18.84%"
"新建系统","20","C","NT","18","7.92","5.3","7.75","8649.51","6699.88","10008","55.36","60.0","5.00","68.2","5.68","22.16%"
"新建系统","21","A","NSW","18","7.92","9.99","29.33","23572.66","25370.45","7778","60.51","197.7","16.47","N/A","N/A","3.01%"
"新建系统","21","A","VIC","18","7.92","9.99","29.33","23572.66","25370.45","6778","53.24","213.5","17.79","N/A","N/A","1.78%"
"新建系统","21","A","QLD","18","7.92","9.99","29.33","23572.66","25370.45","7270","57.00","204.9","17.08","N/A","N/A","2.42%"
"新建系统","21","A","SA","18","7.92","9.99","29.33","23572.66","25370.45","7129","56.25","206.6","17.22","N/A","N/A","2.29%"
"新建系统","21","A","WA","18","7.92","9.99","29.33","23572.66","25370.45","7634","59.22","200.1","16.67","N/A","N/A","2.79%"
"新建系统","21","A","TAS","18","7.92","9.99","29.33","23572.66","25370.45","10148","74.43","172.8","14.40","231.8","19.32","5.21%"
"新建系统","21","A","ACT","18","7.92","9.99","29.33","23572.66","25370.45","8632","65.22","188.3","15.69","N/A","N/A","3.77%"
"新建系统","21","A","NT","18","7.92","9.99","29.33","23572.66","25370.45","10008","73.73","174.0","14.50","234.1","19.51","5.10%"
"新建系统","21","B","NSW","18","7.92","7.22","17.33","15201.50","14990.45","7778","60.51","131.0","10.91","157.3","13.10","10.13%"
"新建系统","21","B","VIC","18","7.92","7.22","17.33","15201.50","14990.45","6778","53.24","142.3","11.86","176.0","14.67","8.55%"
"新建系统","21","B","QLD","18","7.92","7.22","17.33","15201.50","14990.45","7270","57.00","136.0","11.33","166.0","13.83","9.37%"
"新建系统","21","B","SA","18","7.92","7.22","17.33","15201.50","14990.45","7129","56.25","137.5","11.46","167.9","13.99","9.21%"
"新建系统","21","B","WA","18","7.92","7.22","17.33","15201.50","14990.45","7634","59.22","132.8","11.07","160.5","13.37","9.85%"
"新建系统","21","B","TAS","18","7.92","7.22","17.33","15201.50","14990.45","10148","74.06","109.5","9.12","131.2","10.94","12.98%"
"新建系统","21","B","ACT","18","7.92","7.22","17.33","15201.50","14990.45","8632","65.21","124.6","10.38","147.1","12.26","11.13%"
"新建系统","21","B","NT","18","7.92","7.22","17.33","15201.50","14990.45","10008","73.65","110.2","9.18","131.9","10.99","12.89%"
"新建系统","21","C","NSW","18","7.92","5.3","7.75","8649.51","6699.88","7778","46.16","71.1","5.93","83.0","6.92","18.93%"
"新建系统","21","C","VIC","18","7.92","5.3","7.75","8649.51","6699.88","6778","43.39","75.2","6.27","88.7","7.39","17.94%"
"新建系统","21","C","QLD","18","7.92","5.3","7.75","8649.51","6699.88","7270","46.70","70.4","5.87","82.0","6.84","19.12%"
"新建系统","21","C","SA","18","7.92","5.3","7.75","8649.51","6699.88","7129","44.06","74.1","6.18","87.2","7.26","18.18%"
"新建系统","21","C","WA","18","7.92","5.3","7.75","8649.51","6699.88","7634","47.88","68.7","5.72","79.7","6.64","19.54%"
"新建系统","21","C","TAS","18","7.92","5.3","7.75","8649.51","6699.88","10148","53.26","62.1","5.18","71.2","5.93","21.43%"
"新建系统","21","C","ACT","18","7.92","5.3","7.75","8649.51","6699.88","8632","45.91","71.5","5.96","83.5","6.96","18.84%"
"新建系统","21","C","NT","18","7.92","5.3","7.75","8649.51","6699.88","10008","55.36","60.0","5.00","68.2","5.68","22.16%"
"新建系统","22","A","NSW","19","8.36","9.99","29.33","23691.73","25370.45","7778","57.72","195.0","16.25","N/A","N/A","3.21%"
"新建系统","22","A","VIC","19","8.36","9.99","29.33","23691.73","25370.45","6778","50.54","211.1","17.59","N/A","N/A","1.95%"
"新建系统","22","A","QLD","19","8.36","9.99","29.33","23691.73","25370.45","7270","54.10","202.9","16.91","N/A","N/A","2.58%"
"新建系统","22","A","SA","19","8.36","9.99","29.33","23691.73","25370.45","7129","53.60","204.0","17.00","N/A","N/A","2.50%"
"新建系统","22","A","WA","19","8.36","9.99","29.33","23691.73","25370.45","7634","56.49","197.7","16.47","N/A","N/A","3.00%"
"新建系统","22","A","TAS","19","8.36","9.99","29.33","23691.73","25370.45","10148","71.28","170.2","14.19","226.8","18.90","5.46%"
"新建系统","22","A","ACT","19","8.36","9.99","29.33","23691.73","25370.45","8632","62.52","185.6","15.46","N/A","N/A","4.03%"
"新建系统","22","A","NT","19","8.36","9.99","29.33","23691.73","25370.45","10008","70.58","171.4","14.28","229.0","19.08","5.35%"
"新建系统","22","B","NSW","19","8.36","7.22","17.33","15320.57","14990.45","7778","57.72","129.2","10.77","154.7","12.89","10.37%"
"新建系统","22","B","VIC","19","8.36","7.22","17.33","15320.57","14990.45","6778","50.54","140.7","11.72","173.8","14.48","8.73%"
"新建系统","22","B","QLD","19","8.36","7.22","17.33","15320.57","14990.45","7270","54.10","134.6","11.22","163.7","13.65","9.55%"
"新建系统","22","B","SA","19","8.36","7.22","17.33","15320.57","14990.45","7129","53.60","135.8","11.31","165.0","13.75","9.44%"
"新建系统","22","B","WA","19","8.36","7.22","17.33","15320.57","14990.45","7634","56.49","131.1","10.93","157.6","13.14","10.09%"
"新建系统","22","B","TAS","19","8.36","7.22","17.33","15320.57","14990.45","10148","70.93","107.1","8.92","128.8","10.73","13.27%"
"新建系统","22","B","ACT","19","8.36","7.22","17.33","15320.57","14990.45","8632","62.19","123.0","10.25","144.8","12.07","11.36%"
"新建系统","22","B","NT","19","8.36","7.22","17.33","15320.57","14990.45","10008","70.50","107.8","8.98","129.5","10.79","13.17%"
"新建系统","22","C","NSW","19","8.36","5.6","8.18","9114.42","7072.09","7778","44.94","72.7","6.06","85.1","7.09","18.52%"
"新建系统","22","C","VIC","19","8.36","5.6","8.18","9114.42","7072.09","6778","42.32","76.9","6.41","91.0","7.58","17.59%"
"新建系统","22","C","QLD","19","8.36","5.6","8.18","9114.42","7072.09","7270","45.46","72.0","6.00","84.2","7.01","18.71%"
"新建系统","22","C","SA","19","8.36","5.6","8.18","9114.42","7072.09","7129","42.95","75.8","6.32","89.6","7.46","17.81%"
"新建系统","22","C","WA","19","8.36","5.6","8.18","9114.42","7072.09","7634","46.59","70.4","5.87","82.0","6.83","19.11%"
"新建系统","22","C","TAS","19","8.36","5.6","8.18","9114.42","7072.09","10148","51.72","63.9","5.32","73.2","6.10","20.92%"
"新建系统","22","C","ACT","19","8.36","5.6","8.18","9114.42","7072.09","8632","44.74","73.0","6.08","85.6","7.13","18.45%"
"新建系统","22","C","NT","19","8.36","5.6","8.18","9114.42","7072.09","10008","53.73","61.5","5.12","70.4","5.87","21.63%"
"新建系统","23","A","NSW","20","8.80","9.99","29.33","23810.80","25370.45","7778","55.20","192.4","16.04","N/A","N/A","3.42%"
"新建系统","23","A","VIC","20","8.80","9.99","29.33","23810.80","25370.45","6778","48.11","209.0","17.42","N/A","N/A","2.12%"
"新建系统","23","A","QLD","20","8.80","9.99","29.33","23810.80","25370.45","7270","51.50","200.8","16.73","N/A","N/A","2.75%"
"新建系统","23","A","SA","20","8.80","9.99","29.33","23810.80","25370.45","7129","51.02","201.7","16.81","N/A","N/A","2.66%"
"新建系统","23","A","WA","20","8.80","9.99","29.33","23810.80","25370.45","7634","53.99","195.1","16.26","N/A","N/A","3.20%"
"新建系统","23","A","TAS","20","8.80","9.99","29.33","23810.80","25370.45","10148","68.41","167.9","14.00","222.2","18.52","5.70%"
"新建系统","23","A","ACT","20","8.80","9.99","29.33","23810.80","25370.45","8632","59.90","182.9","15.25","N/A","N/A","4.25%"
"新建系统","23","A","NT","20","8.80","9.99","29.33","23810.80","25370.45","10008","67.74","168.9","14.08","224.2","18.68","5.58%"
"新建系统","23","B","NSW","20","8.80","7.22","17.33","15439.64","14990.45","7778","55.20","127.6","10.63","152.1","12.67","10.60%"
"新建系统","23","B","VIC","20","8.80","7.22","17.33","15439.64","14990.45","6778","48.11","139.3","11.60","171.4","14.28","8.91%"
"新建系统","23","B","QLD","20","8.80","7.22","17.33","15439.64","14990.45","7270","51.50","133.4","11.12","161.5","13.46","9.72%"
"新建系统","23","B","SA","20","8.80","7.22","17.33","15439.64","14990.45","7129","51.02","134.3","11.19","162.9","13.57","9.61%"
"新建系统","23","B","WA","20","8.80","7.22","17.33","15439.64","14990.45","7634","53.99","129.5","10.79","155.2","12.94","10.31%"
"新建系统","23","B","TAS","20","8.80","7.22","17.33","15439.64","14990.45","10148","68.07","104.4","8.70","126.7","10.56","13.54%"
"新建系统","23","B","ACT","20","8.80","7.22","17.33","15439.64","14990.45","8632","59.45","121.5","10.13","142.7","11.90","11.58%"
"新建系统","23","B","NT","20","8.80","7.22","17.33","15439.64","14990.45","10008","67.66","105.2","8.77","127.3","10.61","13.45%"
"新建系统","23","C","NSW","20","8.80","5.9","8.61","9579.32","7444.31","7778","43.85","74.2","6.19","87.3","7.28","18.16%"
"新建系统","23","C","VIC","20","8.80","5.9","8.61","9579.32","7444.31","6778","41.36","78.5","6.54","93.1","7.75","17.27%"
"新建系统","23","C","QLD","20","8.80","5.9","8.61","9579.32","7444.31","7270","44.34","73.4","6.12","86.1","7.18","18.33%"
"新建系统","23","C","SA","20","8.80","5.9","8.61","9579.32","7444.31","7129","41.96","77.5","6.46","91.6","7.64","17.48%"
"新建系统","23","C","WA","20","8.80","5.9","8.61","9579.32","7444.31","7634","45.41","72.0","6.00","84.2","7.01","18.72%"
"新建系统","23","C","TAS","20","8.80","5.9","8.61","9579.32","7444.31","10148","50.34","65.5","5.46","75.3","6.28","20.46%"
"新建系统","23","C","ACT","20","8.80","5.9","8.61","9579.32","7444.31","8632","43.67","74.5","6.21","87.7","7.31","18.10%"
"新建系统","23","C","NT","20","8.80","5.9","8.61","9579.32","7444.31","10008","52.24","63.1","5.26","72.4","6.03","21.13%"
"新建系统","24","A","NSW","21","9.24","9.99","29.33","23929.87","25370.45","7778","52.76","190.4","15.86","N/A","N/A","3.59%"
"新建系统","24","A","VIC","21","9.24","9.99","29.33","23929.87","25370.45","6778","45.92","206.6","17.22","N/A","N/A","2.29%"
"新建系统","24","A","QLD","21","9.24","9.99","29.33","23929.87","25370.45","7270","49.14","198.6","16.55","N/A","N/A","2.91%"
"新建系统","24","A","SA","21","9.24","9.99","29.33","23929.87","25370.45","7129","48.69","199.6","16.63","N/A","N/A","2.82%"
"新建系统","24","A","WA","21","9.24","9.99","29.33","23929.87","25370.45","7634","51.52","193.1","16.09","N/A","N/A","3.36%"
"新建系统","24","A","TAS","21","9.24","9.99","29.33","23929.87","25370.45","10148","65.81","165.6","13.80","217.7","18.14","5.93%"
"新建系统","24","A","ACT","21","9.24","9.99","29.33","23929.87","25370.45","8632","57.40","180.7","15.06","N/A","N/A","4.44%"
"新建系统","24","A","NT","21","9.24","9.99","29.33","23929.87","25370.45","10008","65.17","166.7","13.89","219.9","18.32","5.82%"
"新建系统","24","B","NSW","21","9.24","7.22","17.33","15558.71","14990.45","7778","52.76","126.4","10.53","150.3","12.52","10.78%"
"新建系统","24","B","VIC","21","9.24","7.22","17.33","15558.71","14990.45","6778","45.92","138.0","11.50","169.0","14.08","9.09%"
"新建系统","24","B","QLD","21","9.24","7.22","17.33","15558.71","14990.45","7270","49.14","132.2","11.02","159.4","13.28","9.89%"
"新建系统","24","B","SA","21","9.24","7.22","17.33","15558.71","14990.45","7129","48.69","133.0","11.08","161.0","13.42","9.78%"
"新建系统","24","B","WA","21","9.24","7.22","17.33","15558.71","14990.45","7634","51.52","128.2","10.68","153.3","12.77","10.48%"
"新建系统","24","B","TAS","21","9.24","7.22","17.33","15558.71","14990.45","10148","65.23","102.7","8.56","125.1","10.42","13.75%"
"新建系统","24","B","ACT","21","9.24","7.22","17.33","15558.71","14990.45","8632","56.83","120.4","10.03","140.9","11.74","11.77%"
"新建系统","24","B","NT","21","9.24","7.22","17.33","15558.71","14990.45","10008","65.03","103.0","8.58","125.5","10.46","13.71%"
"新建系统","24","C","NSW","21","9.24","6.2","9.04","10083.23","7816.52","7778","42.86","76.1","6.34","89.9","7.49","17.76%"
"新建系统","24","C","VIC","21","9.24","6.2","9.04","10083.23","7816.52","6778","40.49","80.1","6.68","95.5","7.96","16.91%"
"新建系统","24","C","QLD","21","9.24","6.2","9.04","10083.23","7816.52","7270","43.32","75.1","6.25","88.6","7.38","17.93%"
"新建系统","24","C","SA","21","9.24","6.2","9.04","10083.23","7816.52","7129","41.06","79.2","6.60","94.0","7.84","17.12%"
"新建系统","24","C","WA","21","9.24","6.2","9.04","10083.23","7816.52","7634","44.34","73.6","6.14","86.5","7.21","18.29%"
"新建系统","24","C","TAS","21","9.24","6.2","9.04","10083.23","7816.52","10148","49.08","67.1","5.59","77.7","6.48","19.97%"
"新建系统","24","C","ACT","21","9.24","6.2","9.04","10083.23","7816.52","8632","42.70","76.3","6.36","90.2","7.52","17.71%"
"新建系统","24","C","NT","21","9.24","6.2","9.04","10083.23","7816.52","10008","50.90","64.9","5.41","74.6","6.22","20.61%"
"新建系统","25","A","NSW","22","9.68","9.99","29.33","24048.94","25370.45","7778","50.46","188.4","15.70","N/A","N/A","3.75%"
"新建系统","25","A","VIC","22","9.68","9.99","29.33","24048.94","25370.45","6778","43.92","204.4","17.04","N/A","N/A","2.45%"
"新建系统","25","A","QLD","22","9.68","9.99","29.33","24048.94","25370.45","7270","47.00","196.4","16.37","N/A","N/A","3.07%"
"新建系统","25","A","SA","22","9.68","9.99","29.33","24048.94","25370.45","7129","46.57","197.8","16.48","N/A","N/A","2.98%"
"新建系统","25","A","WA","22","9.68","9.99","29.33","24048.94","25370.45","7634","49.26","191.3","15.94","N/A","N/A","3.52%"
"新建系统","25","A","TAS","22","9.68","9.99","29.33","24048.94","25370.45","10148","63.44","163.3","13.61","213.4","17.79","6.16%"
"新建系统","25","A","ACT","22","9.68","9.99","29.33","24048.94","25370.45","8632","55.13","178.6","14.89","N/A","N/A","4.64%"
"新建系统","25","A","NT","22","9.68","9.99","29.33","24048.94","25370.45","10008","62.83","164.3","13.69","215.5","17.96","6.05%"
"新建系统","25","B","NSW","22","9.68","7.22","17.33","15677.78","14990.45","7778","50.46","125.4","10.45","148.7","12.39","10.95%"
"新建系统","25","B","VIC","22","9.68","7.22","17.33","15677.78","14990.45","6778","43.92","136.7","11.39","166.8","13.90","9.27%"
"新建系统","25","B","QLD","22","9.68","7.22","17.33","15677.78","14990.45","7270","47.00","131.1","10.92","157.5","13.13","10.06%"
"新建系统","25","B","SA","22","9.68","7.22","17.33","15677.78","14990.45","7129","46.57","131.8","10.98","158.9","13.24","9.96%"
"新建系统","25","B","WA","22","9.68","7.22","17.33","15677.78","14990.45","7634","49.26","127.1","10.59","151.5","12.62","10.64%"
"新建系统","25","B","TAS","22","9.68","7.22","17.33","15677.78","14990.45","10148","62.62","101.1","8.42","123.5","10.29","13.95%"
"新建系统","25","B","ACT","22","9.68","7.22","17.33","15677.78","14990.45","8632","54.35","119.0","9.91","139.4","11.62","11.92%"
"新建系统","25","B","NT","22","9.68","7.22","17.33","15677.78","14990.45","10008","62.42","101.5","8.46","123.9","10.33","13.90%"
"新建系统","25","C","NSW","22","9.68","6.5","9.47","10548.14","8188.74","7778","41.96","77.5","6.46","91.7","7.64","17.46%"
"新建系统","25","C","VIC","22","9.68","6.5","9.47","10548.14","8188.74","6778","39.69","81.5","6.79","97.2","8.10","16.65%"
"新建系统","25","C","QLD","22","9.68","6.5","9.47","10548.14","8188.74","7270","42.40","76.5","6.38","90.7","7.56","17.62%"
"新建系统","25","C","SA","22","9.68","6.5","9.47","10548.14","8188.74","7129","40.24","80.5","6.71","95.9","7.99","16.85%"
"新建系统","25","C","WA","22","9.68","6.5","9.47","10548.14","8188.74","7634","43.38","75.1","6.25","88.5","7.38","17.97%"
"新建系统","25","C","TAS","22","9.68","6.5","9.47","10548.14","8188.74","10148","47.92","68.5","5.71","79.5","6.62","19.59%"
"新建系统","25","C","ACT","22","9.68","6.5","9.47","10548.14","8188.74","8632","41.82","77.8","6.48","92.0","7.67","17.42%"
"新建系统","25","C","NT","22","9.68","6.5","9.47","10548.14","8188.74","10008","49.66","66.3","5.53","76.6","6.38","20.20%"
