项目类型,屋顶理论最大面板数量,方案,州领地,实际面板数量,光伏容量kW,逆变器功率kW,电池标称容量kWh,总投资成本AUD,电池更换成本AUD,年度用电量kWh,自用率百分比,回本周期月数,回本周期年数,贴现回本周期月数,贴现回本周期年数,IRR_20年
"新建系统","96","A","NSW","86","37.84","19.5","50.32","47706.44","43526.80","7778","13.47","189.2","15.76","N/A","N/A","3.61%"
"新建系统","96","A","VIC","86","37.84","19.5","50.32","47706.44","43526.80","6778","11.74","197.8","16.49","N/A","N/A","2.91%"
"新建系统","96","A","QLD","86","37.84","19.5","50.32","47706.44","43526.80","7270","12.59","193.3","16.11","N/A","N/A","3.25%"
"新建系统","96","A","SA","86","37.84","19.5","50.32","47706.44","43526.80","7129","12.35","194.5","16.21","N/A","N/A","3.15%"
"新建系统","96","A","WA","86","37.84","19.5","50.32","47706.44","43526.80","7634","13.21","190.4","15.87","N/A","N/A","3.50%"
"新建系统","96","A","TAS","86","37.84","19.5","50.32","47706.44","43526.80","10148","17.51","171.6","14.30","232.2","19.35","5.17%"
"新建系统","96","A","ACT","86","37.84","19.5","50.32","47706.44","43526.80","8632","14.93","182.3","15.19","N/A","N/A","4.18%"
"新建系统","96","A","NT","86","37.84","19.5","50.32","47706.44","43526.80","10008","17.27","172.6","14.39","234.3","19.53","5.08%"
"新建系统","96","B","NSW","86","37.84","15","41.93","41106.35","36269.45","7778","13.47","164.8","13.73","218.8","18.23","5.83%"
"新建系统","96","B","VIC","86","37.84","15","41.93","41106.35","36269.45","6778","11.74","172.4","14.36","234.5","19.54","5.07%"
"新建系统","96","B","QLD","86","37.84","15","41.93","41106.35","36269.45","7270","12.59","168.5","14.04","226.6","18.88","5.44%"
"新建系统","96","B","SA","86","37.84","15","41.93","41106.35","36269.45","7129","12.35","169.5","14.12","228.6","19.05","5.34%"
"新建系统","96","B","WA","86","37.84","15","41.93","41106.35","36269.45","7634","13.21","165.9","13.82","221.1","18.43","5.71%"
"新建系统","96","B","TAS","86","37.84","15","41.93","41106.35","36269.45","10148","17.51","149.2","12.43","189.6","15.80","7.53%"
"新建系统","96","B","ACT","86","37.84","15","41.93","41106.35","36269.45","8632","14.93","158.6","13.22","207.2","17.27","6.45%"
"新建系统","96","B","NT","86","37.84","15","41.93","41106.35","36269.45","10008","17.27","150.1","12.51","191.2","15.93","7.43%"
"新建系统","96","C","NSW","86","37.84","25.3","37.01","41192.93","32010.52","7778","13.47","157.0","13.08","206.0","17.17","6.48%"
"新建系统","96","C","VIC","86","37.84","25.3","37.01","41192.93","32010.52","6778","11.74","164.6","13.71","220.5","18.37","5.72%"
"新建系统","96","C","QLD","86","37.84","25.3","37.01","41192.93","32010.52","7270","12.59","160.6","13.38","213.3","17.78","6.09%"
"新建系统","96","C","SA","86","37.84","25.3","37.01","41192.93","32010.52","7129","12.35","161.9","13.49","215.3","17.94","5.99%"
"新建系统","96","C","WA","86","37.84","25.3","37.01","41192.93","32010.52","7634","13.21","158.0","13.17","208.1","17.34","6.37%"
"新建系统","96","C","TAS","86","37.84","25.3","37.01","41192.93","32010.52","10148","17.51","142.2","11.85","178.9","14.91","8.19%"
"新建系统","96","C","ACT","86","37.84","25.3","37.01","41192.93","32010.52","8632","14.93","151.4","12.62","195.3","16.27","7.11%"
"新建系统","96","C","NT","86","37.84","25.3","37.01","41192.93","32010.52","10008","17.27","143.0","11.92","180.3","15.03","8.09%"
"新建系统","97","A","NSW","87","38.28","19.5","50.32","47825.51","43526.80","7778","13.31","188.3","15.69","N/A","N/A","3.68%"
"新建系统","97","A","VIC","87","38.28","19.5","50.32","47825.51","43526.80","6778","11.60","196.8","16.40","N/A","N/A","2.98%"
"新建系统","97","A","QLD","87","38.28","19.5","50.32","47825.51","43526.80","7270","12.44","192.5","16.04","N/A","N/A","3.32%"
"新建系统","97","A","SA","87","38.28","19.5","50.32","47825.51","43526.80","7129","12.21","193.6","16.13","N/A","N/A","3.23%"
"新建系统","97","A","WA","87","38.28","19.5","50.32","47825.51","43526.80","7634","13.06","189.5","15.79","N/A","N/A","3.57%"
"新建系统","97","A","TAS","87","38.28","19.5","50.32","47825.51","43526.80","10148","17.32","170.8","14.24","230.7","19.23","5.24%"
"新建系统","97","A","ACT","87","38.28","19.5","50.32","47825.51","43526.80","8632","14.76","181.5","15.12","N/A","N/A","4.25%"
"新建系统","97","A","NT","87","38.28","19.5","50.32","47825.51","43526.80","10008","17.07","171.9","14.32","232.8","19.40","5.15%"
"新建系统","97","B","NSW","87","38.28","15","41.93","41225.42","36269.45","7778","13.31","164.0","13.67","217.4","18.11","5.90%"
"新建系统","97","B","VIC","87","38.28","15","41.93","41225.42","36269.45","6778","11.60","171.5","14.29","232.8","19.40","5.14%"
"新建系统","97","B","QLD","87","38.28","15","41.93","41225.42","36269.45","7270","12.44","167.8","13.98","225.1","18.76","5.52%"
"新建系统","97","B","SA","87","38.28","15","41.93","41225.42","36269.45","7129","12.21","168.7","14.06","227.2","18.93","5.41%"
"新建系统","97","B","WA","87","38.28","15","41.93","41225.42","36269.45","7634","13.06","165.1","13.76","219.5","18.29","5.79%"
"新建系统","97","B","TAS","87","38.28","15","41.93","41225.42","36269.45","10148","17.32","148.6","12.38","188.6","15.71","7.60%"
"新建系统","97","B","ACT","87","38.28","15","41.93","41225.42","36269.45","8632","14.76","157.9","13.16","205.9","17.16","6.52%"
"新建系统","97","B","NT","87","38.28","15","41.93","41225.42","36269.45","10008","17.07","149.5","12.46","190.1","15.85","7.50%"
"新建系统","97","C","NSW","87","38.28","25.6","37.44","41657.84","32382.74","7778","13.31","157.6","13.13","207.2","17.26","6.41%"
"新建系统","97","C","VIC","87","38.28","25.6","37.44","41657.84","32382.74","6778","11.60","165.2","13.76","221.8","18.48","5.66%"
"新建系统","97","C","QLD","87","38.28","25.6","37.44","41657.84","32382.74","7270","12.44","161.3","13.44","214.5","17.87","6.03%"
"新建系统","97","C","SA","87","38.28","25.6","37.44","41657.84","32382.74","7129","12.21","162.5","13.54","216.4","18.03","5.93%"
"新建系统","97","C","WA","87","38.28","25.6","37.44","41657.84","32382.74","7634","13.06","158.6","13.22","209.3","17.45","6.30%"
"新建系统","97","C","TAS","87","38.28","25.6","37.44","41657.84","32382.74","10148","17.32","142.8","11.90","180.0","15.00","8.11%"
"新建系统","97","C","ACT","87","38.28","25.6","37.44","41657.84","32382.74","8632","14.76","152.0","12.67","196.5","16.38","7.04%"
"新建系统","97","C","NT","87","38.28","25.6","37.44","41657.84","32382.74","10008","17.07","143.7","11.97","181.3","15.11","8.01%"
"新建系统","98","A","NSW","88","38.72","19.5","50.32","47944.58","43526.80","7778","13.16","187.5","15.62","N/A","N/A","3.75%"
"新建系统","98","A","VIC","88","38.72","19.5","50.32","47944.58","43526.80","6778","11.47","195.8","16.31","N/A","N/A","3.05%"
"新建系统","98","A","QLD","88","38.72","19.5","50.32","47944.58","43526.80","7270","12.30","191.7","15.97","N/A","N/A","3.40%"
"新建系统","98","A","SA","88","38.72","19.5","50.32","47944.58","43526.80","7129","12.07","192.7","16.06","N/A","N/A","3.30%"
"新建系统","98","A","WA","88","38.72","19.5","50.32","47944.58","43526.80","7634","12.91","188.7","15.72","N/A","N/A","3.65%"
"新建系统","98","A","TAS","88","38.72","19.5","50.32","47944.58","43526.80","10148","17.12","170.1","14.18","229.4","19.11","5.30%"
"新建系统","98","A","ACT","88","38.72","19.5","50.32","47944.58","43526.80","8632","14.59","180.7","15.06","N/A","N/A","4.32%"
"新建系统","98","A","NT","88","38.72","19.5","50.32","47944.58","43526.80","10008","16.88","171.1","14.26","231.3","19.28","5.21%"
"新建系统","98","B","NSW","88","38.72","15","41.93","41344.49","36269.45","7778","13.16","163.3","13.61","216.1","18.01","5.97%"
"新建系统","98","B","VIC","88","38.72","15","41.93","41344.49","36269.45","6778","11.47","170.6","14.22","231.0","19.25","5.22%"
"新建系统","98","B","QLD","88","38.72","15","41.93","41344.49","36269.45","7270","12.30","167.1","13.92","223.6","18.64","5.59%"
"新建系统","98","B","SA","88","38.72","15","41.93","41344.49","36269.45","7129","12.07","168.1","14.00","225.7","18.81","5.49%"
"新建系统","98","B","WA","88","38.72","15","41.93","41344.49","36269.45","7634","12.91","164.4","13.70","218.1","18.17","5.86%"
"新建系统","98","B","TAS","88","38.72","15","41.93","41344.49","36269.45","10148","17.12","147.9","12.33","187.6","15.63","7.66%"
"新建系统","98","B","ACT","88","38.72","15","41.93","41344.49","36269.45","8632","14.59","157.2","13.10","204.7","17.06","6.59%"
"新建系统","98","B","NT","88","38.72","15","41.93","41344.49","36269.45","10008","16.88","148.8","12.40","189.1","15.76","7.56%"
"新建系统","98","C","NSW","88","38.72","25.9","37.87","42161.75","32754.95","7778","13.16","158.3","13.19","208.6","17.38","6.34%"
"新建系统","98","C","VIC","88","38.72","25.9","37.87","42161.75","32754.95","6778","11.47","165.8","13.82","223.1","18.59","5.60%"
"新建系统","98","C","QLD","88","38.72","25.9","37.87","42161.75","32754.95","7270","12.30","162.1","13.51","215.7","17.97","5.96%"
"新建系统","98","C","SA","88","38.72","25.9","37.87","42161.75","32754.95","7129","12.07","163.2","13.60","217.6","18.13","5.86%"
"新建系统","98","C","WA","88","38.72","25.9","37.87","42161.75","32754.95","7634","12.91","159.3","13.28","210.7","17.55","6.23%"
"新建系统","98","C","TAS","88","38.72","25.9","37.87","42161.75","32754.95","10148","17.12","143.5","11.96","181.1","15.09","8.03%"
"新建系统","98","C","ACT","88","38.72","25.9","37.87","42161.75","32754.95","8632","14.59","152.7","12.72","197.9","16.49","6.96%"
"新建系统","98","C","NT","88","38.72","25.9","37.87","42161.75","32754.95","10008","16.88","144.3","12.03","182.6","15.21","7.93%"
"新建系统","99","A","NSW","89","39.16","19.5","50.32","48063.65","43526.80","7778","13.02","186.6","15.55","N/A","N/A","3.82%"
"新建系统","99","A","VIC","89","39.16","19.5","50.32","48063.65","43526.80","6778","11.34","194.8","16.23","N/A","N/A","3.13%"
"新建系统","99","A","QLD","89","39.16","19.5","50.32","48063.65","43526.80","7270","12.16","190.8","15.90","N/A","N/A","3.47%"
"新建系统","99","A","SA","89","39.16","19.5","50.32","48063.65","43526.80","7129","11.93","191.9","15.99","N/A","N/A","3.37%"
"新建系统","99","A","WA","89","39.16","19.5","50.32","48063.65","43526.80","7634","12.77","187.8","15.65","N/A","N/A","3.72%"
"新建系统","99","A","TAS","89","39.16","19.5","50.32","48063.65","43526.80","10148","16.93","169.4","14.12","228.1","19.01","5.37%"
"新建系统","99","A","ACT","89","39.16","19.5","50.32","48063.65","43526.80","8632","14.43","180.0","15.00","N/A","N/A","4.39%"
"新建系统","99","A","NT","89","39.16","19.5","50.32","48063.65","43526.80","10008","16.70","170.4","14.20","229.9","19.16","5.28%"
"新建系统","99","B","NSW","89","39.16","15","41.93","41463.56","36269.45","7778","13.02","162.6","13.55","214.8","17.90","6.04%"
"新建系统","99","B","VIC","89","39.16","15","41.93","41463.56","36269.45","6778","11.34","169.8","14.15","229.4","19.12","5.30%"
"新建系统","99","B","QLD","89","39.16","15","41.93","41463.56","36269.45","7270","12.16","166.4","13.86","222.0","18.50","5.66%"
"新建系统","99","B","SA","89","39.16","15","41.93","41463.56","36269.45","7129","11.93","167.3","13.94","224.2","18.68","5.56%"
"新建系统","99","B","WA","89","39.16","15","41.93","41463.56","36269.45","7634","12.77","163.6","13.64","216.7","18.06","5.93%"
"新建系统","99","B","TAS","89","39.16","15","41.93","41463.56","36269.45","10148","16.93","147.3","12.27","186.6","15.55","7.73%"
"新建系统","99","B","ACT","89","39.16","15","41.93","41463.56","36269.45","8632","14.43","156.6","13.05","203.6","16.97","6.66%"
"新建系统","99","B","NT","89","39.16","15","41.93","41463.56","36269.45","10008","16.70","148.2","12.35","188.0","15.67","7.63%"
"新建系统","99","C","NSW","89","39.16","26.2","38.30","42626.65","33127.17","7778","13.02","158.8","13.24","209.8","17.48","6.28%"
"新建系统","99","C","VIC","89","39.16","26.2","38.30","42626.65","33127.17","6778","11.34","166.4","13.86","224.2","18.68","5.54%"
"新建系统","99","C","QLD","89","39.16","26.2","38.30","42626.65","33127.17","7270","12.16","162.7","13.56","216.7","18.06","5.91%"
"新建系统","99","C","SA","89","39.16","26.2","38.30","42626.65","33127.17","7129","11.93","163.7","13.64","218.7","18.22","5.80%"
"新建系统","99","C","WA","89","39.16","26.2","38.30","42626.65","33127.17","7634","12.77","160.0","13.33","211.8","17.65","6.17%"
"新建系统","99","C","TAS","89","39.16","26.2","38.30","42626.65","33127.17","10148","16.93","144.1","12.01","182.2","15.18","7.95%"
"新建系统","99","C","ACT","89","39.16","26.2","38.30","42626.65","33127.17","8632","14.43","153.3","12.78","199.0","16.58","6.89%"
"新建系统","99","C","NT","89","39.16","26.2","38.30","42626.65","33127.17","10008","16.70","144.9","12.07","183.7","15.31","7.85%"
"新建系统","100","A","NSW","90","39.60","19.5","50.32","48182.72","43526.80","7778","12.87","185.8","15.48","N/A","N/A","3.89%"
"新建系统","100","A","VIC","90","39.60","19.5","50.32","48182.72","43526.80","6778","11.22","193.9","16.15","N/A","N/A","3.20%"
"新建系统","100","A","QLD","90","39.60","19.5","50.32","48182.72","43526.80","7270","12.03","190.0","15.83","N/A","N/A","3.54%"
"新建系统","100","A","SA","90","39.60","19.5","50.32","48182.72","43526.80","7129","11.80","191.1","15.92","N/A","N/A","3.44%"
"新建系统","100","A","WA","90","39.60","19.5","50.32","48182.72","43526.80","7634","12.63","187.0","15.58","N/A","N/A","3.79%"
"新建系统","100","A","TAS","90","39.60","19.5","50.32","48182.72","43526.80","10148","16.75","168.8","14.07","226.8","18.90","5.43%"
"新建系统","100","A","ACT","90","39.60","19.5","50.32","48182.72","43526.80","8632","14.27","179.3","14.94","N/A","N/A","4.46%"
"新建系统","100","A","NT","90","39.60","19.5","50.32","48182.72","43526.80","10008","16.51","169.7","14.14","228.6","19.05","5.34%"
"新建系统","100","B","NSW","90","39.60","15","41.93","41582.63","36269.45","7778","12.87","161.9","13.49","213.4","17.79","6.11%"
"新建系统","100","B","VIC","90","39.60","15","41.93","41582.63","36269.45","6778","11.22","169.1","14.09","228.0","19.00","5.37%"
"新建系统","100","B","QLD","90","39.60","15","41.93","41582.63","36269.45","7270","12.03","165.6","13.80","220.3","18.36","5.74%"
"新建系统","100","B","SA","90","39.60","15","41.93","41582.63","36269.45","7129","11.80","166.6","13.88","222.7","18.56","5.63%"
"新建系统","100","B","WA","90","39.60","15","41.93","41582.63","36269.45","7634","12.63","162.9","13.58","215.5","17.95","6.00%"
"新建系统","100","B","TAS","90","39.60","15","41.93","41582.63","36269.45","10148","16.75","146.7","12.22","185.6","15.47","7.79%"
"新建系统","100","B","ACT","90","39.60","15","41.93","41582.63","36269.45","8632","14.27","156.0","13.00","202.5","16.87","6.73%"
"新建系统","100","B","NT","90","39.60","15","41.93","41582.63","36269.45","10008","16.51","147.6","12.30","187.1","15.59","7.69%"
"新建系统","100","C","NSW","90","39.60","26.4","38.73","43060.76","33499.39","7778","12.87","159.4","13.28","210.8","17.56","6.23%"
"新建系统","100","C","VIC","90","39.60","26.4","38.73","43060.76","33499.39","6778","11.22","166.9","13.90","225.1","18.76","5.49%"
"新建系统","100","C","QLD","90","39.60","26.4","38.73","43060.76","33499.39","7270","12.03","163.3","13.61","217.6","18.13","5.85%"
"新建系统","100","C","SA","90","39.60","26.4","38.73","43060.76","33499.39","7129","11.80","164.2","13.69","219.7","18.31","5.75%"
"新建系统","100","C","WA","90","39.60","26.4","38.73","43060.76","33499.39","7634","12.63","160.5","13.38","212.7","17.73","6.12%"
"新建系统","100","C","TAS","90","39.60","26.4","38.73","43060.76","33499.39","10148","16.75","144.6","12.05","183.2","15.27","7.88%"
"新建系统","100","C","ACT","90","39.60","26.4","38.73","43060.76","33499.39","8632","14.27","153.9","12.82","199.9","16.66","6.84%"
"新建系统","100","C","NT","90","39.60","26.4","38.73","43060.76","33499.39","10008","16.51","145.4","12.12","184.8","15.40","7.79%"
"储能扩容","2","A","NSW","1","0.44","8","22.44","14058.66","19410.60","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","VIC","1","0.44","8","22.44","14058.66","19410.60","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","QLD","1","0.44","8","22.44","14058.66","19410.60","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","SA","1","0.44","8","22.44","14058.66","19410.60","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","WA","1","0.44","8","22.44","14058.66","19410.60","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","TAS","1","0.44","8","22.44","14058.66","19410.60","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","ACT","1","0.44","8","22.44","14058.66","19410.60","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","A","NT","1","0.44","8","22.44","14058.66","19410.60","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","NSW","1","0.44","5","15.00","9397.50","12975.00","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","VIC","1","0.44","5","15.00","9397.50","12975.00","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","QLD","1","0.44","5","15.00","9397.50","12975.00","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","SA","1","0.44","5","15.00","9397.50","12975.00","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","WA","1","0.44","5","15.00","9397.50","12975.00","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","TAS","1","0.44","5","15.00","9397.50","12975.00","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","ACT","1","0.44","5","15.00","9397.50","12975.00","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","B","NT","1","0.44","5","15.00","9397.50","12975.00","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","2","C","NSW","1","0.44","0.3","0.43","292.44","372.22","7778","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","VIC","1","0.44","0.3","0.43","292.44","372.22","6778","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","QLD","1","0.44","0.3","0.43","292.44","372.22","7270","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","SA","1","0.44","0.3","0.43","292.44","372.22","7129","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","WA","1","0.44","0.3","0.43","292.44","372.22","7634","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","TAS","1","0.44","0.3","0.43","292.44","372.22","10148","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","ACT","1","0.44","0.3","0.43","292.44","372.22","8632","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","2","C","NT","1","0.44","0.3","0.43","292.44","372.22","10008","97.00","21.8","1.82","22.8","1.90","57.99%"
"储能扩容","3","A","NSW","2","0.88","8","22.44","14058.66","19410.60","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","VIC","2","0.88","8","22.44","14058.66","19410.60","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","QLD","2","0.88","8","22.44","14058.66","19410.60","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","SA","2","0.88","8","22.44","14058.66","19410.60","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","WA","2","0.88","8","22.44","14058.66","19410.60","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","TAS","2","0.88","8","22.44","14058.66","19410.60","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","ACT","2","0.88","8","22.44","14058.66","19410.60","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","A","NT","2","0.88","8","22.44","14058.66","19410.60","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","NSW","2","0.88","5","15.00","9397.50","12975.00","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","VIC","2","0.88","5","15.00","9397.50","12975.00","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","QLD","2","0.88","5","15.00","9397.50","12975.00","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","SA","2","0.88","5","15.00","9397.50","12975.00","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","WA","2","0.88","5","15.00","9397.50","12975.00","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","TAS","2","0.88","5","15.00","9397.50","12975.00","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","ACT","2","0.88","5","15.00","9397.50","12975.00","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","B","NT","2","0.88","5","15.00","9397.50","12975.00","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","3","C","NSW","2","0.88","0.6","0.86","545.87","744.43","7778","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","VIC","2","0.88","0.6","0.86","545.87","744.43","6778","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","QLD","2","0.88","0.6","0.86","545.87","744.43","7270","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","SA","2","0.88","0.6","0.86","545.87","744.43","7129","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","WA","2","0.88","0.6","0.86","545.87","744.43","7634","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","TAS","2","0.88","0.6","0.86","545.87","744.43","10148","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","ACT","2","0.88","0.6","0.86","545.87","744.43","8632","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","3","C","NT","2","0.88","0.6","0.86","545.87","744.43","10008","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","A","NSW","2","0.88","8","22.44","14058.66","19410.60","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","VIC","2","0.88","8","22.44","14058.66","19410.60","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","QLD","2","0.88","8","22.44","14058.66","19410.60","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","SA","2","0.88","8","22.44","14058.66","19410.60","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","WA","2","0.88","8","22.44","14058.66","19410.60","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","TAS","2","0.88","8","22.44","14058.66","19410.60","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","ACT","2","0.88","8","22.44","14058.66","19410.60","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","A","NT","2","0.88","8","22.44","14058.66","19410.60","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","NSW","2","0.88","5","15.00","9397.50","12975.00","7778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","VIC","2","0.88","5","15.00","9397.50","12975.00","6778","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","QLD","2","0.88","5","15.00","9397.50","12975.00","7270","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","SA","2","0.88","5","15.00","9397.50","12975.00","7129","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","WA","2","0.88","5","15.00","9397.50","12975.00","7634","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","TAS","2","0.88","5","15.00","9397.50","12975.00","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","ACT","2","0.88","5","15.00","9397.50","12975.00","8632","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","B","NT","2","0.88","5","15.00","9397.50","12975.00","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","4","C","NSW","2","0.88","0.6","0.86","545.87","744.43","7778","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","VIC","2","0.88","0.6","0.86","545.87","744.43","6778","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","QLD","2","0.88","0.6","0.86","545.87","744.43","7270","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","SA","2","0.88","0.6","0.86","545.87","744.43","7129","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","WA","2","0.88","0.6","0.86","545.87","744.43","7634","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","TAS","2","0.88","0.6","0.86","545.87","744.43","10148","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","ACT","2","0.88","0.6","0.86","545.87","744.43","8632","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","4","C","NT","2","0.88","0.6","0.86","545.87","744.43","10008","97.00","20.5","1.71","21.4","1.78","61.89%"
"储能扩容","5","A","NSW","3","1.32","8","22.44","14058.66","19410.60","7778","96.91","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","VIC","3","1.32","8","22.44","14058.66","19410.60","6778","96.68","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","QLD","3","1.32","8","22.44","14058.66","19410.60","7270","96.99","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","SA","3","1.32","8","22.44","14058.66","19410.60","7129","96.84","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","WA","3","1.32","8","22.44","14058.66","19410.60","7634","96.98","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","TAS","3","1.32","8","22.44","14058.66","19410.60","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","ACT","3","1.32","8","22.44","14058.66","19410.60","8632","96.74","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","A","NT","3","1.32","8","22.44","14058.66","19410.60","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","NSW","3","1.32","5","15.00","9397.50","12975.00","7778","96.91","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","VIC","3","1.32","5","15.00","9397.50","12975.00","6778","96.68","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","QLD","3","1.32","5","15.00","9397.50","12975.00","7270","96.99","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","SA","3","1.32","5","15.00","9397.50","12975.00","7129","96.84","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","WA","3","1.32","5","15.00","9397.50","12975.00","7634","96.98","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","TAS","3","1.32","5","15.00","9397.50","12975.00","10148","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","ACT","3","1.32","5","15.00","9397.50","12975.00","8632","96.74","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","B","NT","3","1.32","5","15.00","9397.50","12975.00","10008","97.00","N/A","N/A","N/A","N/A","N/A"
"储能扩容","5","C","NSW","3","1.32","0.9","1.29","838.31","1116.65","7778","96.91","21.0","1.75","21.9","1.82","60.48%"
"储能扩容","5","C","VIC","3","1.32","0.9","1.29","838.31","1116.65","6778","96.68","21.0","1.75","21.9","1.83","60.34%"
"储能扩容","5","C","QLD","3","1.32","0.9","1.29","838.31","1116.65","7270","96.99","21.0","1.75","21.8","1.82","60.52%"
