项目类型,屋顶理论最大面板数量,方案,州领地,实际面板数量,光伏容量kW,逆变器功率kW,电池标称容量kWh,总投资成本AUD,电池更换成本AUD,年度用电量kWh,自用率百分比,回本周期月数,回本周期年数,贴现回本周期月数,贴现回本周期年数,IRR_20年
"新建系统","87","A","NSW","78","34.32","19.5","50.32","74271.56","43526.80","7778","14.84","N/A","N/A","N/A","N/A","N/A"
"新建系统","87","A","VIC","78","34.32","19.5","50.32","74271.56","43526.80","6778","12.94","N/A","N/A","N/A","N/A","N/A"
"新建系统","87","A","QLD","78","34.32","19.5","50.32","74271.56","43526.80","7270","13.88","N/A","N/A","N/A","N/A","N/A"
"新建系统","87","A","SA","78","34.32","19.5","50.32","74271.56","43526.80","7129","13.61","N/A","N/A","N/A","N/A","N/A"
"新建系统","87","A","WA","78","34.32","19.5","50.32","74271.56","43526.80","7634","14.55","N/A","N/A","N/A","N/A","N/A"
"新建系统","87","A","TAS","78","34.32","19.5","50.32","74271.56","43526.80","10148","19.27","221.1","18.42","N/A","N/A","1.13%"
"新建系统","87","A","ACT","78","34.32","19.5","50.32","74271.56","43526.80","8632","16.43","234.9","19.58","N/A","N/A","0.29%"
"新建系统","87","A","NT","78","34.32","19.5","50.32","74271.56","43526.80","10008","19.00","222.3","18.53","N/A","N/A","1.06%"
"新建系统","87","B","NSW","78","34.32","15","41.93","64902.47","36269.45","7778","14.84","215.7","17.97","N/A","N/A","1.47%"
"新建系统","87","B","VIC","78","34.32","15","41.93","64902.47","36269.45","6778","12.94","225.8","18.82","N/A","N/A","0.83%"
"新建系统","87","B","QLD","78","34.32","15","41.93","64902.47","36269.45","7270","13.88","220.4","18.37","N/A","N/A","1.15%"
"新建系统","87","B","SA","78","34.32","15","41.93","64902.47","36269.45","7129","13.61","222.2","18.52","N/A","N/A","1.06%"
"新建系统","87","B","WA","78","34.32","15","41.93","64902.47","36269.45","7634","14.55","217.0","18.08","N/A","N/A","1.37%"
"新建系统","87","B","TAS","78","34.32","15","41.93","64902.47","36269.45","10148","19.27","195.2","16.26","N/A","N/A","2.88%"
"新建系统","87","B","ACT","78","34.32","15","41.93","64902.47","36269.45","8632","16.43","207.8","17.32","N/A","N/A","1.99%"
"新建系统","87","B","NT","78","34.32","15","41.93","64902.47","36269.45","10008","19.00","196.4","16.37","N/A","N/A","2.79%"
"新建系统","87","C","NSW","78","34.32","22.9","33.56","59375.36","29032.80","7778","14.84","193.0","16.09","N/A","N/A","2.98%"
"新建系统","87","C","VIC","78","34.32","22.9","33.56","59375.36","29032.80","6778","12.94","202.5","16.87","N/A","N/A","2.32%"
"新建系统","87","C","QLD","78","34.32","22.9","33.56","59375.36","29032.80","7270","13.88","197.7","16.47","N/A","N/A","2.65%"
"新建系统","87","C","SA","78","34.32","22.9","33.56","59375.36","29032.80","7129","13.61","199.1","16.59","N/A","N/A","2.55%"
"新建系统","87","C","WA","78","34.32","22.9","33.56","59375.36","29032.80","7634","14.55","194.4","16.20","N/A","N/A","2.88%"
"新建系统","87","C","TAS","78","34.32","22.9","33.56","59375.36","29032.80","10148","19.27","174.6","14.55","N/A","N/A","4.44%"
"新建系统","87","C","ACT","78","34.32","22.9","33.56","59375.36","29032.80","8632","16.43","186.1","15.51","N/A","N/A","3.52%"
"新建系统","87","C","NT","78","34.32","22.9","33.56","59375.36","29032.80","10008","19.00","175.5","14.63","N/A","N/A","4.36%"
"新建系统","88","A","NSW","79","34.76","19.5","50.32","74532.92","43526.80","7778","14.65","N/A","N/A","N/A","N/A","N/A"
"新建系统","88","A","VIC","79","34.76","19.5","50.32","74532.92","43526.80","6778","12.78","N/A","N/A","N/A","N/A","N/A"
"新建系统","88","A","QLD","79","34.76","19.5","50.32","74532.92","43526.80","7270","13.70","N/A","N/A","N/A","N/A","N/A"
"新建系统","88","A","SA","79","34.76","19.5","50.32","74532.92","43526.80","7129","13.44","N/A","N/A","N/A","N/A","N/A"
"新建系统","88","A","WA","79","34.76","19.5","50.32","74532.92","43526.80","7634","14.37","N/A","N/A","N/A","N/A","N/A"
"新建系统","88","A","TAS","79","34.76","19.5","50.32","74532.92","43526.80","10148","19.03","220.2","18.35","N/A","N/A","1.18%"
"新建系统","88","A","ACT","79","34.76","19.5","50.32","74532.92","43526.80","8632","16.23","234.1","19.51","N/A","N/A","0.35%"
"新建系统","88","A","NT","79","34.76","19.5","50.32","74532.92","43526.80","10008","18.77","221.5","18.46","N/A","N/A","1.11%"
"新建系统","88","B","NSW","79","34.76","15","41.93","65163.83","36269.45","7778","14.65","214.9","17.91","N/A","N/A","1.52%"
"新建系统","88","B","VIC","79","34.76","15","41.93","65163.83","36269.45","6778","12.78","224.9","18.74","N/A","N/A","0.89%"
"新建系统","88","B","QLD","79","34.76","15","41.93","65163.83","36269.45","7270","13.70","219.5","18.29","N/A","N/A","1.20%"
"新建系统","88","B","SA","79","34.76","15","41.93","65163.83","36269.45","7129","13.44","221.3","18.44","N/A","N/A","1.11%"
"新建系统","88","B","WA","79","34.76","15","41.93","65163.83","36269.45","7634","14.37","216.3","18.02","N/A","N/A","1.43%"
"新建系统","88","B","TAS","79","34.76","15","41.93","65163.83","36269.45","10148","19.03","194.5","16.21","N/A","N/A","2.92%"
"新建系统","88","B","ACT","79","34.76","15","41.93","65163.83","36269.45","8632","16.23","207.0","17.25","N/A","N/A","2.04%"
"新建系统","88","B","NT","79","34.76","15","41.93","65163.83","36269.45","10008","18.77","195.7","16.31","N/A","N/A","2.84%"
"新建系统","88","C","NSW","79","34.76","23.2","33.99","60138.56","29405.02","7778","14.65","193.9","16.16","N/A","N/A","2.91%"
"新建系统","88","C","VIC","79","34.76","23.2","33.99","60138.56","29405.02","6778","12.78","203.3","16.94","N/A","N/A","2.26%"
"新建系统","88","C","QLD","79","34.76","23.2","33.99","60138.56","29405.02","7270","13.70","198.7","16.56","N/A","N/A","2.58%"
"新建系统","88","C","SA","79","34.76","23.2","33.99","60138.56","29405.02","7129","13.44","199.9","16.66","N/A","N/A","2.49%"
"新建系统","88","C","WA","79","34.76","23.2","33.99","60138.56","29405.02","7634","14.37","195.2","16.27","N/A","N/A","2.82%"
"新建系统","88","C","TAS","79","34.76","23.2","33.99","60138.56","29405.02","10148","19.03","175.4","14.62","N/A","N/A","4.37%"
"新建系统","88","C","ACT","79","34.76","23.2","33.99","60138.56","29405.02","8632","16.23","186.9","15.58","N/A","N/A","3.45%"
"新建系统","88","C","NT","79","34.76","23.2","33.99","60138.56","29405.02","10008","18.77","176.4","14.70","N/A","N/A","4.28%"
"新建系统","89","A","NSW","80","35.20","19.5","50.32","74794.28","43526.80","7778","14.47","N/A","N/A","N/A","N/A","N/A"
"新建系统","89","A","VIC","80","35.20","19.5","50.32","74794.28","43526.80","6778","12.62","N/A","N/A","N/A","N/A","N/A"
"新建系统","89","A","QLD","80","35.20","19.5","50.32","74794.28","43526.80","7270","13.53","N/A","N/A","N/A","N/A","N/A"
"新建系统","89","A","SA","80","35.20","19.5","50.32","74794.28","43526.80","7129","13.27","N/A","N/A","N/A","N/A","N/A"
"新建系统","89","A","WA","80","35.20","19.5","50.32","74794.28","43526.80","7634","14.19","N/A","N/A","N/A","N/A","N/A"
"新建系统","89","A","TAS","80","35.20","19.5","50.32","74794.28","43526.80","10148","18.80","219.4","18.28","N/A","N/A","1.23%"
"新建系统","89","A","ACT","80","35.20","19.5","50.32","74794.28","43526.80","8632","16.03","233.2","19.43","N/A","N/A","0.40%"
"新建系统","89","A","NT","80","35.20","19.5","50.32","74794.28","43526.80","10008","18.54","220.7","18.40","N/A","N/A","1.15%"
"新建系统","89","B","NSW","80","35.20","15","41.93","65425.19","36269.45","7778","14.47","214.1","17.84","N/A","N/A","1.57%"
"新建系统","89","B","VIC","80","35.20","15","41.93","65425.19","36269.45","6778","12.62","224.0","18.67","N/A","N/A","0.94%"
"新建系统","89","B","QLD","80","35.20","15","41.93","65425.19","36269.45","7270","13.53","218.7","18.22","N/A","N/A","1.26%"
"新建系统","89","B","SA","80","35.20","15","41.93","65425.19","36269.45","7129","13.27","220.3","18.36","N/A","N/A","1.17%"
"新建系统","89","B","WA","80","35.20","15","41.93","65425.19","36269.45","7634","14.19","215.5","17.96","N/A","N/A","1.48%"
"新建系统","89","B","TAS","80","35.20","15","41.93","65425.19","36269.45","10148","18.80","193.9","16.16","N/A","N/A","2.97%"
"新建系统","89","B","ACT","80","35.20","15","41.93","65425.19","36269.45","8632","16.03","206.2","17.19","N/A","N/A","2.09%"
"新建系统","89","B","NT","80","35.20","15","41.93","65425.19","36269.45","10008","18.54","195.0","16.25","N/A","N/A","2.88%"
"新建系统","89","C","NSW","80","35.20","23.5","34.42","60901.75","29777.23","7778","14.47","194.7","16.23","N/A","N/A","2.85%"
"新建系统","89","C","VIC","80","35.20","23.5","34.42","60901.75","29777.23","6778","12.62","204.1","17.01","N/A","N/A","2.20%"
"新建系统","89","C","QLD","80","35.20","23.5","34.42","60901.75","29777.23","7270","13.53","199.6","16.63","N/A","N/A","2.52%"
"新建系统","89","C","SA","80","35.20","23.5","34.42","60901.75","29777.23","7129","13.27","200.8","16.73","N/A","N/A","2.43%"
"新建系统","89","C","WA","80","35.20","23.5","34.42","60901.75","29777.23","7634","14.19","196.2","16.35","N/A","N/A","2.75%"
"新建系统","89","C","TAS","80","35.20","23.5","34.42","60901.75","29777.23","10148","18.80","176.3","14.69","N/A","N/A","4.29%"
"新建系统","89","C","ACT","80","35.20","23.5","34.42","60901.75","29777.23","8632","16.03","187.8","15.65","N/A","N/A","3.38%"
"新建系统","89","C","NT","80","35.20","23.5","34.42","60901.75","29777.23","10008","18.54","177.4","14.78","N/A","N/A","4.21%"
"新建系统","90","A","NSW","81","35.64","19.5","50.32","75055.64","43526.80","7778","14.30","N/A","N/A","N/A","N/A","N/A"
"新建系统","90","A","VIC","81","35.64","19.5","50.32","75055.64","43526.80","6778","12.46","N/A","N/A","N/A","N/A","N/A"
"新建系统","90","A","QLD","81","35.64","19.5","50.32","75055.64","43526.80","7270","13.37","N/A","N/A","N/A","N/A","N/A"
"新建系统","90","A","SA","81","35.64","19.5","50.32","75055.64","43526.80","7129","13.11","N/A","N/A","N/A","N/A","N/A"
"新建系统","90","A","WA","81","35.64","19.5","50.32","75055.64","43526.80","7634","14.02","N/A","N/A","N/A","N/A","N/A"
"新建系统","90","A","TAS","81","35.64","19.5","50.32","75055.64","43526.80","10148","18.57","218.6","18.22","N/A","N/A","1.28%"
"新建系统","90","A","ACT","81","35.64","19.5","50.32","75055.64","43526.80","8632","15.83","232.2","19.35","N/A","N/A","0.45%"
"新建系统","90","A","NT","81","35.64","19.5","50.32","75055.64","43526.80","10008","18.31","219.9","18.33","N/A","N/A","1.20%"
"新建系统","90","B","NSW","81","35.64","15","41.93","65686.55","36269.45","7778","14.30","213.2","17.77","N/A","N/A","1.62%"
"新建系统","90","B","VIC","81","35.64","15","41.93","65686.55","36269.45","6778","12.46","223.1","18.59","N/A","N/A","1.00%"
"新建系统","90","B","QLD","81","35.64","15","41.93","65686.55","36269.45","7270","13.37","217.9","18.16","N/A","N/A","1.31%"
"新建系统","90","B","SA","81","35.64","15","41.93","65686.55","36269.45","7129","13.11","219.4","18.28","N/A","N/A","1.22%"
"新建系统","90","B","WA","81","35.64","15","41.93","65686.55","36269.45","7634","14.02","214.7","17.89","N/A","N/A","1.53%"
"新建系统","90","B","TAS","81","35.64","15","41.93","65686.55","36269.45","10148","18.57","193.3","16.10","N/A","N/A","3.01%"
"新建系统","90","B","ACT","81","35.64","15","41.93","65686.55","36269.45","8632","15.83","205.5","17.13","N/A","N/A","2.13%"
"新建系统","90","B","NT","81","35.64","15","41.93","65686.55","36269.45","10008","18.31","194.3","16.20","N/A","N/A","2.93%"
"新建系统","90","C","NSW","81","35.64","23.8","34.85","61664.95","30149.45","7778","14.30","195.6","16.30","N/A","N/A","2.79%"
"新建系统","90","C","VIC","81","35.64","23.8","34.85","61664.95","30149.45","6778","12.46","204.8","17.07","N/A","N/A","2.15%"
"新建系统","90","C","QLD","81","35.64","23.8","34.85","61664.95","30149.45","7270","13.37","200.4","16.70","N/A","N/A","2.47%"
"新建系统","90","C","SA","81","35.64","23.8","34.85","61664.95","30149.45","7129","13.11","201.6","16.80","N/A","N/A","2.38%"
"新建系统","90","C","WA","81","35.64","23.8","34.85","61664.95","30149.45","7634","14.02","197.1","16.42","N/A","N/A","2.69%"
"新建系统","90","C","TAS","81","35.64","23.8","34.85","61664.95","30149.45","10148","18.57","177.2","14.77","N/A","N/A","4.22%"
"新建系统","90","C","ACT","81","35.64","23.8","34.85","61664.95","30149.45","8632","15.83","188.6","15.72","N/A","N/A","3.31%"
"新建系统","90","C","NT","81","35.64","23.8","34.85","61664.95","30149.45","10008","18.31","178.3","14.86","N/A","N/A","4.13%"
"新建系统","91","A","NSW","81","35.64","19.5","50.32","75055.64","43526.80","7778","14.30","N/A","N/A","N/A","N/A","N/A"
"新建系统","91","A","VIC","81","35.64","19.5","50.32","75055.64","43526.80","6778","12.46","N/A","N/A","N/A","N/A","N/A"
"新建系统","91","A","QLD","81","35.64","19.5","50.32","75055.64","43526.80","7270","13.37","N/A","N/A","N/A","N/A","N/A"
"新建系统","91","A","SA","81","35.64","19.5","50.32","75055.64","43526.80","7129","13.11","N/A","N/A","N/A","N/A","N/A"
"新建系统","91","A","WA","81","35.64","19.5","50.32","75055.64","43526.80","7634","14.02","N/A","N/A","N/A","N/A","N/A"
"新建系统","91","A","TAS","81","35.64","19.5","50.32","75055.64","43526.80","10148","18.57","218.6","18.22","N/A","N/A","1.28%"
"新建系统","91","A","ACT","81","35.64","19.5","50.32","75055.64","43526.80","8632","15.83","232.2","19.35","N/A","N/A","0.45%"
"新建系统","91","A","NT","81","35.64","19.5","50.32","75055.64","43526.80","10008","18.31","219.9","18.33","N/A","N/A","1.20%"
"新建系统","91","B","NSW","81","35.64","15","41.93","65686.55","36269.45","7778","14.30","213.2","17.77","N/A","N/A","1.62%"
"新建系统","91","B","VIC","81","35.64","15","41.93","65686.55","36269.45","6778","12.46","223.1","18.59","N/A","N/A","1.00%"
"新建系统","91","B","QLD","81","35.64","15","41.93","65686.55","36269.45","7270","13.37","217.9","18.16","N/A","N/A","1.31%"
"新建系统","91","B","SA","81","35.64","15","41.93","65686.55","36269.45","7129","13.11","219.4","18.28","N/A","N/A","1.22%"
"新建系统","91","B","WA","81","35.64","15","41.93","65686.55","36269.45","7634","14.02","214.7","17.89","N/A","N/A","1.53%"
"新建系统","91","B","TAS","81","35.64","15","41.93","65686.55","36269.45","10148","18.57","193.3","16.10","N/A","N/A","3.01%"
"新建系统","91","B","ACT","81","35.64","15","41.93","65686.55","36269.45","8632","15.83","205.5","17.13","N/A","N/A","2.13%"
"新建系统","91","B","NT","81","35.64","15","41.93","65686.55","36269.45","10008","18.31","194.3","16.20","N/A","N/A","2.93%"
"新建系统","91","C","NSW","81","35.64","23.8","34.85","61664.95","30149.45","7778","14.30","195.6","16.30","N/A","N/A","2.79%"
"新建系统","91","C","VIC","81","35.64","23.8","34.85","61664.95","30149.45","6778","12.46","204.8","17.07","N/A","N/A","2.15%"
"新建系统","91","C","QLD","81","35.64","23.8","34.85","61664.95","30149.45","7270","13.37","200.4","16.70","N/A","N/A","2.47%"
"新建系统","91","C","SA","81","35.64","23.8","34.85","61664.95","30149.45","7129","13.11","201.6","16.80","N/A","N/A","2.38%"
"新建系统","91","C","WA","81","35.64","23.8","34.85","61664.95","30149.45","7634","14.02","197.1","16.42","N/A","N/A","2.69%"
"新建系统","91","C","TAS","81","35.64","23.8","34.85","61664.95","30149.45","10148","18.57","177.2","14.77","N/A","N/A","4.22%"
"新建系统","91","C","ACT","81","35.64","23.8","34.85","61664.95","30149.45","8632","15.83","188.6","15.72","N/A","N/A","3.31%"
"新建系统","91","C","NT","81","35.64","23.8","34.85","61664.95","30149.45","10008","18.31","178.3","14.86","N/A","N/A","4.13%"
"新建系统","92","A","NSW","82","36.08","19.5","50.32","75317.00","43526.80","7778","14.12","239.7","19.98","N/A","N/A","0.02%"
"新建系统","92","A","VIC","82","36.08","19.5","50.32","75317.00","43526.80","6778","12.31","N/A","N/A","N/A","N/A","N/A"
"新建系统","92","A","QLD","82","36.08","19.5","50.32","75317.00","43526.80","7270","13.20","N/A","N/A","N/A","N/A","N/A"
"新建系统","92","A","SA","82","36.08","19.5","50.32","75317.00","43526.80","7129","12.95","N/A","N/A","N/A","N/A","N/A"
"新建系统","92","A","WA","82","36.08","19.5","50.32","75317.00","43526.80","7634","13.85","N/A","N/A","N/A","N/A","N/A"
"新建系统","92","A","TAS","82","36.08","19.5","50.32","75317.00","43526.80","10148","18.35","217.9","18.16","N/A","N/A","1.32%"
"新建系统","92","A","ACT","82","36.08","19.5","50.32","75317.00","43526.80","8632","15.64","231.3","19.27","N/A","N/A","0.50%"
"新建系统","92","A","NT","82","36.08","19.5","50.32","75317.00","43526.80","10008","18.09","219.1","18.26","N/A","N/A","1.25%"
"新建系统","92","B","NSW","82","36.08","15","41.93","65947.91","36269.45","7778","14.12","212.5","17.71","N/A","N/A","1.68%"
"新建系统","92","B","VIC","82","36.08","15","41.93","65947.91","36269.45","6778","12.31","222.3","18.52","N/A","N/A","1.05%"
"新建系统","92","B","QLD","82","36.08","15","41.93","65947.91","36269.45","7270","13.20","217.1","18.09","N/A","N/A","1.36%"
"新建系统","92","B","SA","82","36.08","15","41.93","65947.91","36269.45","7129","12.95","218.5","18.21","N/A","N/A","1.27%"
"新建系统","92","B","WA","82","36.08","15","41.93","65947.91","36269.45","7634","13.85","213.9","17.82","N/A","N/A","1.58%"
"新建系统","92","B","TAS","82","36.08","15","41.93","65947.91","36269.45","10148","18.35","192.7","16.06","N/A","N/A","3.06%"
"新建系统","92","B","ACT","82","36.08","15","41.93","65947.91","36269.45","8632","15.64","204.8","17.07","N/A","N/A","2.18%"
"新建系统","92","B","NT","82","36.08","15","41.93","65947.91","36269.45","10008","18.09","193.7","16.14","N/A","N/A","2.97%"
"新建系统","92","C","NSW","82","36.08","24.1","35.29","62428.15","30521.66","7778","14.12","196.6","16.38","N/A","N/A","2.73%"
"新建系统","92","C","VIC","82","36.08","24.1","35.29","62428.15","30521.66","6778","12.31","205.6","17.13","N/A","N/A","2.09%"
"新建系统","92","C","QLD","82","36.08","24.1","35.29","62428.15","30521.66","7270","13.20","201.3","16.77","N/A","N/A","2.41%"
"新建系统","92","C","SA","82","36.08","24.1","35.29","62428.15","30521.66","7129","12.95","202.4","16.87","N/A","N/A","2.32%"
"新建系统","92","C","WA","82","36.08","24.1","35.29","62428.15","30521.66","7634","13.85","198.0","16.50","N/A","N/A","2.64%"
"新建系统","92","C","TAS","82","36.08","24.1","35.29","62428.15","30521.66","10148","18.35","178.1","14.84","N/A","N/A","4.15%"
"新建系统","92","C","ACT","82","36.08","24.1","35.29","62428.15","30521.66","8632","15.64","189.5","15.79","N/A","N/A","3.25%"
"新建系统","92","C","NT","82","36.08","24.1","35.29","62428.15","30521.66","10008","18.09","179.1","14.93","N/A","N/A","4.06%"
"新建系统","93","A","NSW","83","36.52","19.5","50.32","75578.36","43526.80","7778","13.95","238.8","19.90","N/A","N/A","0.07%"
"新建系统","93","A","VIC","83","36.52","19.5","50.32","75578.36","43526.80","6778","12.16","N/A","N/A","N/A","N/A","N/A"
"新建系统","93","A","QLD","83","36.52","19.5","50.32","75578.36","43526.80","7270","13.04","N/A","N/A","N/A","N/A","N/A"
"新建系统","93","A","SA","83","36.52","19.5","50.32","75578.36","43526.80","7129","12.79","N/A","N/A","N/A","N/A","N/A"
"新建系统","93","A","WA","83","36.52","19.5","50.32","75578.36","43526.80","7634","13.68","N/A","N/A","N/A","N/A","N/A"
"新建系统","93","A","TAS","83","36.52","19.5","50.32","75578.36","43526.80","10148","18.13","217.2","18.10","N/A","N/A","1.37%"
"新建系统","93","A","ACT","83","36.52","19.5","50.32","75578.36","43526.80","8632","15.46","230.4","19.20","N/A","N/A","0.55%"
"新建系统","93","A","NT","83","36.52","19.5","50.32","75578.36","43526.80","10008","17.88","218.3","18.20","N/A","N/A","1.29%"
"新建系统","93","B","NSW","83","36.52","15","41.93","66209.27","36269.45","7778","13.95","211.7","17.64","N/A","N/A","1.73%"
"新建系统","93","B","VIC","83","36.52","15","41.93","66209.27","36269.45","6778","12.16","221.3","18.45","N/A","N/A","1.11%"
"新建系统","93","B","QLD","83","36.52","15","41.93","66209.27","36269.45","7270","13.04","216.4","18.03","N/A","N/A","1.41%"
"新建系统","93","B","SA","83","36.52","15","41.93","66209.27","36269.45","7129","12.79","217.7","18.14","N/A","N/A","1.33%"
"新建系统","93","B","WA","83","36.52","15","41.93","66209.27","36269.45","7634","13.68","213.1","17.76","N/A","N/A","1.63%"
"新建系统","93","B","TAS","83","36.52","15","41.93","66209.27","36269.45","10148","18.13","192.1","16.01","N/A","N/A","3.10%"
"新建系统","93","B","ACT","83","36.52","15","41.93","66209.27","36269.45","8632","15.46","204.2","17.01","N/A","N/A","2.23%"
"新建系统","93","B","NT","83","36.52","15","41.93","66209.27","36269.45","10008","17.88","193.1","16.09","N/A","N/A","3.02%"
"新建系统","93","C","NSW","83","36.52","24.4","35.72","63191.35","30893.88","7778","13.95","197.4","16.45","N/A","N/A","2.67%"
"新建系统","93","C","VIC","83","36.52","24.4","35.72","63191.35","30893.88","6778","12.16","206.4","17.20","N/A","N/A","2.04%"
"新建系统","93","C","QLD","83","36.52","24.4","35.72","63191.35","30893.88","7270","13.04","202.1","16.84","N/A","N/A","2.35%"
"新建系统","93","C","SA","83","36.52","24.4","35.72","63191.35","30893.88","7129","12.79","203.2","16.94","N/A","N/A","2.26%"
"新建系统","93","C","WA","83","36.52","24.4","35.72","63191.35","30893.88","7634","13.68","198.8","16.56","N/A","N/A","2.58%"
"新建系统","93","C","TAS","83","36.52","24.4","35.72","63191.35","30893.88","10148","18.13","179.0","14.92","N/A","N/A","4.07%"
"新建系统","93","C","ACT","83","36.52","24.4","35.72","63191.35","30893.88","8632","15.46","190.4","15.86","N/A","N/A","3.19%"
"新建系统","93","C","NT","83","36.52","24.4","35.72","63191.35","30893.88","10008","17.88","180.0","15.00","N/A","N/A","3.99%"
"新建系统","94","A","NSW","84","36.96","19.5","50.32","75839.72","43526.80","7778","13.79","237.9","19.82","N/A","N/A","0.12%"
"新建系统","94","A","VIC","84","36.96","19.5","50.32","75839.72","43526.80","6778","12.02","N/A","N/A","N/A","N/A","N/A"
"新建系统","94","A","QLD","84","36.96","19.5","50.32","75839.72","43526.80","7270","12.89","N/A","N/A","N/A","N/A","N/A"
"新建系统","94","A","SA","84","36.96","19.5","50.32","75839.72","43526.80","7129","12.64","N/A","N/A","N/A","N/A","N/A"
"新建系统","94","A","WA","84","36.96","19.5","50.32","75839.72","43526.80","7634","13.52","239.4","19.95","N/A","N/A","0.03%"
"新建系统","94","A","TAS","84","36.96","19.5","50.32","75839.72","43526.80","10148","17.92","216.5","18.04","N/A","N/A","1.42%"
"新建系统","94","A","ACT","84","36.96","19.5","50.32","75839.72","43526.80","8632","15.28","229.6","19.13","N/A","N/A","0.60%"
"新建系统","94","A","NT","84","36.96","19.5","50.32","75839.72","43526.80","10008","17.67","217.6","18.13","N/A","N/A","1.34%"
"新建系统","94","B","NSW","84","36.96","15","41.93","66470.63","36269.45","7778","13.79","211.0","17.58","N/A","N/A","1.78%"
"新建系统","94","B","VIC","84","36.96","15","41.93","66470.63","36269.45","6778","12.02","220.4","18.37","N/A","N/A","1.16%"
"新建系统","94","B","QLD","84","36.96","15","41.93","66470.63","36269.45","7270","12.89","215.7","17.97","N/A","N/A","1.46%"
"新建系统","94","B","SA","84","36.96","15","41.93","66470.63","36269.45","7129","12.64","216.9","18.07","N/A","N/A","1.38%"
"新建系统","94","B","WA","84","36.96","15","41.93","66470.63","36269.45","7634","13.52","212.3","17.69","N/A","N/A","1.68%"
"新建系统","94","B","TAS","84","36.96","15","41.93","66470.63","36269.45","10148","17.92","191.6","15.96","N/A","N/A","3.14%"
"新建系统","94","B","ACT","84","36.96","15","41.93","66470.63","36269.45","8632","15.28","203.5","16.96","N/A","N/A","2.28%"
"新建系统","94","B","NT","84","36.96","15","41.93","66470.63","36269.45","10008","17.67","192.6","16.05","N/A","N/A","3.06%"
"新建系统","94","C","NSW","84","36.96","24.7","36.15","63954.54","31266.09","7778","13.79","198.3","16.52","N/A","N/A","2.61%"
"新建系统","94","C","VIC","84","36.96","24.7","36.15","63954.54","31266.09","6778","12.02","207.1","17.26","N/A","N/A","1.99%"
"新建系统","94","C","QLD","84","36.96","24.7","36.15","63954.54","31266.09","7270","12.89","202.8","16.90","N/A","N/A","2.30%"
"新建系统","94","C","SA","84","36.96","24.7","36.15","63954.54","31266.09","7129","12.64","204.0","17.00","N/A","N/A","2.21%"
"新建系统","94","C","WA","84","36.96","24.7","36.15","63954.54","31266.09","7634","13.52","199.6","16.63","N/A","N/A","2.52%"
"新建系统","94","C","TAS","84","36.96","24.7","36.15","63954.54","31266.09","10148","17.92","179.8","14.98","N/A","N/A","4.01%"
"新建系统","94","C","ACT","84","36.96","24.7","36.15","63954.54","31266.09","8632","15.28","191.2","15.93","N/A","N/A","3.13%"
"新建系统","94","C","NT","84","36.96","24.7","36.15","63954.54","31266.09","10008","17.67","180.7","15.06","N/A","N/A","3.92%"
"新建系统","95","A","NSW","85","37.40","19.5","50.32","76101.08","43526.80","7778","13.63","237.0","19.75","N/A","N/A","0.17%"
"新建系统","95","A","VIC","85","37.40","19.5","50.32","76101.08","43526.80","6778","11.88","N/A","N/A","N/A","N/A","N/A"
"新建系统","95","A","QLD","85","37.40","19.5","50.32","76101.08","43526.80","7270","12.74","N/A","N/A","N/A","N/A","N/A"
"新建系统","95","A","SA","85","37.40","19.5","50.32","76101.08","43526.80","7129","12.49","N/A","N/A","N/A","N/A","N/A"
"新建系统","95","A","WA","85","37.40","19.5","50.32","76101.08","43526.80","7634","13.36","238.5","19.88","N/A","N/A","0.09%"
"新建系统","95","A","TAS","85","37.40","19.5","50.32","76101.08","43526.80","10148","17.72","215.8","17.99","N/A","N/A","1.46%"
"新建系统","95","A","ACT","85","37.40","19.5","50.32","76101.08","43526.80","8632","15.10","228.8","19.07","N/A","N/A","0.65%"
"新建系统","95","A","NT","85","37.40","19.5","50.32","76101.08","43526.80","10008","17.47","216.9","18.08","N/A","N/A","1.39%"
"新建系统","95","B","NSW","85","37.40","15","41.93","66731.99","36269.45","7778","13.63","210.2","17.52","N/A","N/A","1.82%"
"新建系统","95","B","VIC","85","37.40","15","41.93","66731.99","36269.45","6778","11.88","219.5","18.29","N/A","N/A","1.21%"
"新建系统","95","B","QLD","85","37.40","15","41.93","66731.99","36269.45","7270","12.74","214.9","17.91","N/A","N/A","1.51%"
"新建系统","95","B","SA","85","37.40","15","41.93","66731.99","36269.45","7129","12.49","216.2","18.01","N/A","N/A","1.43%"
"新建系统","95","B","WA","85","37.40","15","41.93","66731.99","36269.45","7634","13.36","211.6","17.63","N/A","N/A","1.73%"
"新建系统","95","B","TAS","85","37.40","15","41.93","66731.99","36269.45","10148","17.72","191.0","15.92","N/A","N/A","3.19%"
"新建系统","95","B","ACT","85","37.40","15","41.93","66731.99","36269.45","8632","15.10","202.8","16.90","N/A","N/A","2.33%"
"新建系统","95","B","NT","85","37.40","15","41.93","66731.99","36269.45","10008","17.47","192.0","16.00","N/A","N/A","3.11%"
"新建系统","95","C","NSW","85","37.40","25","36.58","64717.74","31638.31","7778","13.63","199.1","16.59","N/A","N/A","2.56%"
"新建系统","95","C","VIC","85","37.40","25","36.58","64717.74","31638.31","6778","11.88","208.0","17.33","N/A","N/A","1.94%"
