State,Postcode,Retailer,PlanType,PlanName,PricingModel,SupplyCharge_c/day,FiT_c/kWh,Distributor
VIC,3550,GloBird Energy,Time of Use,"GloBird  STANDING OFFER Residential (Two Rate) Powercor",TOU,119.6636,[{'rate': 2.1, 'endTime': 1359, 'startTime': 1000}, {'rate': 4.1, 'endTime': 1559, 'startTime': 1400}, {'rate': 8.4, 'endTime': 2059, 'startTime': 1600}, {'rate': 4.1, 'endTime': 959, 'startTime': 2100}],"Powercor"
VIC,3550,Indigo Power,Single Rate,"Community Energy hub plan",SR,129.0328,4,"Powercor"
VIC,3550,Indigo Power,Time of Use,"Community Energy hub plan",TOU,129.0328,4,"Powercor"
VIC,3550,Kogan Energy,Single Rate,"Kogan Energy Basic",SR,119.6636,3.3,"Powercor"
VIC,3550,Kogan Energy,Time of Use,"Kogan Energy Basic",TOU,119.6636,3.3,"Powercor"
VIC,3550,Lumo Energy,Single Rate,"Victorian Default Offer",SR,119.66,3.3,"Powercor"
VIC,3550,Lumo Energy,Time of Use,"Victorian Default Offer",TOU,119.66,3.3,"Powercor"
VIC,3550,Momentum Energy,Single Rate,"Standing Offer",SR,119.6636,3.3,"Powercor"
VIC,3550,Momentum Energy,Time of Use,"Standing Offer",TOU,119.6636,3.3,"Powercor"
VIC,3550,Nectr,Single Rate,"Nectr 100% Clean - Powercor",SR,119.663636,3.3,"Powercor"
VIC,3550,Nectr,Time of Use,"Nectr 100% Clean Time of Use - Powercor",TOU,119.663636,3.3,"Powercor"
VIC,3550,Next Business Energy Pty Ltd,Single Rate,"Next Assured 5% Discount Powercor Anytime",SR,111.4699,3.3,"Powercor"
VIC,3550,Next Business Energy Pty Ltd,Time of Use,"Next Assured 5% Discount Powercor 7 Day TOU",TOU,111.4699,3.3,"Powercor"
VIC,3550,OVO Energy,Single Rate,"Victorian Default Offer",SR,119.6636,3.3,"Powercor"
VIC,3550,OVO Energy,Time of Use,"Victorian Default Offer",TOU,119.6636,3.3,"Powercor"
VIC,3550,Origin Energy,Single Rate,""Greener for Business" Variable (Single Rate)",SR,118.47,3.3,"Powercor"
VIC,3550,Origin Energy,Time of Use,""Greener for Business" Variable (2 Period TOU)",TOU,118.47,3.3,"Powercor"
VIC,3550,Pacific Blue Retail,Single Rate,"Blue First",SR,94,3.3,"Powercor"
VIC,3550,Pacific Blue Retail,Time of Use,"Blue First",TOU,94,3.3,"Powercor"
VIC,3550,Powershop Australia,Single Rate,"Victorian Default Offer",SR,119.6636,3.3,"Powercor"
VIC,3550,Powershop Australia,Time of Use,"Victorian Default Offer",TOU,119.6636,3.3,"Powercor"
VIC,3550,Red Energy,Single Rate,"Victorian Default Offer",SR,119.66,3.3,"Powercor"
VIC,3550,Red Energy,Time of Use,"Victorian Default Offer",TOU,119.66,3.3,"Powercor"
VIC,3550,Sumo,Single Rate,"Sumo Switch (Single Rate)",SR,80,3.3,"Powercor"
VIC,3550,Sumo,Time of Use,"Sumo Standing Offer (Two Rate)",TOU,119.66,3.3,"Powercor"
VIC,3550,Tango Energy,Single Rate,"Value Select",SR,146,3.3,"Powercor"
VIC,3550,Tango Energy,Time of Use,"Value Select",TOU,127,3.3,"Powercor"
NSW,2000,1st Energy,Single Rate,"1st Saver - Single Rate",SR,118,1,"ausgrid"
NSW,2000,1st Energy,Time of Use,"1st Saver - Time of Use",TOU,118,1,"ausgrid"
NSW,2000,AGL,Single Rate,"Residential Standing Offer",SR,99.06,4,"ausgrid"
NSW,2000,AGL,Time of Use,"Residential Standing Offer",TOU,99.06,4,"ausgrid"
NSW,2000,Alinta Energy,Single Rate,"HomeDeal Extra - Single Rate",SR,91.54,5,"ausgrid"
NSW,2000,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,109.91,5,"ausgrid"
NSW,2000,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,95.77,3.55,"ausgrid"
NSW,2000,CovaU,Single Rate,"Freedom Residential Single",SR,80.02,5.5,"ausgrid"
NSW,2000,CovaU,Time of Use,"CovaU Basics Residential TOU",TOU,95.28,5.5,"ausgrid"
NSW,2000,Diamond Energy,Single Rate,"Diamond Everyday",SR,73,3,"ausgrid"
NSW,2000,Diamond Energy,Time of Use,"Diamond Everyday",TOU,120,3,"ausgrid"
NSW,2000,Dodo,Single Rate,"Real Deal",SR,126.2479,1,"ausgrid"
NSW,2000,Dodo,Time of Use,"Real Deal",TOU,129.4493,1,"ausgrid"
NSW,2000,ENGIE,Single Rate,"NSW _ENGIE SOHO Movers Elec",SR,99.68,5.5,"ausgrid"
NSW,2000,Energy Locals,Single Rate,"Local Rewards",SR,93.1818,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"ausgrid"
NSW,2000,EnergyAustralia,Single Rate,"Balance Plan - Third Party Offer",SR,99.2,4,"ausgrid"
NSW,2000,Flipped Energy,Single Rate,"Standing Offer - Single Rate",SR,159.5,3,"ausgrid"
NSW,2000,Flipped Energy,Time of Use,"SwitchedOn - Time of Use",TOU,135.07,2,"ausgrid"
NSW,2000,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,121.992824,3.3,"ausgrid"
NSW,2000,Future X Power,Single Rate,"Market Offer - Ausgrid - RESI Anytime",SR,96.6,3,"ausgrid"
NSW,2000,Globird Energy,Single Rate,"SOLARPLUS Residential (Flat Rate)-Ausgrid",SR,96,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"ausgrid"
NSW,2000,Globird Energy,Time of Use,"GLOSAVE Residential (Two Rate)-Ausgrid",TOU,120,2,"ausgrid"
NSW,2000,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,98.5998,0.5,"ausgrid"
NSW,2000,Momentum Energy,Single Rate,"Home Run Electricity",SR,134,5,"ausgrid"
NSW,2000,OVO Energy,Single Rate,"The One Plan",SR,81,2.8,"ausgrid"
NSW,2000,Origin Energy,Single Rate,"Origin Essentials Variable",SR,96.01,3,"ausgrid"
NSW,2000,Origin Energy,Time of Use,"Origin Battery Maximiser",TOU,114.24545,22,"ausgrid"
NSW,2000,Powershop,Single Rate,"Power Offset",SR,110.9248,0.5,"ausgrid"
NSW,2000,Red Energy,Single Rate,"Standing Offer",SR,119.46,4,"ausgrid"
NSW,2000,Red Energy,Time of Use,"Standing Offer (TOU Transitional)",TOU,119.46,4,"ausgrid"
NSW,2000,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,83.02,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"ausgrid"
NSW,2150,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,122,1,"endeavour"
NSW,2150,1st Energy,Time of Use,"1st Saver - Time of Use",TOU,121,1,"endeavour"
NSW,2150,AGL,Single Rate,"Residential Standing Offer",SR,103.89,4,"endeavour"
NSW,2150,AGL,Time of Use,"Residential Standing Offer",TOU,103.89,4,"endeavour"
NSW,2150,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,111.95,5,"endeavour"
NSW,2150,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,121.84,5,"endeavour"
NSW,2150,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.012,26.37,"endeavour"
NSW,2150,CovaU,Single Rate,"CovaU Basics Residential Single",SR,95,5.5,"endeavour"
NSW,2150,Diamond Energy,Single Rate,"Diamond Everyday",SR,90.05,3,"endeavour"
NSW,2150,Diamond Energy,Time of Use,"Diamond Everyday",TOU,122,3,"endeavour"
NSW,2150,Dodo,Single Rate,"Residential Standing (Default Market Offer)",SR,150.9174,1,"endeavour"
NSW,2150,Dodo,Time of Use,"Residential Standing (Default Market Offer)",TOU,142.2661,1,"endeavour"
NSW,2150,ENGIE,Single Rate,"NSW _ ENGIE Home Business GreenPower Elec",SR,106.24,5.5,"endeavour"
NSW,2150,ENGIE,Time of Use,"NSW _ ENGIE Home Business GreenPower Elec",TOU,106.24,5.5,"endeavour"
NSW,2150,Energy Locals,Single Rate,"Local Rewards",SR,104.0909,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"endeavour"
NSW,2150,Energy Locals,Time of Use,"Local Rewards",TOU,104.0909,15,"endeavour"
NSW,2150,EnergyAustralia,Single Rate,"Balance Plan - Third Party Offer",SR,103,4,"endeavour"
NSW,2150,Flipped Energy,Single Rate,"Standing Offer - Single Rate",SR,184.92,3,"endeavour"
NSW,2150,Flipped Energy,Time of Use,"SwitchedOn - Time of Use",TOU,110.95,2,"endeavour"
NSW,2150,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,110.177424,3.3,"endeavour"
NSW,2150,Future X Power,Single Rate,"Standing Offer - Endeavour - RESI Anytime",SR,108.7,3,"endeavour"
NSW,2150,Globird Energy,Single Rate,"SOLARPLUS Residential (Flat Rate)-Endeavour",SR,116,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2150,Globird Energy,Time of Use,"SOLARPLUS Residential (Two Rate)-Endeavour",TOU,142,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2150,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,106.0469,0.5,"endeavour"
NSW,2150,Momentum Energy,Single Rate,"Home Run Electricity",SR,152.4,5,"endeavour"
NSW,2150,Momentum Energy,Time of Use,"Home Run Electricity",TOU,170.7,5,"endeavour"
NSW,2150,OVO Energy,Single Rate,"The One Plan",SR,92,2.8,"endeavour"
NSW,2150,OVO Energy,Time of Use,"The One Plan",TOU,101,2.8,"endeavour"
NSW,2150,Origin Energy,Single Rate,"Origin Standing",SR,91.2,3,"endeavour"
NSW,2150,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,110.84,3,"endeavour"
NSW,2150,Powershop,Single Rate,"Power Offset",SR,117.0716,0.5,"endeavour"
NSW,2150,Red Energy,Single Rate,"Standing Offer",SR,142,4,"endeavour"
NSW,2150,Red Energy,Time of Use,"Standing Offer (Demand)",TOU,142,4,"endeavour"
NSW,2150,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,104.45,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2150,Sumo,Time of Use,"Sumo Local Residential Time Of Use Intro Demand",TOU,151.18,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2500,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,122,1,"endeavour"
NSW,2500,1st Energy,Time of Use,"1st Saver - Time of Use",TOU,121,1,"endeavour"
NSW,2500,AGL,Single Rate,"Residential Standing Offer",SR,103.89,4,"endeavour"
NSW,2500,AGL,Time of Use,"Residential Standing Offer",TOU,103.89,4,"endeavour"
NSW,2500,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,111.95,5,"endeavour"
NSW,2500,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,121.84,5,"endeavour"
NSW,2500,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.012,26.37,"endeavour"
NSW,2500,CovaU,Single Rate,"CovaU Basics Residential Single",SR,95,5.5,"endeavour"
NSW,2500,Diamond Energy,Single Rate,"Diamond Everyday",SR,90.05,3,"endeavour"
NSW,2500,Diamond Energy,Time of Use,"Diamond Everyday",TOU,122,3,"endeavour"
NSW,2500,Dodo,Single Rate,"Residential Standing (Default Market Offer)",SR,150.9174,1,"endeavour"
NSW,2500,Dodo,Time of Use,"Residential Standing (Default Market Offer)",TOU,142.2661,1,"endeavour"
NSW,2500,ENGIE,Single Rate,"NSW _ ENGIE Home Business GreenPower Elec",SR,106.24,5.5,"endeavour"
NSW,2500,ENGIE,Time of Use,"NSW _ ENGIE Home Business GreenPower Elec",TOU,106.24,5.5,"endeavour"
NSW,2500,Energy Locals,Single Rate,"Local Rewards",SR,104.0909,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"endeavour"
NSW,2500,Energy Locals,Time of Use,"Local Rewards",TOU,104.0909,15,"endeavour"
NSW,2500,EnergyAustralia,Single Rate,"Balance Plan - Third Party Offer",SR,103,4,"endeavour"
NSW,2500,Flipped Energy,Single Rate,"Standing Offer - Single Rate",SR,184.92,3,"endeavour"
NSW,2500,Flipped Energy,Time of Use,"SwitchedOn - Time of Use",TOU,110.95,2,"endeavour"
NSW,2500,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,110.177424,3.3,"endeavour"
NSW,2500,Future X Power,Single Rate,"Standing Offer - Endeavour - RESI Anytime",SR,108.7,3,"endeavour"
NSW,2500,Globird Energy,Single Rate,"SOLARPLUS Residential (Flat Rate)-Endeavour",SR,116,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2500,Globird Energy,Time of Use,"SOLARPLUS Residential (Two Rate)-Endeavour",TOU,142,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2500,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,106.0469,0.5,"endeavour"
NSW,2500,Momentum Energy,Single Rate,"Home Run Electricity",SR,152.4,5,"endeavour"
NSW,2500,OVO Energy,Single Rate,"The One Plan",SR,92,2.8,"endeavour"
NSW,2500,OVO Energy,Time of Use,"The One Plan",TOU,101,2.8,"endeavour"
NSW,2500,Origin Energy,Single Rate,"Origin Standing",SR,91.2,3,"endeavour"
NSW,2500,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,110.84,3,"endeavour"
NSW,2500,Powershop,Single Rate,"Power Offset",SR,117.0716,0.5,"endeavour"
NSW,2500,Red Energy,Single Rate,"Standing Offer",SR,142,4,"endeavour"
NSW,2500,Red Energy,Time of Use,"Standing Offer (Demand)",TOU,142,4,"endeavour"
NSW,2500,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,104.45,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2500,Sumo,Time of Use,"Sumo Local Residential Time Of Use Intro Demand",TOU,151.18,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2770,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,122,1,"endeavour"
NSW,2770,1st Energy,Time of Use,"1st Saver - Time of Use",TOU,121,1,"endeavour"
NSW,2770,AGL,Single Rate,"Residential Standing Offer",SR,103.89,4,"endeavour"
NSW,2770,AGL,Time of Use,"Residential Standing Offer",TOU,103.89,4,"endeavour"
NSW,2770,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,111.95,5,"endeavour"
NSW,2770,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,121.84,5,"endeavour"
NSW,2770,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.012,26.37,"endeavour"
NSW,2770,CovaU,Single Rate,"CovaU Basics Residential Single",SR,95,5.5,"endeavour"
NSW,2770,Diamond Energy,Single Rate,"Diamond Everyday",SR,90.05,3,"endeavour"
NSW,2770,Diamond Energy,Time of Use,"Diamond Everyday",TOU,122,3,"endeavour"
NSW,2770,Dodo,Single Rate,"Residential Standing (Default Market Offer)",SR,150.9174,1,"endeavour"
NSW,2770,Dodo,Time of Use,"Residential Standing (Default Market Offer)",TOU,142.2661,1,"endeavour"
NSW,2770,ENGIE,Single Rate,"NSW _ ENGIE Home Business GreenPower Elec",SR,106.24,5.5,"endeavour"
NSW,2770,ENGIE,Time of Use,"NSW _ ENGIE Home Business GreenPower Elec",TOU,106.24,5.5,"endeavour"
NSW,2770,Energy Locals,Single Rate,"Local Rewards",SR,104.0909,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"endeavour"
NSW,2770,Energy Locals,Time of Use,"Local Rewards",TOU,104.0909,15,"endeavour"
NSW,2770,EnergyAustralia,Single Rate,"Balance Plan - Third Party Offer",SR,103,4,"endeavour"
NSW,2770,Flipped Energy,Single Rate,"Standing Offer - Single Rate",SR,184.92,3,"endeavour"
NSW,2770,Flipped Energy,Time of Use,"SwitchedOn - Time of Use",TOU,110.95,2,"endeavour"
NSW,2770,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,110.177424,3.3,"endeavour"
NSW,2770,Future X Power,Single Rate,"Standing Offer - Endeavour - RESI Anytime",SR,108.7,3,"endeavour"
NSW,2770,Globird Energy,Single Rate,"SOLARPLUS Residential (Flat Rate)-Endeavour",SR,116,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
