State,Postcode,Retailer,PlanType,PlanName,PricingModel,SupplyCharge_c/day,FiT_c/kWh,Distributor
QLD,4350,Kogan Energy,Time of Use,"Kogan Energy with free FIRST",TOU,114.6852,0.5,"energex"
QLD,4350,Momentum Energy,Single Rate,"Suit Yourself Electricity",SR,164.6,2.9,"energex"
QLD,4350,Momentum Energy,Time of Use,"Suit Yourself Electricity",TOU,154.7,2.9,"energex"
QLD,4350,OVO Energy,Single Rate,"The Free 3 Plan",SR,105,2.7,"energex"
QLD,4350,OVO Energy,Time of Use,"The Free 3 Plan",TOU,105,2.7,"energex"
QLD,4350,Origin Energy,Single Rate,"Origin Home Support",SR,129.88,3,"energex"
QLD,4350,Origin Energy,Time of Use,"Origin Home Support",TOU,112.06,3,"energex"
QLD,4350,Powershop,Single Rate,"Power Offset",SR,123.9392,0.5,"energex"
QLD,4350,Powershop,Time of Use,"Power Offset",TOU,127.4152,0.5,"energex"
QLD,4350,Red Energy,Single Rate,"Qantas Red Saver",SR,108,1,"energex"
QLD,4350,Red Energy,Time of Use,"Qantas Red Saver",TOU,111,1,"energex"
QLD,4350,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,107.69,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4350,Sumo,Time of Use,"Sumo Local Residential Time of Use",TOU,115.61,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4670,Ergon Energy,Single Rate,"Tariff 11",SR,153.493,8.66,"ergon"
QLD,4670,Ergon Energy,Time of Use,"Tariff 14C",TOU,115.151,8.66,"ergon"
QLD,4670,Origin Energy,Single Rate,"Origin Standing",SR,153.493,8.66,"ergon"
QLD,4670,Origin Energy,Time of Use,"Origin Standing",TOU,135.304,8.66,"ergon"
QLD,4870,Ergon Energy,Single Rate,"Tariff 11",SR,153.493,8.66,"ergon"
QLD,4870,Ergon Energy,Time of Use,"Tariff 14C",TOU,115.151,8.66,"ergon"
QLD,4870,Origin Energy,Single Rate,"Origin Standing",SR,153.493,8.66,"ergon"
QLD,4870,Origin Energy,Time of Use,"Origin Standing",TOU,135.304,8.66,"ergon"
SA,5000,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,112,1,"sa power networks"
SA,5000,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,112,1,"sa power networks"
SA,5000,AGL,Single Rate,"Residential Standing Offer - No Exit Fee",SR,105.61,2,"sa power networks"
SA,5000,AGL,Time of Use,"Residential Standing Offer - No Exit Fee",TOU,105.61,2,"sa power networks"
SA,5000,Alinta Energy,Single Rate,"HomeDeal Advantage - Demand Single Rate",SR,76.49,3,"sa power networks"
SA,5000,Alinta Energy,Time of Use,"HomeDeal Advantage - Time of Use (Interval)",TOU,111.74,3,"sa power networks"
SA,5000,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.185,13.98,"sa power networks"
SA,5000,CovaU,Single Rate,"Freedom Residential Single",SR,91.87,5.5,"sa power networks"
SA,5000,CovaU,Time of Use,"Freedom Residential Flexible",TOU,105.85,5.5,"sa power networks"
SA,5000,Diamond Energy,Single Rate,"Diamond Everyday",SR,84.45,3,"sa power networks"
SA,5000,Diamond Energy,Time of Use,"Diamond Everyday",TOU,151.13,3,"sa power networks"
SA,5000,Dodo,Single Rate,"Residential Standing",SR,170.7498,1,"sa power networks"
SA,5000,Dodo,Time of Use,"Residential Standing",TOU,174.307,1,"sa power networks"
SA,5000,ENGIE,Single Rate,"SA ENGIE Home Business Standing elec",SR,113.95,4,"sa power networks"
SA,5000,ENGIE,Time of Use,"SA _ENGIE Solar Elec",TOU,113.95,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': '10c/kWh for the first 8kWh per day of solar export,', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 4, 'type': 'R', 'scheme': 'OTHER', 'description': 'And 4c/kWh thereafter, based on a daily average over your billing period.', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 4, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"sa power networks"
SA,5000,Energy Locals,Single Rate,"Local Rewards",SR,115.4545,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5000,Energy Locals,Time of Use,"Local Rewards",TOU,115.4545,15,"sa power networks"
SA,5000,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,113,3,"sa power networks"
SA,5000,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer",TOU,120,3,"sa power networks"
SA,5000,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,139.76477,3.3,"sa power networks"
SA,5000,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-SAPN",SR,116,1,"sa power networks"
SA,5000,Globird Energy,Time of Use,"ZEROHERO VPP Residential (Flexible Rate)-SAPN",TOU,130,2,"sa power networks"
SA,5000,Lumo Energy (SA),Single Rate,"Standing Offer",SR,108.75,2,"sa power networks"
SA,5000,Lumo Energy (SA),Time of Use,"Standing Offer",TOU,108.75,2,"sa power networks"
SA,5000,Momentum Energy,Single Rate,"Bill Boss Electricity",SR,160.8,2.5,"sa power networks"
SA,5000,Momentum Energy,Time of Use,"Warm Welcome",TOU,154.6,2.5,"sa power networks"
SA,5000,OVO Energy,Single Rate,"The One Plan",SR,108,1.5,"sa power networks"
SA,5000,OVO Energy,Time of Use,"The One Plan",TOU,134,1.5,"sa power networks"
SA,5000,Origin Energy,Single Rate,"Origin Essentials Variable",SR,103.19,2,"sa power networks"
SA,5000,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,105.5,2,"sa power networks"
SA,5000,Powershop,Single Rate,"Power Offset",SR,116.4245,0.5,"sa power networks"
SA,5000,Powershop,Time of Use,"Power Offset",TOU,146.8047,0.5,"sa power networks"
SA,5000,RAA Energy,Single Rate,"RAA Member Solar Standard",SR,95.9091,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5000,RAA Energy,Time of Use,"RAA Member Solar Standard to Smart",TOU,90.4546,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5000,Red Energy,Single Rate,"Qantas Red Saver",SR,97,2,"sa power networks"
SA,5000,Red Energy,Time of Use,"Qantas Red Saver",TOU,97,2,"sa power networks"
SA,5000,iO Energy,Time of Use,"Sustainable Home: RESELE",TOU,150,2,"sa power networks"
SA,5042,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,112,1,"sa power networks"
SA,5042,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,112,1,"sa power networks"
SA,5042,AGL,Single Rate,"Residential Standing Offer - No Exit Fee",SR,105.61,2,"sa power networks"
SA,5042,AGL,Time of Use,"Residential Standing Offer - No Exit Fee",TOU,105.61,2,"sa power networks"
SA,5042,Alinta Energy,Single Rate,"HomeDeal Advantage - Demand Single Rate",SR,76.49,3,"sa power networks"
SA,5042,Alinta Energy,Time of Use,"HomeDeal Advantage - Time of Use (Interval)",TOU,111.74,3,"sa power networks"
SA,5042,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.185,13.98,"sa power networks"
SA,5042,CovaU,Single Rate,"Freedom Residential Single",SR,91.87,5.5,"sa power networks"
SA,5042,CovaU,Time of Use,"Freedom Residential Flexible",TOU,105.85,5.5,"sa power networks"
SA,5042,Diamond Energy,Single Rate,"Diamond Everyday",SR,84.45,3,"sa power networks"
SA,5042,Diamond Energy,Time of Use,"Diamond Everyday",TOU,151.13,3,"sa power networks"
SA,5042,Dodo,Single Rate,"Residential Standing",SR,170.7498,1,"sa power networks"
SA,5042,Dodo,Time of Use,"Residential Standing",TOU,174.307,1,"sa power networks"
SA,5042,ENGIE,Single Rate,"SA ENGIE Home Business Standing elec",SR,113.95,4,"sa power networks"
SA,5042,ENGIE,Time of Use,"SA _ENGIE Solar Elec",TOU,113.95,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': '10c/kWh for the first 8kWh per day of solar export,', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 4, 'type': 'R', 'scheme': 'OTHER', 'description': 'And 4c/kWh thereafter, based on a daily average over your billing period.', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 4, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"sa power networks"
SA,5042,Energy Locals,Single Rate,"Local Rewards",SR,115.4545,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5042,Energy Locals,Time of Use,"Local Rewards",TOU,115.4545,15,"sa power networks"
SA,5042,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,113,3,"sa power networks"
SA,5042,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer",TOU,120,3,"sa power networks"
SA,5042,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,139.76477,3.3,"sa power networks"
SA,5042,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-SAPN",SR,116,1,"sa power networks"
SA,5042,Globird Energy,Time of Use,"ZEROHERO VPP Residential (Flexible Rate)-SAPN",TOU,130,2,"sa power networks"
SA,5042,Lumo Energy (SA),Single Rate,"Standing Offer",SR,108.75,2,"sa power networks"
SA,5042,Lumo Energy (SA),Time of Use,"Standing Offer",TOU,108.75,2,"sa power networks"
SA,5042,Momentum Energy,Single Rate,"Bill Boss Electricity",SR,160.8,2.5,"sa power networks"
SA,5042,Momentum Energy,Time of Use,"Warm Welcome",TOU,154.6,2.5,"sa power networks"
SA,5042,OVO Energy,Single Rate,"The One Plan",SR,108,1.5,"sa power networks"
SA,5042,OVO Energy,Time of Use,"The One Plan",TOU,134,1.5,"sa power networks"
SA,5042,Origin Energy,Single Rate,"Origin Essentials Variable",SR,103.19,2,"sa power networks"
SA,5042,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,105.5,2,"sa power networks"
SA,5042,Powershop,Single Rate,"Power Offset",SR,116.4245,0.5,"sa power networks"
SA,5042,Powershop,Time of Use,"Power Offset",TOU,146.8047,0.5,"sa power networks"
SA,5042,RAA Energy,Single Rate,"RAA Member Solar Standard",SR,95.9091,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5042,RAA Energy,Time of Use,"RAA Member Solar Standard to Smart",TOU,90.4546,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5042,Red Energy,Single Rate,"Qantas Red Saver",SR,97,2,"sa power networks"
SA,5042,Red Energy,Time of Use,"Qantas Red Saver",TOU,97,2,"sa power networks"
SA,5042,iO Energy,Time of Use,"Sustainable Home: RESELE",TOU,150,2,"sa power networks"
SA,5108,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,112,1,"sa power networks"
SA,5108,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,112,1,"sa power networks"
SA,5108,AGL,Single Rate,"Residential Standing Offer - No Exit Fee",SR,105.61,2,"sa power networks"
SA,5108,AGL,Time of Use,"Residential Standing Offer - No Exit Fee",TOU,105.61,2,"sa power networks"
SA,5108,Alinta Energy,Single Rate,"HomeDeal Advantage - Demand Single Rate",SR,76.49,3,"sa power networks"
SA,5108,Alinta Energy,Time of Use,"HomeDeal Advantage - Time of Use (Interval)",TOU,111.74,3,"sa power networks"
SA,5108,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.185,13.98,"sa power networks"
SA,5108,CovaU,Single Rate,"Freedom Residential Single",SR,91.87,5.5,"sa power networks"
SA,5108,CovaU,Time of Use,"Freedom Residential Flexible",TOU,105.85,5.5,"sa power networks"
SA,5108,Diamond Energy,Single Rate,"Diamond Everyday",SR,84.45,3,"sa power networks"
SA,5108,Diamond Energy,Time of Use,"Diamond Everyday",TOU,151.13,3,"sa power networks"
SA,5108,Dodo,Single Rate,"Residential Standing",SR,170.7498,1,"sa power networks"
SA,5108,Dodo,Time of Use,"Residential Standing",TOU,174.307,1,"sa power networks"
SA,5108,ENGIE,Single Rate,"SA ENGIE Home Business Standing elec",SR,113.95,4,"sa power networks"
SA,5108,ENGIE,Time of Use,"SA _ENGIE Solar Elec",TOU,113.95,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': '10c/kWh for the first 8kWh per day of solar export,', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 4, 'type': 'R', 'scheme': 'OTHER', 'description': 'And 4c/kWh thereafter, based on a daily average over your billing period.', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 4, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"sa power networks"
SA,5108,Energy Locals,Single Rate,"Local Rewards",SR,115.4545,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5108,Energy Locals,Time of Use,"Local Rewards",TOU,115.4545,15,"sa power networks"
SA,5108,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,113,3,"sa power networks"
SA,5108,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer",TOU,120,3,"sa power networks"
SA,5108,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,139.76477,3.3,"sa power networks"
SA,5108,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-SAPN",SR,116,1,"sa power networks"
SA,5108,Globird Energy,Time of Use,"ZEROHERO VPP Residential (Flexible Rate)-SAPN",TOU,130,2,"sa power networks"
SA,5108,Lumo Energy (SA),Single Rate,"Standing Offer",SR,108.75,2,"sa power networks"
SA,5108,Lumo Energy (SA),Time of Use,"Standing Offer",TOU,108.75,2,"sa power networks"
SA,5108,Momentum Energy,Single Rate,"Bill Boss Electricity",SR,160.8,2.5,"sa power networks"
SA,5108,Momentum Energy,Time of Use,"Warm Welcome",TOU,154.6,2.5,"sa power networks"
SA,5108,OVO Energy,Single Rate,"The One Plan",SR,108,1.5,"sa power networks"
SA,5108,OVO Energy,Time of Use,"The One Plan",TOU,134,1.5,"sa power networks"
SA,5108,Origin Energy,Single Rate,"Origin Essentials Variable",SR,103.19,2,"sa power networks"
SA,5108,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,105.5,2,"sa power networks"
SA,5108,Powershop,Single Rate,"Power Offset",SR,116.4245,0.5,"sa power networks"
SA,5108,Powershop,Time of Use,"Power Offset",TOU,146.8047,0.5,"sa power networks"
SA,5108,RAA Energy,Single Rate,"RAA Member Solar Standard",SR,95.9091,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5108,RAA Energy,Time of Use,"RAA Member Solar Standard to Smart",TOU,90.4546,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5108,Red Energy,Single Rate,"Qantas Red Saver",SR,97,2,"sa power networks"
SA,5108,Red Energy,Time of Use,"Qantas Red Saver",TOU,97,2,"sa power networks"
SA,5108,iO Energy,Time of Use,"Sustainable Home: RESELE",TOU,150,2,"sa power networks"
SA,5290,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,112,1,"sa power networks"
SA,5290,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,112,1,"sa power networks"
SA,5290,AGL,Single Rate,"Residential Standing Offer - No Exit Fee",SR,105.61,2,"sa power networks"
SA,5290,AGL,Time of Use,"Residential Standing Offer - No Exit Fee",TOU,105.61,2,"sa power networks"
SA,5290,Alinta Energy,Single Rate,"HomeDeal Advantage - Demand Single Rate",SR,76.49,3,"sa power networks"
SA,5290,Alinta Energy,Time of Use,"HomeDeal Advantage - Time of Use (Interval)",TOU,111.74,3,"sa power networks"
SA,5290,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.185,13.98,"sa power networks"
SA,5290,CovaU,Single Rate,"Freedom Residential Single",SR,91.87,5.5,"sa power networks"
SA,5290,CovaU,Time of Use,"Freedom Residential Flexible",TOU,105.85,5.5,"sa power networks"
SA,5290,Diamond Energy,Single Rate,"Diamond Everyday",SR,84.45,3,"sa power networks"
SA,5290,Diamond Energy,Time of Use,"Diamond Everyday",TOU,151.13,3,"sa power networks"
SA,5290,Dodo,Single Rate,"Residential Standing",SR,170.7498,1,"sa power networks"
SA,5290,Dodo,Time of Use,"Residential Standing",TOU,174.307,1,"sa power networks"
SA,5290,ENGIE,Single Rate,"SA ENGIE Home Business Standing elec",SR,113.95,4,"sa power networks"
SA,5290,ENGIE,Time of Use,"SA _ENGIE Solar Elec",TOU,113.95,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': '10c/kWh for the first 8kWh per day of solar export,', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 4, 'type': 'R', 'scheme': 'OTHER', 'description': 'And 4c/kWh thereafter, based on a daily average over your billing period.', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 4, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"sa power networks"
